word,chinese_translation,frequency_18901,review_count_18901,example_context
reliance,reliance (名词),3,3,"review_6ced380eeaf5fda17993daf1 :: Since my husband and I have been on a helicopter 
I decided to surprise  him on a NEW ADVENTURE. This time on a Small Plane 🛩 😁- A Private Sightseeing Tours in Miami to Explore the..."
lori,lori,3,3,review_31aed729ff8858d03ae42100 :: We had an incredible experience with Ray as our pilot. Knowledgeable of the island and a great story teller.  We had a blast Ray!  Todd&Lori/OK...
org,org,3,3,"review_0246415a122243206fce8717 :: We had never been on a helicopter ride before, it was recommended by a friend who had done it.  From the minute we lifted off, it was so cool! It was me, my two teen child, and ano..."
reassure,reassure (动词),3,3,"review_6f6e76e335be827620150250 :: A warm and kind welcome from the professional teams. 
An outstanding pilot who knows how to reassure you with a ⭐⭐⭐‐‐ pilot. A well explained tour despite my basic English. A disco..."
pilate,pilate (名词),3,2,review_c3dd7424ea4a3eb14fa0b255 :: Great experience. One of my all time favorite travel adventures. What a way to see Kauai. So informative and fun. Our Pilate Ray was great and he and his wife Jill are so personabl...
yep,yep,3,3,"review_00d89ffd2fa3feb564964cf8 :: Yep, it costs a lot. Unless you are a hiker who lives accessible  the park this is probably a once in a lifetime trip so make the most of it.
This gives you such a different view o..."
outcome,outcome (名词),3,3,review_7e4543e5f83ff36ad71385f3 :: Having booked for the Friday we had an expected telephone call to say the flight had been cancelled as a great big snowstorm had hit as far as Vegas . We re arranged for Sunday. We...
combat,combat (名词),3,3,"review_9d76d2a82d83520357d70036 :: If you are not up to trekking to the bottom, this is how you can get the best view of the canyon's many features.  Our pilot was a combat veteran chopper pilot.  Very safe and prof..."
refuelling,refuelling (动词),3,3,"review_9b59fe738e7b2b0d9930581f :: Fantastic experience with an excellent company Maverick Helicopters. Very professional, friendly and informative from start to finish.
We were collected at nominated pick up point ..."
tasks,tasks (名词),3,3,"review_ce9844bde7bf3dd4b4ea18b8 :: A very professionally run tourist operation, and a wonderfully informed and expansive pilot who managed the dual tasks of successfully keeping us aloft while deciphering and answer..."
offshore,offshore (形容词),3,3,review_1dd85bf8878c66fc279b0b60 :: We travelled from Scotland to the USA to ride down the famous Route 66. One of my most anticipated stops was to see the Grand Canyon. But it was also one of my most dreaded... perh...
scrambled,scrambled (动词),3,3,"review_ce9844bde7bf3dd4b4ea18b8 :: A very professionally run tourist operation, and a wonderfully informed and expansive pilot who managed the dual tasks of successfully keeping us aloft while deciphering and answer..."
westward,westward (名词),3,2,"review_ce9844bde7bf3dd4b4ea18b8 :: A very professionally run tourist operation, and a wonderfully informed and expansive pilot who managed the dual tasks of successfully keeping us aloft while deciphering and answer..."
qualities,qualities (名词),3,3,"review_72cd4baceee45a39ed3ac6c2 :: Wonderful tour. I cannot thank our pilot, Caden, enough. He possesses all the qualities of a great tour guide: enthusiastic, engaging and communicative.
His presentation style gave..."
pete,pete,3,2,review_1dd85bf8878c66fc279b0b60 :: We travelled from Scotland to the USA to ride down the famous Route 66. One of my most anticipated stops was to see the Grand Canyon. But it was also one of my most dreaded... perh...
revelation,revelation (名词),3,2,review_1dd85bf8878c66fc279b0b60 :: We travelled from Scotland to the USA to ride down the famous Route 66. One of my most anticipated stops was to see the Grand Canyon. But it was also one of my most dreaded... perh...
outweighed,outweighed (动词),3,3,review_5124bd681640636dab21cc80 :: Pilot Nate was great! Very informative. Ride itself was a little bumpy due to winds in the canyon but the beauty of it all outweighed the nausea.Good luck to him in his future pilo...
cucumber,cucumber (名词),3,3,review_d3eecf5fe1a49f39bc49e9be :: Definitely one of the highlights on our trip.  We had limited time on Kauai and booked this so that we could see both the Waimea Canyon and the Na Pali coast and we were so pleased...
blessings,blessings (名词),3,3,"review_6ced380eeaf5fda17993daf1 :: Since my husband and I have been on a helicopter 
I decided to surprise  him on a NEW ADVENTURE. This time on a Small Plane 🛩 😁- A Private Sightseeing Tours in Miami to Explore the..."
windward,windward (名词),3,3,review_4f974efa59036000dabf4499 :: A little bit of history by the native Hawaiian pilot.  Amazing views we circled the entire island.  On the windward side a little rain and a rainbow with many waterfalls.  On the l...
climates,climates (名词),3,3,review_14f259d40d68639c225304d8 :: This tour was amazing! our tour guide Henry was spectacular and provided us with great history of the island and answered all of our questions! we got to see a lot of different sit...
exaggeration,exaggeration (名词),3,3,"review_8f7be608c175a75d98da1d29 :: I've been to many places around the world, and this was a bucket list item for me.  No exaggeration, this was one of the best experiences of my life so far.  Our pilot, Jesse, was ..."
boated,boated (动词),3,3,"review_3988be0a7e79492287e2e60b :: Had a great flight yesterday afternoon. Josh was a great guy and pilot. We’ve driven all over Kauai, boated around most of the island and did a helicopter tour years ago. The plane..."
strategically,strategically (副词),3,3,"review_bb1ff14296079be8a288d31a :: This sightseeing flight offered some beautiful views, but I found the experience heavily favored passengers on the right side of the aircraft. As a left-side passenger, my view was..."
vikki,vikki,3,2,review_29c4419ddb035df6c836226f :: There really ought to be a six-star rating for some experiences and this was one of them. TAT was so accommodating you'd think we were old friends. Do they act this way with everyo...
tiring,tiring (动词),3,3,"review_3311108595720b5bbb5e3de1 :: I took a Maverick helicopter tour to West Rim , called ""Wind Dancer Sunset"".

I had been before in South Rim Grand Canyon,   by bus.It was a long full day trip beginning  early mor..."
thunder,thunder (名词),3,3,"review_6457890bfe91b36c0107cd10 :: Not cheap, but if you can afford it do it. And opt for the glacier landing. It really is a once in a lifetime sort of experience, and the views from that small plane are unmatched...."
elaborate,elaborate (动词),3,3,review_551439ec24a9a2e57d026dd9 :: We decided on the Maverick Helicopter Tour as it seemed that they had newer equipment than the other tour companies in the area. You meet at the Tusayan Airport which is outside of...
allot,allot (动词),3,3,"review_a0fb76fb1f2f84d55414d65b :: Tour bus was older, rattled allot from the windows, fan belt squeaking and one of the front tires was needing a replacement.   Our tour guide Mel was nice and very talkative. He li..."
kong,kong,3,3,"review_ba9439ab53ba32bb81708cf8 :: Grateful I found this tour in tripadvisor as this tour is so well planned, covered a lot of interesting locations, as well as handling inter-island flights too! 

Our guide Uncle M..."
melvin,melvin,3,2,"review_2a752d3e14572a71300e2388 :: Melvin was an excellent and informative guide, we found the trip to be very fun and informative without feeling like a generic experience. I would highly recommend this trip over t..."
venetian,venetian (名词),3,3,"review_6ced380eeaf5fda17993daf1 :: Since my husband and I have been on a helicopter 
I decided to surprise  him on a NEW ADVENTURE. This time on a Small Plane 🛩 😁- A Private Sightseeing Tours in Miami to Explore the..."
saddle,saddle (名词),3,3,review_c92bd6f7c52ee662516d41fd :: I ran into an issue with K2 because of my height.  I was unable to see anything on the flight because I was the last person on the plane and got stuck over the wing.  K2 resolved t...
sorta,sorta,3,3,review_ba3b6c25e2bcc4eab27adff2 :: We did this sorta of last minute and wow was it worth the money sights you will never see I would suggest this for everybody FANTASTIC FANTASTIC...
milestone,milestone (名词),3,2,"review_adc9ddaeeec697e32aefdfa3 :: Took my Mom to the Grand Canyon as part of her milestone birthday celebration and this 45 minute helicopter flight from Tusayan, Arizona over and through the Grand Canyon was a def..."
resolution,resolution (名词),3,3,"review_9fbacad2cf5b14ed7316b1ca :: I am not one to write reviews, but this adventure prompted me to write my first one. This flighseeing tour was the highlight of our 3 day land / 7 day cruise tour of Alaska 2 weeks..."
applies,applies (动词),3,3,"review_1d2e3b9096eb301db6126594 :: Halfway through our 45-minute tour, our pilot, BJ, asked us to let him know as soon as he'd made it to the top of our ""coolest thing ever done"" list. I replied, ""You hit that the s..."
fam,fam,3,3,review_96f27debfbc0e8ac6f6d61c5 :: Josh was awesome. He knew so much about Kauai and was very engaging. My fam went for the 3 o’clock flight and the weather was perfect. We flew around the whole island!...
exclamation,exclamation (名词),3,3,"review_2ced2be9a338446e48906797 :: ""Best hour of my life""--or at least that's how my daughter (not a little kid, but rather a highly accomplished and well travelled professional) described it.  While I trust her exc..."
rolls,rolls (名词),3,3,"review_39dfafc32763b9682eb1582b :: This was an amazing aerial tour of the island where we could see just how beautiful Kauai is.  Our pilot and guide, Justin, was kind and personable; he made every effort to make su..."
whats,whats,3,3,"review_70672b903eee8ebc0caff0b8 :: We booked with Mavericks Helicopters the the Canyon Dancer tour.  It is a 45 minute helicopter tour of the canyon.  
When we first arrived, we were at the wrong part of the airport..."
maka,maka,3,3,"review_ced5e61ec93f407c9febbec9 :: Awesome views, great route over incredible scenery, Maka, our pilot, was brilliant. Very knowledgeable and had a great take off and landing, definitely recommend!..."
props,props (名词),3,3,"review_f75324d4985c2b3afb73933d :: We drove to Grand Canyon, South Rim, in mid-July. Was looking forward to the pre-planned helicopter trip, but had no idea how AMAZING it was going to be. We opted for the 45-minute..."
magically,magically (副词),3,3,"review_ab574ef118c913d091b17982 :: Sorry - this is a long review, but there is some constructive feedback at the end which needs reading. 

Having booked with Maverick airlines last year to fly from Vegas to the Sou..."
captures,captures (名词),3,3,"review_0f90d20e28e0032b96cb4dca :: We took our family of 4 on the 45-minute helicopter tour of the Grand Canyon and it was nothing short of amazing!  We would highly recommend it!  Our children, ages 9 & 4 loved it ..."
rotors,rotors (名词),3,3,"review_e8fafb7c3ff7daf59ff5dc87 :: Highly recommend seeing the Grand Canyon from the air.  There are a couple of helicopter tours that leave out of the Tusayan airport.  Maverick is on the back side, or the second e..."
chickens,chickens (名词),3,2,"review_26a7635289bc1f1f45c9b21f :: This may very well be the most beautiful place I have ever visited. We were in Oahu for one week and then Kauai.  Why did we not just go to Kauai for two weeks?
We had a small cond..."
ethereal,ethereal (形容词),3,3,"review_b626bed5d5a2fa1b84a7b108 :: Amazing experience and great way to see the entire island! I had been disappointed that the day before I couldn't see Waimea Canyon due to fog, and this tour made up for it. I was ..."
lille,lille (名词),3,1,"review_585f231c629d6a261d7d3a98 :: Late flight from Lille, 1 hour to Tunis, and the same on the return 1h30 wait at Tunis airport, forced to change boarding lounge at the last minute, no explanation, oh yes! ! Bad w..."
seatbelt,seatbelt (名词),3,3,"review_d7a5c04a2838396b53c93397 :: Pre-booked on our Princess Cruisetour, we went for the Denali summit flightseeing tour with K2 Aviation, located at the airport in Talkeetna. A shuttle bus goes from the Princess L..."
thermal,thermal (名词),3,3,"review_5f04be9cecb4b060eac4f172 :: On a trip to Alaska for a family wedding, we decided to spend extended time in the state exploring Talkeetna and Denali National Park.  We opted for a flight seeing excursion from ..."
suction,suction (名词),3,3,review_5d8c46ca8706d4059f51d9a8 :: This was the biggest thing on my bucket list while in Talkeetna!  Our weather was unbelievable as confirmed by every local we encountered on our Alaskan vacation!!  Our pilot Greg ...
continues,continues (动词),3,3,review_2f68618f0ff26f834bb3b84b :: What an amazing adventure. This company is top notch. The owner greats you warmly as you check in and makes you feel special from the moment you arrive. The pilot continues this an...
kingdom,kingdom (名词),3,3,"review_5ceaa173c8283b0b717fc43c :: Experiencing the vastness & the awesome Denali & the Alaska Range was one of the most incredible experiences ever! Our pilot, Samuel, was so professional & intelligent, & an excell..."
agonized,agonized (动词),3,3,review_2617675e32c2ff64c2d1776f :: We only had two precious days to spend in Talkeetna and when we left Anchorage to drive up it was totally cloudy and raining. It proceeded to rain for the next 30 hours so we were ...
basking,basking (动词),3,3,"review_9054e8c1c2c5463b8f0633ae :: I do not usually splurge on an expensive excursion, but a friend had advised that it was totally worth it. I asked around during my vacation and heard the same thing. I was nervous..."
locale,locale (名词),3,3,review_0e604008a124d23e15311f81 :: The K 2 sightseeing flight was part of a package which we booked thru our cruise line and we were supposed to board the plane(s) in Anchorage and have a fairly long sightseeing fli...
series,series (名词),3,3,review_0e604008a124d23e15311f81 :: The K 2 sightseeing flight was part of a package which we booked thru our cruise line and we were supposed to board the plane(s) in Anchorage and have a fairly long sightseeing fli...
happenings,happenings (名词),3,3,review_0e604008a124d23e15311f81 :: The K 2 sightseeing flight was part of a package which we booked thru our cruise line and we were supposed to board the plane(s) in Anchorage and have a fairly long sightseeing fli...
dishonest,dishonest (形容词),3,2,"review_4511133a8ef35ba847a7d3a6 :: Beautiful flight, confused office staff and dishonest pilot took away from what could've been an amazing experience!  Doing a land tour on our own prior to a cruise, we decided we ..."
ventured,ventured (动词),3,3,"review_4511133a8ef35ba847a7d3a6 :: Beautiful flight, confused office staff and dishonest pilot took away from what could've been an amazing experience!  Doing a land tour on our own prior to a cruise, we decided we ..."
intermittent,intermittent (形容词),3,3,review_0e604008a124d23e15311f81 :: The K 2 sightseeing flight was part of a package which we booked thru our cruise line and we were supposed to board the plane(s) in Anchorage and have a fairly long sightseeing fli...
feasible,feasible (形容词),3,3,review_3d6be7854a8a27808f142a87 :: The tour was excellent and we had a great chance to see the mountains in their true glory.  And for the first time I could really understand how the glaciers are really a rivers of...
emphasize,emphasize (动词),3,3,"review_4511133a8ef35ba847a7d3a6 :: Beautiful flight, confused office staff and dishonest pilot took away from what could've been an amazing experience!  Doing a land tour on our own prior to a cruise, we decided we ..."
arrow,arrow (名词),3,3,"review_e833b2d1cdb52564d915f37c :: We booked the Grand Denali tour, but due to weather we could only do the Denali Flyer due to weather.  (We were charged appropriately.)  As a private pilot myself, I fully apprecia..."
uploaded,uploaded (动词),3,3,"review_e833b2d1cdb52564d915f37c :: We booked the Grand Denali tour, but due to weather we could only do the Denali Flyer due to weather.  (We were charged appropriately.)  As a private pilot myself, I fully apprecia..."
monitored,monitored (动词),3,3,"review_652fa629870fe6e1e2daf006 :: Our original flight around Denali and a glacier landing was not possible due to the weather conditions (they had only been able to fly minimally the previous two weeks), but  K2 of..."
resource,resource (名词),3,3,review_f8acb7283496982b9b3087cd :: We had an amazing experience on the glacier landing flight from Telkeetna flown by K2. Our pilot was super and so was the view. He explained all the details before and during the f...
pains,pains (名词),3,3,"review_022a1acf078fbc7f59ef97bb :: Wow, this was the best. Do not miss this expierence. We had a beautiful sunny clear day and able to see the tip of Mt McKinley. The pilot took great pains to make it perfect for us..."
meadows,meadows (名词),3,3,"review_66a33055a0d12a6728d79b7f :: We booked our flight & hike adventure with K2 back in January, and we lucked out on weather the day of our flight. It was bright and sunny, the only day of sun we had while in Alas..."
performing,performing (名词),3,3,"review_2fdefac8dc4c0eca225f1126 :: The staff was friendly, professional and knowledgable both on the phone and in person.  Our pilot was Stan- he gave excellent commentary throughout our flight as well as performing..."
meat,meat (名词),3,3,"review_becdce1603ce836d0c3ee580 :: We went on the K2 fly and hike adventure, not the land on a glacier flight.  We are super glad that we did.  The fly and hike starts with a float plane take off from a local lake a..."
bye,bye (名词),3,3,review_8e3e233fb3aaff7b71b5abce :: Our 2 hour McKinley fly-around was perfect! The two hours just flew bye! Our pilot was very friendly and super informative and put us as ease right away after he said he had 500 fl...
negotiating,negotiating (动词),3,3,review_6aef37821963e0f5d9dc5242 :: During our vacation to Alaska one of our stop overs was the town of Talkeetna.  It is just below Denali National Park and is the home of K2 Aviation which is renown for its tour fl...
roam,roam (动词),3,3,review_783bd9137b6331a8da4df410 :: It might seem pricey for people travelling on a budget! Don't miss it though! I would in fact postpone Alaska trip till I save up for this kind of tour. When we reached they said t...
sue,sue (名词),3,3,"review_2c158e29766d7a657bc09f45 :: Chris, our pilot gave us that and more.  We learned and saw so much, three rivers, a glacier, Denali and landed on a glacier!  What a wonderful trip. Don't miss this one!

K2'Aviat..."
generously,generously (副词),3,2,"review_0a132c05fb2d9a03880e580f :: This was a trip of a lifetime! The pilot was extremely knowledgeable, the team in the office was kind and helpful, and of course the scenery was beyond spectacular. The office very..."
poles,poles (名词),3,3,"review_becdce1603ce836d0c3ee580 :: We went on the K2 fly and hike adventure, not the land on a glacier flight.  We are super glad that we did.  The fly and hike starts with a float plane take off from a local lake a..."
recognition,recognition (名词),3,3,"review_4d9687f3db518f0788dfbe29 :: I was scheduled to fly around Mt. Denali and land on the Ruth Glacier on May 18th.  Due to bad weather conditions, the flight I was scheduled for was canceled.  I elected not to go..."
sled,sled (名词),3,3,review_937694d3c16395f7a6df3352 :: Excellent trip - beautiful flight from Talkeetna and over an hour with 40+ Alaskan sled-dogs!   Once-in-a-lifetime thrill of mushing & loving on these great animals.  Justin & his ...
lingering,lingering (名词),3,3,"review_dfb20d7bee817f94dc0faf2f :: We had scheduled a glacier landing but the weather precluded that.  As a pilot myself, I completely understood and, of course, agreed with the decision.  Instead, our pilot took us..."
takers,takers (名词),3,3,"review_1d2e3b9096eb301db6126594 :: Halfway through our 45-minute tour, our pilot, BJ, asked us to let him know as soon as he'd made it to the top of our ""coolest thing ever done"" list. I replied, ""You hit that the s..."
flats,flats (名词),3,3,"review_d7a5c04a2838396b53c93397 :: Pre-booked on our Princess Cruisetour, we went for the Denali summit flightseeing tour with K2 Aviation, located at the airport in Talkeetna. A shuttle bus goes from the Princess L..."
ants,ants (名词),3,3,"review_a1927ff8bbae5c6ada57d437 :: Fabulous ride in comfortable and safe Otter, a ten passenger plane, which circled around Mt. Denali,  pilot gave wonderful monologue about area, geology, animal and plant life, his..."
neared,neared (动词),3,3,"review_23dd8ca7ccb1504a0fdd0abe :: Having made a reservation to do a flightseeing trip months before we arrived in Talkeetna, I had the very good fortunate to have the sun shining throughout this spectacular trip. M..."
gigantic,gigantic (形容词),3,3,"review_23dd8ca7ccb1504a0fdd0abe :: Having made a reservation to do a flightseeing trip months before we arrived in Talkeetna, I had the very good fortunate to have the sun shining throughout this spectacular trip. M..."
icebergs,icebergs (名词),3,3,review_ff7092c0c12078ff2ab0831a :: Flight around Mt. Denali and walking over one of the icebergs there was one of the things I will remember forever!...
kat,kat (名词),3,3,review_ee137fb140eefd5ad0682f16 :: Thank you to Stan our pilot for taking us on his favorite flight since we couldn't do Mt. Denali. Stan made it all very enjoyable. And thank you to Kat for suggesting and shuttling...
talketna,talketna,3,3,review_2df968ecdfd39022facea501 :: I knew the first thing I wanted to do when I got to talketna was fly around Mt. Denali.  I had heard good things about k2 and they defiantly didn't disappoint.  There office was ea...
filight,filight,3,3,review_c92bd6f7c52ee662516d41fd :: I ran into an issue with K2 because of my height.  I was unable to see anything on the flight because I was the last person on the plane and got stuck over the wing.  K2 resolved t...
hampered,hampered (动词),3,3,"review_243a604e3166d03dd47bad6a :: We did the Denali Flyer tour with glacier landing, and it was totally worth it! The weather hampered our plans in the morning for our original reservation, but K2 was great about w..."
resist,resist (动词),3,3,review_3ea88df4ed3e9b679c680463 :: Wasn't planning to do flight seeing but we just couldn't resist. Great setup. Friendly front desk help. The pilot was super informative and awesome. Flight was smooth and beautiful...
imparted,imparted (动词),3,3,review_006b0f6f35f52022c396970b :: Apparently only about once a week you see my Denali at this time of the year. We lucked out twice in one week! The flight on a de Haviland 10 seater with Barry as our pilot was awe...
familiarize,familiarize (动词),3,3,review_bf371d62f3dfc22cea938425 :: We took a quick flight tour of Denali with K2 Aviation in October 2016. Our trip was absolutely amazing from start to finish. They were open and easy with question before we arrive...
prints,prints (名词),3,3,review_551439ec24a9a2e57d026dd9 :: We decided on the Maverick Helicopter Tour as it seemed that they had newer equipment than the other tour companies in the area. You meet at the Tusayan Airport which is outside of...
absolutley,absolutley,3,3,review_06caecdf5a513798162d0ef3 :: The flight over the Grand Canyon is one of the most amazing things I have ever done and it something that I will remember for a very long time. It is ABSOLUTLEY BRILLIANT and I wou...
footing,footing (名词),3,3,"review_bbc77cee2838d03cea7507bc :: The scenery was terrific, but the exciting aspect of our trip was actually landing on the glacier.  On September 8, 2021, the sun was playing tag with fluffy white clouds. When we ..."
reminding,reminding (动词),3,3,"review_72f1df11cbf91a9fc60ba3fa :: My wife and I were flown by an excellent pilot to the Don Sheldon Amphitheater on the Ruth Glacier, experiencing stupendous views of glacier-carved granite mountainsides reminding ..."
cups,cups (名词),3,3,"review_72f1df11cbf91a9fc60ba3fa :: My wife and I were flown by an excellent pilot to the Don Sheldon Amphitheater on the Ruth Glacier, experiencing stupendous views of glacier-carved granite mountainsides reminding ..."
overwhelm,overwhelm (动词),3,3,"review_5f859c878d96640fcb5c97e4 :: This is one of the finest flightseeing Air Taxi operations I've ever flown on, and I've flown on quite a few.  Incredibly friendly staff, superb pilots, and some of the best airpla..."
thoughtfulness,thoughtfulness (名词),3,3,"review_aaab72832e74716054e023fd :: We flew over Denali the first of September, 2016.  Not a cloud in the royal blue sky, temperature in the 50's and a bit of wind that somewhat limited flight distance; however, the ..."
moderately,moderately (副词),3,3,"review_00e2633986f873623596db6a :: In July, I did the glacier landing tour. My pilot was excellent. Weather was gorgeous - very clear day and resulting clear views of Denali mountain range. Their shuttle picked me u..."
pony,pony (名词),3,3,"review_8242a3a2e7ef584a3ccbf0bb :: We spent several months in Canada and Alaska with K2 Aviation being the low point of our otherwise outstanding vacation. 
The young pilot with the pony tail was incredibly rude to ..."
simultaneously,simultaneously (副词),3,3,"review_a1a794628487b35ff11ac7bd :: My wife and I were given a generous Alaska CruiseTour for our Golden Wedding Anniversary.

The first thing my wife did was a ton of research, concluding that the Summit Flight with..."
usb,usb,3,3,"review_76a75b08892d58fe6573609d :: We traveled to Talkeetna, Alaska late this summer with the sole mission of completing the glacier landing on Denali.  Our trip last year was foiled by rain every day.  When we arri..."
hooray,hooray (名词),3,3,"review_1d761f1f91b94ef09fd5c5ee :: Hooray!  A chance to redeem a not so summit flight last year. 
K2 Aviation had connections with the weather, what a perfect day to fly!  The entire experience was perfectly inspiri..."
fightseeing,fightseeing,3,3,"review_25811ee686bc5834062bbcf3 :: We stopped in Talkeetna for lunch on our way to Denali and our server recommended fightseeing with K2 aviation. Wow! It was fabulous! We saw Mt Denali up close, flew around mountai..."
rider,rider (名词),3,3,review_dacde8a0a055977b00864848 :: I was partof a group and there had been some mixupon changes by our group leader. They were quite busy and one of the fellas got quite snappy when one of our group questioned somet...
spain,spain (名词),3,3,"review_374774f9a0408c8889dc9349 :: This was the most amazing experience I've ever had in my life! We had a group of 17, in 2 planes and the views were amazing! We landed at base camp to pick up 2 climbers from Spain..."
tables,tables (名词),3,3,"review_b5b314614bb5629bf3c0c7d9 :: We paid for the 1.25 hr. Grand Tour and were flying for nearly 2 hrs.  Safe and beautiful.  Also had a very comfortable facility, including picnic tables...."
uphill,uphill (名词),3,3,"review_4741ad55e906f55cb4e2ca9d :: How often do you get to fly around north Americas tallest mountain, with you knowledgable pilot providing the history of the area, staring at the incredible beauty in the rocks fol..."
silt,silt (名词),3,2,"review_539ab35db100ef8bcf0f37b8 :: I'm older (60s) my friend is OLDER (72) and yet we really wanted to go--K2 has great staff, so kind and helpful in many ways. The biggest part of the trip is in the plane looking o..."
walmart,walmart,3,3,"review_79a62bff21a884d3646d16cb :: K2 was very professional, friendly organized. This was the highlight of our trip.  We would not have seen Denali if we had not taken this flight. The mountain from the ground was c..."
swings,swings (名词),3,3,"review_761e6251419acc6fc92adc0a :: We really enjoyed this start to finish along with our 2 and 3 year old kids. K2 were very accomodating, allowing us to easily switch dates to accomodate the logistics of travelling..."
spectacularly,spectacularly (副词),3,3,"review_5c9075c50ed5dbaa15ed13bc :: Great flight, wonderful pilot/guide. It was a spectacularly beautiful day with just enough clouds to  give some depth to our photos.  I had been on a flight around Denali before, I..."
healy,healy,3,3,review_5febd590611674fe8dce6e8b :: We had two flights out of Healy cancelled due to weather and we were feeling quite bummed out as we made our way back to Anchorage on our last day. We stopped in Talkeetna and on a...
https,https (名词),3,3,"review_3d852ac74ccf2911aae6a074 :: Sort of on the spur of the moment, we decided to take a Denali flight with K2 Aviation. (We actually booked our flight the night before.) We had basically been in Alaska for about ..."
brag,brag (名词),3,3,"review_28d892e3406933cee30e664b :: We had a wonderful flight with Thomas around Denali on a perfectly clear day, and he pointed out sights thru-out the trip.  His takeoff and landing were excellent, and the flight w..."
ambitious,ambitious (形容词),3,3,"review_81136e01ad1d9d9035079092 :: I think this is a new tour for K2 this year and they might be the only operator who offers it.  We had a 45 min or so flightseeing tour around park (we had perfect weather, clear s..."
beanie,beanie (名词),3,2,"review_7c656ef1c558760738b8b3cd :: Flying just above the snow capped Mountains is an experience not to be missed.

Due to unpredictable weather conditions , we could not do the glacier landing as initially signed fo..."
doubly,doubly (副词),3,3,review_84f387f0f6d2ced805a5354f :: To fly among such grandeur was awe inspiring. And to do so in such an ancient British aircraft doubly so....
mckinnley,mckinnley,3,3,"review_b353e2bf604b38db9eebf162 :: A surprise trip to Alaska for my birthday from my wife and another couple, we arrived at K2 AVIATION the day I turned 60 years old. As luck would have it, I got to sit in the co-pi..."
alleviate,alleviate (动词),3,3,review_164e42f85966095ca45c7724 :: We booked this nearly a year in advance for 5 of us.  The pilot was top notch and the views were amazing.  My little one (very use to flying) had some ear issues and he tried his b...
prioritized,prioritized (动词),3,3,review_309442f308841210707ad248 :: Did a tour in the winter. The crew prioritized safety and enjoyment by altering the tour as needed for wind/turbulence. They informed us as soon as we arrived of the conditions so ...
blinding,blinding (动词),3,3,review_ca1546b68bc55db99365f649 :: We went on the flyer with glacier landing on Jul 1 - our 1pm flight was one of the firsts to be able to land on the glacier as the cloud cover cleared in time. We got the flyer dea...
secondary,secondary (名词),3,3,"review_bd452f4a430e8835e8adcc6c :: Wow! What an experience. My husband and I took the Summit Tour. I will first say a bit about safety. When we arrived we were notified that the flight may have to cancel. Yes, it wa..."
apples,apples (名词),3,3,review_0541a7e41a104fb68b8c958f :: There's nothing to say except this was breath- taking. Absolutely incredible.   It's expensive but.... for sure worth it.  The people were so very nice from pre booking through the...
sandwiched,sandwiched (动词),3,3,"review_27054e706b6164a5b18f9d8a :: The K2 Glacier Landing Flight on May 16 was easily the highlight of our Alaska vacation. I cannot compliment our wonderful pilot Chip enough for the great flight, explanations, poi..."
disagree,disagree (动词),3,3,review_2564e6062cbbae64a25e253e :: Is a flight tour expensive? yes.  Can it make you green with nausea?  yes.  But for those of us who never intend to climb a mountain this is by far the next best thing and shouldn'...
springs,springs (名词),3,3,"review_5b489bd9f17505fdba243a22 :: This is a must-do!  The experience was awesome and the views were breath-taking.
We originally scheduled the Grand Tour but were unable to take that flight because of the decreased..."
stretches,stretches (名词),3,3,"review_7db116363e6627e9233ab2f1 :: Our seasoned pilot gave us a view of Mt Denali from above the clouds at over 11,000 feet before landing on a glacier.  It left us speechless with awe as the Alaskan beauty stretche..."
aviations,aviations (名词),3,3,"review_a23113c30a4edffade7e9528 :: K2 aviations online booking and screening process made it extremely easy to book/showup and get right on with the tour. 

Pilot Chris was extremely knowledgable about the Alaska Ra..."
isolation,isolation (名词),3,3,review_d3ac9f1c64eb6cc86ac2e157 :: Landing on a glacier was the highlight of our trip to Alaska.  We went up in a ten passenger Otter.  The scenery to and from was fabulous.  Our pilot was very personable and compet...
ably,ably (副词),3,3,review_47d7b0a5b8ea4044b4793be0 :: We were told when we arrived at K2's very nice facility at the Talkeetna airport that due to weather our tour would be scaled back from the trip that circled Mt Denali and landed o...
adjoining,adjoining (动词),3,3,review_cc8e9153110d9846af3cb118 :: My wife and I are celebrating our 40th year anniversary.  I had a couple folks at home tell me that we should do that Mt McKinley fly by trip.  I contacted K2 and I cannot say in w...
myriad,myriad (名词),3,3,"review_e0e8c4638a54285feff0cfbc :: CHEAPER IF BOOKED DIRECTLY, but if there are scheduling problems with your cruise line and you're late, it's better to have booked thru the cruise line.  There is an option especia..."
repair,repair (名词),3,3,review_47d7b0a5b8ea4044b4793be0 :: We were told when we arrived at K2's very nice facility at the Talkeetna airport that due to weather our tour would be scaled back from the trip that circled Mt Denali and landed o...
decreased,decreased (动词),3,3,"review_5b489bd9f17505fdba243a22 :: This is a must-do!  The experience was awesome and the views were breath-taking.
We originally scheduled the Grand Tour but were unable to take that flight because of the decreased..."
highs,highs (名词),3,3,"review_9da52f83f6c74491133e77cf :: My family really wanted to go on a flight-seeing tour and land on a glacier, so we started searching for them while in Anchorage. We found several great options, but ended up going..."
benches,benches (名词),3,3,"review_9da52f83f6c74491133e77cf :: My family really wanted to go on a flight-seeing tour and land on a glacier, so we started searching for them while in Anchorage. We found several great options, but ended up going..."
