review_id,rating,tour_name,pos_word_count,neg_word_count,total_emotion_words,found_pos_words,found_neg_words,review_text
19676,5.0,Talkeetna Air Taxi,2,1,3,"best, happily",sick,"We had reserved a flight for 4 family members months in advance of our vacation to Alaska.  When the day came, two of the 4 were sick and couldn't go.  T.A.T. happily refunded 2 of our tickets in full.  The two who did go said it was the best part of our 9 day vacation."
19686,5.0,Talkeetna Air Taxi,3,1,4,"awesome, best, great",disappointed,"Not doubt, there is considerable cost associated with this trip. However, you WILL NOT be disappointed. My wife and I celebrated our 25th in Alaska. We had high expectations for the Denali flight, and they were exceeded by a great deal. We opted for the glacier landing, and I would really encourage anyone considering this flight to spring for the added cost. I don't have words to describe just how awesome this entire experience was, but suffice it to say that this was truly an experience of a lifetime. The staff (and our pilot Chris) was the best. Thank you so much!"
19687,5.0,Talkeetna Air Taxi,9,1,10,"amazing, best, bump, expert, friendly, great, moving, phenomenal, wonderful",worried,"What a wonderful experience to kick off our visit to Alaska!! It was absolutely amazing to get to see Denali up close and the glacier landing was phenomenal! We were worried about what we would get to see because it was partly to mostly cloudy when we took off, but our pilot, Chris, was an expert at knowing where to take us for the best viewing with the given conditions. He was also great at telling the story of the area while we travelled. Besides the flight experience itself, the booking, check-in, gearing up, etc. was super smooth. We originally had booked an afternoon trip, but because of weather moving in, we called that morning and asked if we could bump to an earlier trip. The person we worked with was very friendly and accommodating and facilitated our request with ease. All around A+ operation!!"
19695,5.0,Talkeetna Air Taxi,5,1,6,"amazing, best, enjoyable, great, helpful",regret,This was the best activity we did while in Alaska for 3 weeks. The staff was very helpful. Our pilot was great. The flight was very smooth and enjoyable. The views were beyond amazing. Words cannot explain the beauty of the Denali and other mountains and glaciers. We highly recommend Talkeetna Air Taxi Denali Flightseeing with Glacier Landing. You won’t regret it.
19706,5.0,Talkeetna Air Taxi,5,2,7,"amazing, better, friendly, good, great","annoying, hard","It is really hard to describe how amazing the views, glacier landing, and entire experience was.  It's is truly one of those things you have to just experience to know how great it is.
Of course all of this was made even better by the folks at TAT.  Liam, our pilot, was great - just enough tour guide information without being annoying and ruining the views.  All the staff on the ground are super friendly and determine to make sure you have a good time."
19707,5.0,Talkeetna Air Taxi,8,1,9,"amazing, fun, glad, helpful, incredible, kind, love, worth",anxiety,"Definitely the highlight of our trip to Alaska. A splurge, but so worth it! I would highly recommend adding the glacier landing, it was incredible. It was amazing to see Denali up close and the pilot was so professional and engaging the whole time. I don't love flying and have never been in a small plane before, but glad I overcame my anxiety. Unparalleled views and so fun. I would recommend this company to anyone! They were professional, helpful, and very kind. Also, flying out of Talkeetna puts you closer to the mountains, so you have more time flying over them rather than getting to and from over flat land. If you're on the fence, do it!"
19719,5.0,Talkeetna Air Taxi,3,1,4,"best, calmed, nice",nervousness,First time I  boarded a small aircraft. Pilot and staff in the office were very nice and calmed my nervousness. Best part of trip was landing on Mt. Denali glacier. Entire staff were A+.
19731,5.0,Talkeetna Air Taxi,4,1,5,"best, capable, great, happier",nervous,Couldn't be happier with my flight.  Was a bit nervous flying in a small plane through rugged mountain passes.  The team did a great job of being very professional and guiding throughout.  One of the best things we did on our first trip to Alaska.  Highly recommend this capable team.
19744,5.0,Talkeetna Air Taxi,3,1,4,"impressed, inclement, unable",unfortunately,"I have flown before with TAT in 2018, while attempting a Denali summit climb. I was impressed with the professionalism of the staff and pilots. Since then, I have tried twice to take a flightseeing trip to see the parts of the climb and summit we were unable to reach due to inclement weather, and also to share the experience with my wife. Unfortunately, the first time we booked the trip was in 2020, so it was cancelled. We tried again this year (2022) and booked our Summit Tour in January. A minimum of 4 must be registered for this trip to “fly”. As luck would have it, the threat of clouds at the summit caused the other couple to back out of the flight, leaving us “grounded”. At this point, the staff, and especially Sandy, went to work to see what options and accommodations were available for us. We were offered several possibilities, but the weather and not being unable to meet the minimum number of clients worked against our goal of seeing the top part of the mountain. We much appreciated the efforts put forth by Sandy (and others) to get us in the air, but our goal was very specific and it was just not going to happen this time. If/when we try again, it will be with Talkeetna Air Taxi."
19745,5.0,Talkeetna Air Taxi,2,1,3,"helpful, outstanding",disappointed,"The tallest Mountain in North America has been on my bucket list for many years. Talkeetna Air Taxi allowed me to see it from every angle & it was breath taking. The pilot (Chase) was outstanding, pointing out terrain and land marks. The entire staff were very helpful, polite, knowledgeable. I would recommend paying the little extra for the summit tour and glacier landing you will not be disappointed. Thank you TAT!!!!"
19749,5.0,Talkeetna Air Taxi,1,1,2,incredible,regret,"If you are debating booking a Denali flight seeing tour, take this as your warning to not miss out! If you are second-guessing spending the extra money on a glacier landing- you will not regret it! It was an incredible experience that we will never forget!"
19753,5.0,Talkeetna Air Taxi,5,1,6,"amazing, awe, fortunate, inspiring, interesting",anxious,"Amazing views of Denali- we were fortunate to have a clear day. Leighan, our pilot, was amazing. The flight was smooth, landing on the glacier was awe-inspiring, and her commentary was interesting and tailored to the group. She eased the young guest who was anxious, was personable and professional. This is a don’t miss experience."
19755,5.0,Talkeetna Air Taxi,4,1,5,"fantastic, great, incredible, worth",unfortunately,"Unfortunately the weather was not cooperative and we were not able to land on the glacier.  However, we still were able to fly and were given the opportunity to actually fly to a higher elevation in order to still get a fantastic view.  The company refunded us for the added cost of landing immediately upon our return to the airstrip.  Pilot was great and very knowledgeable.  We had a ride along guest pilot who had actually hiked Denali and gave us added information.  Well worth the time and money.  Views were incredible even with some clouds."
19766,5.0,Talkeetna Air Taxi,2,2,4,"comfortable, nice","hate, unfortunately","This place is clean and professionally run.  The plane was nearly new and very nice.  The headphones worked well and the pilot was very experienced; I felt very comfortable flying with him.  Not sure why we needed to get there 45 minutes early, but it wasn't really a problem; I just hate getting up early.  Unfortunately Denali's peak was hiding in clouds, but we got to see base camp which was busy that day."
19768,5.0,Talkeetna Air Taxi,2,1,3,"fun, worth",disappointed,You won't be disappointed!  The staff was both professional and fun.  Worth the cost to get out on the glacier.
19770,5.0,Talkeetna Air Taxi,5,1,6,"friendlier, gracious, helpful, surprised, wonderful",bad,"I was comparing the 2 companies in town and decided to go with this one because the staff were friendlier and really helped us out. I called multiple times and had many questions both Noah and Sandy were very helpful and answered a lot of my questions. My family decided to extend our stay to get on this tour because the weather was bad the first day. God was gracious enough to clear the sky the next day and there we went. They surprised us by upgrading the tour for us. If you are looking to do a plane tour to Denali, I highly recommend TAT. Thank you TAT again for this wonderful tour for my family!"
19787,5.0,Talkeetna Air Taxi,2,1,3,"friendly, great",disappointed,Spent time with my 14yo son in Alaska for his birthday. I decided to use Talkeetna Air Taxi on a friends recommendation. We were not disappointed! The staff was friendly and knowledgeable and just overall great. The pilot Andrew let my son sit in the co pilot chair. We/He won’t forget it anytime soon.
19793,5.0,Talkeetna Air Taxi,5,1,6,"coolest, jovial, phenomenal, wonderful, worth",negative,"This flightseeing tour with subsequent glacier landing was one of the coolest things I have ever done in my life, and one of the few activities where the views and experience is worth every single penny. Captain Andy was both professional and jovial, and had nothing but wonderful things to say about Talkeetna Air Taxi - you could definitely tell he loves his job! On this flight alone I took nearly 500 photos, so that alone should tell what a phenomenal trip we had. Cannot recommend this flightseeing tour highly enough; there was literally no negative element of the trip, from start to finish."
19796,5.0,Talkeetna Air Taxi,5,1,6,"grateful, inclement, interested, memorable, surreal",regret,"Thank you Talkeetna Air Taxi for taking us on such a memorable trip. Their professionalism and prioritization of safety and experience above money was evident in every interaction we had with them. They pushed back our takeoff multiple days in a row due to inclement weather. And I couldn't be more grateful that they did! Once the sky was clear enough we had epic views on our flight, punctuated by a surreal glacier landing (highly recommended). I would advise that anyone interested in flying into Denali provide themselves with enough flexibility to stay in or around Talkeetna for a few days to make it more likely that the weather will cooperate - you won't regret it! We felt safe as could be with our pilot, who winters as a university professor in Florida, at the controls. What a day!!!"
19812,5.0,Talkeetna Air Taxi,2,1,3,"gorgeous, worth",regret,"We had a gorgeous ride to Ruth glacier. We were able to land and see so many glacial features of denali. It is expensive, but worth every penny. You won't regret going."
19816,5.0,Talkeetna Air Taxi,3,1,4,"awesome, lucky, nice",worried,"Awesome tour, all should take this tour. We were lucky to see Denali up close. We were worried due to rain perhaps clouds will cover the summit. But we were able to...
The Pilot was very nice and he let me take a picture with him"
19817,5.0,Talkeetna Air Taxi,5,1,6,"exhilarating, fun, great, kind, nice",noisy,"The flight seeing tour was one of the highlights of our Alaska trip. The pilot was great, he navigated very well. He flew very close to all the peaks and more than the glacier landing it was flying next to the ice clad mountains that was exhilarating. 

The pilot landed us at a nice spot and we spent about 30 mins on the glacier. The overall tour was very well managed. We had an 18 month old with us and they were kind enough to give ear covers for her as well. 

Since it gets quite noisy in the flight, our child didn’t enjoy the flight too much but she had fun on the glacier."
19818,5.0,Talkeetna Air Taxi,4,1,5,"astounding, fabulous, great, love",fears,"What a great experience! My friend was hesitant and we ended up talking with one of the employees on the phone for quite a while before booking our flight—a shout out to Amy who eased my friend’s fears and gave us such personal attention! We took the 90-minute tour with a glacier landing, seeing both sides of Denali. It was a fabulous sunny day with an astounding view of Denali. Love that we had a female pilot with 18 years of experience! The takeoffs and landings were incredibly smooth, including the glacier landing. All around a fabulous experience, would highly recommend!"
19841,5.0,Talkeetna Air Taxi,4,1,5,"breathtaking, fun, interesting, worth",worry,"This was the highlight of our trip to Alaska.  The scenery is breathtaking and the glacier landing is really fun too.  Our pilot (Alex) had tons of experience (thousands of hours flying these types of flights) and made us feel safe.  He also shared lots of interesting facts about Denali and the glacier.  While this is a bit expensive, it is definitely worth the cost.

BTW, the funky little town of Talkeetna is a lot of fun too.  Sort of like a ski town from the 1950s.

If you drove up to Talkeetna from Anchorage, take the Hatcher Pass on the way back.  It will add about 45 minutes to the trip, but it is totally worth it.   Don't worry when you get to the part that is unpaved, it is very smooth, safe and well travelled."
19851,5.0,Talkeetna Air Taxi,3,1,4,"great, pristine, stunning",regret,"My wife and I checked off a ""bucket list"" item by flying with pilot Andy Young and Talkeetna Air Taxi and landing on Ruth Glacier in Denali National Park.  Although the day was overcast and prevented us from seeing the summit of Mount Denali, we were able to land on Ruth Glacier.  The snow was pristine as we were the first flight to land on the snow that fell the night below.  Andy flew the de Havilland DHC-3 Otter with great skill, banking both ways to permit all passengers to get stunning views of the glacier and surrounding mountains.  It was an experience we will never forget.  I encourage everyone who travels to Alaska to make this a MUST DO activity!  You will not regret it!"
19864,5.0,Talkeetna Air Taxi,4,1,5,"amazing, beautiful, great, smoothest",terrified,Glacier landing was amazing.  I was terrified of this adventure I am not one for small planes or heights.  Our  pilot was so great (Stan).  From take off to landing it was the smoothest ride ever.  Landing on the Ruth  Glacier was by far one of the most beautiful things I have ever seen.
19865,5.0,Talkeetna Air Taxi,8,2,10,"awesome, cared, great, joy, pleased, stunning, surprise, worth","danger, disappointment","Weather was a factor in being able to take the extended tour to fly over the summit or to land on the glacier.  Obviously we were pleased they cared for our safety not to attempt something that would put us in danger.  Since our stay was limited we were please with the offer to show us what they could at a significant discount.  It truly wasn't a disappointment with what we did see.  It is stunning.  Well worth the going out of your way to get to Talkeetna. When we landed to my surprise, my Fiancée shed tears of joy about the trip and I received an email with the credit already refunded.  We will do this again some day.  Great customer service and awesome experience. Thank you for the experience."
19869,5.0,Talkeetna Air Taxi,5,2,7,"aside, fantastic, perfect, spectacular, worth","disappointing, poor","This was by far the highlight of my Alaska vacation. It was spectacular, and our pilot Tim was fantastic. Make sure to bring cash to tip your pilot!

The glacier landing was definitely worth the extra $$$.

I'd the say the most important thing about this flight (aside from safety) is the weather.   The weather on my flight was perfect which made our experience perfect. I spoke with someone else who said their flight (through another company) was disappointing because they couldn't really see anything due to poor weather conditions."
19877,5.0,Talkeetna Air Taxi,4,1,5,"amazing, comfortable, friendly, incredible",terrified,"What an amazing experience! My husband was terrified to go on this tour, but our pilot, Leighan, made him feel totally comfortable. She was super friendly, knowledgeable, and knew what she was doing. The views were absolutely incredible! This was the highlight of our  Alaska vacation and highly recommended to all."
19884,4.0,Talkeetna Air Taxi,2,3,5,"great, promptly","bad, disappointed, unfortunately","We had booked the summit Tour with glacier landing but unfortunately due to bad weather, the plan was cancelled and we instead did the south side explorer. The experience was great overall. The views of the mountains and the glaciers is next to none. We were disappointed not to do the glacier landing. However, we got refunded promptly from TAK. Definitely recommend the flight-seeing tour."
19889,5.0,Talkeetna Air Taxi,1,1,2,reliable,disappoint,"This was my third time using TAT for climbing/skiing support in the Alaska Range and, like the previous experiences, they did not disappoint. Their knowledge of the range and current conditions are always reliable. I will continue to fly with them on future trips!"
19894,5.0,Talkeetna Air Taxi,7,1,8,"best, coolest, enthusiastic, good, incredible, kind, wonderful",hard,"It would be hard to overstate how incredible this trip was. My boyfriend (visiting from Massachusetts) and I (living in Kenai, Alaska) keep saying it was the coolest thing we've ever done. Pilot Clay was kind and enthusiastic, and the views were out of this world. Best part was we got to land on the glacier, which we hadn't even signed up for, since the weather was so good. An experience so wonderful it was truly out-of-body. Would pay twice the price ($250) for how good it was. And I definitely recommending going when we did — in the off-season, cold but not too cold, lots of snow on the mountains. 10/10!"
19895,5.0,Talkeetna Air Taxi,9,1,10,"amazing, automatically, comforting, communicative, exactly, good, helpful, luckily, nice",unfortunately,"We had an amazing experience on our flightseeing tour! We called frequently in the days leading up to our tour to make sure we selected a time with weather as good as possible. They were very communicative and helpful, and even moved our flight time from 3p to 12:30p on the day of (luckily we were there during the off season, so there was some availability still!) Our guide, Leanne, was so nice and informative, describing exactly what we were seeing and where we were going. She also has been a pilot for many many years, which was very comforting.  Also, our guide wore a mask on the plane and all passengers are required to do so as well.
We had originally signed up to do the glacier landing, but unfortunately, it was too windy and landing was not safe. The company automatically issued a refund for the glacier landing portion of our flight, no work on our part. 
I 100% recommend this tour to anyone visiting Talkeetna. This was our first time in Alaska, and the flightseeing was the highlight of our trip."
19896,5.0,Talkeetna Air Taxi,3,2,5,"great, reward, spectacular","scary, wrong","You cannot go wrong snagging a flight to the Alaska Mountain Range and Denali up close. While it seems like a scary thing to do, I felt safe 100% of the time. The reward was the closest views of the mountains you'll ever have. spectacular. Andy and Clay were great pilots. Cannot wait to return!"
19900,5.0,Talkeetna Air Taxi,7,2,9,"beautiful, best, breathtaking, cool, ecstatic, incredible, lucky","difficult, wicked","I've been to Alaska many times, my mom is even from there, but had never been able to take a tour like this! I took a trip with my best girlfriends and decided to treat them to the best AK has to offer (which isn't difficult), so we chose Southside explorer with a glacier landing. Long story short, this tour is the most incredible experience I have ever had in my entire life, HANDS DOWN. Not only were we lucky enough to get a full view of Denali in the early morning, but we had an incredible flight, and wicked cool pilot (Lianne), and an absolutely breathtaking time on the glacier. We couldn't be more ecstatic about this tour and have kept talking about it ever since! Will be HIGHLY recommending to anyone and everyone who wants to see the most beautiful state the way it's meant to be seen- by air! Thank you so much TAT!"
19901,5.0,Talkeetna Air Taxi,3,1,4,"amazing, beautiful, excellent",unfortunately,"My Dad and I spent 10 days in Alaska in July 2020.  We rented and RV and headed to Denali National Park from Anchorage.  We took the bus tour into the park.  Unfortunately, the weather was overcast and we never got a view of the mountain.  The remainder of our trip was to be spent on the Kenai Peninsula.  We stopped off in Talkeetna on the way back and we pulled into the Woodpecker RV park there.  The owner was excellent and recommended Talkeetna Air Taxi for an air trip.  We scheduled the next day.  This company was amazing.  The plane and the pilot where top notch and this was the highlight of our 10-day Alaska trip.  We had amazing views of Denali and landed on a glacier.  I've travelled extensively, and this was one of the most beautiful sites and adventures that I have ever done.  I strongly recommend scheduling with Talkeetna Air Taxi."
19918,5.0,Talkeetna Air Taxi,7,2,9,"amazing, better, great, lucked, relief, soothing, worth","anxiety, nervous","My girlfriend and I spent two weeks traveling throughout Alaska, and this was the highlight of our trip (it was even better than catching a 60lb halibut in Prince William Sound). We lucked out with amazing weather, and very clear views of Denali. We're from Colorado, and we've experienced great views atop 14'er peaks, but everything is bigger in Alaska! Denali dwarfs the surrounding 14'er peaks, and it makes for a very humbling experience flying from 300' above sea level to the base of Denali in roughly 25 minutes. My girlfriend is a nervous flier, and our pilot made her feel extremely safe. She explained that she is a mother and she had been flying since she was a kid. It instilled a soothing sense of anxiety relief. The plane seated 10 persons total, and it was a very smooth flight. The plane had modern avionics, and it was very clean. Both these factors lead us to believe the plane was well maintained and safe. The glacier landing was well worth the upgrade cost. It made for a great photo opportunity. The shear rock faces double those of Yosemite, and the deep blues on the glaciers cannot be replicated through photos. Our pilot was knowledgeable of the geography in the area, and the flight path enables great views for passengers on both sides of the plane. 10 out of 10 would recommend!"
19922,4.0,Talkeetna Air Taxi,4,1,5,"fantastic, friendly, improvement, rushed",awkward,This was the absolute highlight of our trip.....the inside booking staff was incredibly friendly and the trip itself was fantastic. The only area of improvement I would look at would have been the pilots service. He was very safe and a fantastic pilot but he wasnt overly friendly and we felt very rushed when we got to the glacier...even though we were the only plane there...we just felt rushed. We undserstand that we traveled during the fake COVID pandemic timeframe but we had masks and headsets on during the plan ride and there was no way to have a conversation and ask questions so the ride was awkward as pilot really didnt give much information. I think if it had been under normal circumstances I would have easily given 5 stars.
19923,5.0,Talkeetna Air Taxi,3,1,4,"best, exceptional, worth",uncertain,"During these uncertain times, Talkeetna Air Taxi was spot on about carrying out the COVID-19 mandates but still providing a life changing experience. The staff was exceptional and our pilot was the owner and thee best. Our take off was so smooth that we didn’t even realize we lifted off. Paul was informative about pointing out highlights along our trip. I have never taken a flight sight seeing tour and if I could make you understand how worth it this was.. this is my plea. It took my breath away. It’s definitely bucket list material. I didn’t know it’s what I always wanted. 😆🏔❤️"
19926,5.0,Talkeetna Air Taxi,9,1,10,"calm, friendly, fun, great, inviting, spectacular, stable, superb, worth",nerves,"The entire flight experience was superb from the wait to my flight and landing!! The office staff was fun and inviting! Hung out with them and the chillest cat around. Their random break out in song and dance and friendly conversation really helps calm the nerves!! The pilot was great as well!! It was a little windy and bumpy but with a stable voice he guided us through the mountain ranges. Dropped knowledge about the local frontier life and land marks. They made the call to push back our take off time due to winds, but it let the mountain open up to spectacular views. Trust their calls. It will be totally worth it."
19941,5.0,Talkeetna Air Taxi,4,1,5,"beautiful, breathtakingly, friendly, incredible",hard,"What an incredible experience.  The entire tour looked like things you only see in magazines.  Matt was our pilot- he was super knowledgeable, friendly and safe.  It was breathtakingly beautiful to see those huge mountains up close.  Hard to imagine people rock climb and hike those mountains."
19947,5.0,Talkeetna Air Taxi,2,1,3,"best, hoping",disappointed,"We were in Alaska from Aug-31st to September 8th and we were hoping to have clear sky for doing a Glacier landing. We told the same to Talkeetna Air Taxi on day-2 of our arrival and they made it in giving us the best experience of Alaska in the best weather conditions. Must do activity in Alaska!!

PS: you will be disappointed if you are hoping to see Glaciers while you are in Denali National Park."
19950,5.0,Talkeetna Air Taxi,1,1,2,surreal,scary,We flew around the tallest mountain in North America and landed on a glacier! It felt like we were on another planet. We walked around and took lots of pictures-surreal. It was a little scary flying so close to the mountains but what an adventure.
19953,5.0,Talkeetna Air Taxi,4,1,5,"awesome, better, friendly, happy",unfortunately,"We booked Mountain Voyager Glacier Landing tour, but unfortunately on the day of our tour they said they cannot land on glacier due to weather conditions. However, they were happy to reschedule us for next day (weather forecast showed sunny for next day so better chances of landing) flight. The staff is super friendly, our pilot Andrew was awesome and very knowledgeable about the area and glaciers. Highly recommend TAT for flight seeing/glacier landing tours.

Tip: If you really want to do Glacier Landing, check for weather forecast before booking and keep your schedule flexible for +/-3 days so that you have much better chances."
19964,5.0,Talkeetna Air Taxi,9,1,10,"comforting, enthusiasm, good, impressed, overwhelming, relaxed, stunning, wonderfully, worth",worry,"I was impressed with the enthusiasm, communication, and problem solving of all of the women who worked the desk. My Summit flight was cancelled because not enough people booked it, but they explained what other options I had, given the rainy weather.  I decided to wait until the next morning, and they were going to get me to the train on time, but then that flight had to be pushed back and I would miss the train to Denali Park. I asked if they knew of any other ways to get to Denali and they put together a van service for me so that I could do it all.  Chris, the pilot was very relaxed; comforting as we flew so close to the peaks, and had the occasional bumps.  His narrative was wonderfully informative.  The views were overwhelming and stunning.  I have climbed many peaks, internationally, and was blown away by the views of this trip.  So good.  Yes it is expensive, but don't worry.  It is very much worth it."
19966,4.0,Talkeetna Air Taxi,1,1,2,best,sad,"It was sad we could not land on Ruby Glacier, but it is One of the best things I have done in my life. Just to fly around the mountains with all the Breath taking views."
19976,5.0,Talkeetna Air Taxi,4,2,6,"amazing, best, eager, fair","bad, skeptical","Three families with kids - teens as well as younger ones, were eager to see Denali peak. We had 2 cancellations on a chopper landing in glaciers due to bad weather so we were really skeptical about this.
Not only did Talkeetna Taxi have a very fair price, but the pilots were so amazing - they explained all of the little details of the Denali mountain range, including the various glaciers, history and spots of the climbers, base camps, sheldon’s Chalet, etc.. 
the view of Denali mountain from the plane was scintillating. 
The pilot even warned us of air pockets so we could adjust - 2+ hours of wilderness at its best👍👍👍"
19981,5.0,Talkeetna Air Taxi,2,1,3,"friendly, stoked",insane,"My wife and I drove to Talkeetna and heard there was a flight adventure trip over Denali offered by Talkeetna Air Taxi. We booked our time and when we got there the staff was friendly and check in was easy. We boarded a new Otter bush plane and took off on a flight around Denali and back. It was EPIC and the views were insane. If you are debating taking this flight, do it, we are stoked we did."
19994,5.0,Talkeetna Air Taxi,2,1,3,"amazing, unable",regret,"Plane, pilot, ground crew were all amazing! Wanted to do a glacier landing but was unable to due to drought. We never regret doing the summit tour in place of that as it is an amazing view!  Highly recommend!!"
20004,5.0,Talkeetna Air Taxi,3,1,4,"friendly, great, helpful",anxious,"Friendly , helpful staff that is anxious to please!...Great Trip!  
I recommend this for everyone visiting the 49th State."
20008,5.0,Talkeetna Air Taxi,1,1,2,worth,regret,"If you're in the area, don't miss this, it's well worth the price! Go for the glacier landing package, you won't regret it!"
20029,4.0,Talkeetna Air Taxi,4,3,7,"amazing, beautiful, concern, cool","confusion, disappointed, worry","We booked the 1.5 hour Southside Explorer w/Glacier Landing tour for 6 adults. We called Talkeetna Air when we arrived in Talkeetna. Because our train did not let us out at the train station there was some confusion as to where to pick us up. After a few phone calls we were picked up and taken to their office at the airport. When we went inside we were told the owner was checking the weather. They told us it would be too windy for the glacier landing. We could cancel the flight and get a 100% refund or get a 30 minute longer flight to the North Range. We decided to take the longer flight. Although we were disappointed that we did not land on a glacier safety is their main concern and we understood that. After paying the final payment we went outside to get our glacier boots, just in case. We walked to the plane and met our pilot. He gave us a safety talk and told us some things about the plane. We all boarded and biu on our headsets and seatbelts. The headsets did not have a microphone so we could not communicate with each other. We had a very smooth takeoff. The flight was very smooth except when we went over a mountain. Nothing to worry about. Flying over the glaciers and snow cover peaks is just amazing. It looks like you can reach out and touch them but the pilot said we were at least a mile away. After flying over the North Range the pilot swung around and took us over College Fjord. The cool thing about this was the day before we were in the fjord on the Golden Princess cruise ship. What a beautiful way to see everything!"
20032,5.0,Talkeetna Air Taxi,4,1,5,"awesome, cool, good, worth",poor,"I had my doubts with the price point of this tour, but it is so worth it! Its unlike anything you've ever seen! It doesn't matter which side of the plane you sit on, the pilot zig zags through the air so both sides get awesome views of Denali and the neighboring peaks.  They won't fly on poor weather days so leave some flexibility in your days so you can do it on a good weather day.  Don't skimp, do the whole Summit Tour, its so cool!"
20041,5.0,Talkeetna Air Taxi,7,1,8,"charming, cheerfully, happy, joyful, lucky, marvel, satisfied",bad,"Our trio were scheduled on another service the day before but bad weather cancelled the trip. We felt very lucky that Talkeetna Air Taxi could get us on a morning flight the next day: scheduling, pick up from our hotel, everything was super easy. They offered to upgrade us without charge, but as we didn’t have enough time to accept the offer they cheerfully gave us our shorter booked flight with a charming pilot, Will. He was happy to answer any questions and also to let us marvel at the view in joyful silence. We couldn’t have been more satisfied with how our Denali viewing flight w this team worked out."
20043,5.0,Talkeetna Air Taxi,4,1,5,"fortunately, impressed, marvel, wonder",disappointed,"LeeAnn (sp?), our pilot, was born (?) and raised in Alaska - she comes from a flying family - she has climbed the mountain twice plus taught survival classes - is very knowledgeable about the entire concept of Mt. Denali from it's beginning to it's current status as a marvel of mother nature - fortunately, we had flown with her before two years ago in the winter and were obviously impressed as we requested her again - and as before - we were not disappointed in the mountain knowledge and her piloting skills - the Talkeetna Air Denali tour has several options or tours to select from - personally flying the entire mtn. from top to bottom PLUS the Glacier landing is highly recommended - if cost is an issue, just remember - you're here to see the mountain and experience the wonder AND chances are you may not be able to return - think about it as a once in lifetime opportunity ............"
20056,5.0,Talkeetna Air Taxi,3,1,4,"awesome, fortunate, worth",worries,"We were fortunate to go up on a clear day - where the mountains were visible from the ground.  But there is still something totally awesome about being right there in the sky looking at the side of the mountain right out the window! If it is a cloudy day, you absolutely have to go up above the clouds to see the mountains - and the only way to do that is in a plane. The glacier landing is an extra fee, but it is worth it - you actually get to STAND ON the glacier and create a snowball from the glacier snow.  No worries - they provide over-boots so your feet stay dry and it is not frigid cold (we went in July) because of the nearness to the sun.  This was the highlight of our trip to Alaska!"
20073,5.0,Talkeetna Air Taxi,3,1,4,"adventurous, beautiful, nice",bad,"it was very easy to go ride on small plane to view Denali and other mountains.
Due to weather, it started 15 mins later than it was scheduled. The pilot was very nice and gave us an experience of smooth ride.
He also made sure passengers on both sides of the plane can view the major points.
Only small issue that seats in middle have the obstacle of plane's body part, this was only problem for photography not for seeing the beautiful snow peaks or glaciers.
Again due to bad weather we could not land on Glacier. It would have a hell of a experience.
But TAT has refunded the amount for Glacier landing.
Overall service is very satisfactory and highly recommended for adventurous people"
20077,5.0,Talkeetna Air Taxi,14,3,17,"amazing, awestruck, better, friendly, impressed, loved, nice, perfect, precious, safely, superb, surprisingly, sweet, thrilled","bad, disappointed, unfortunately","Anyone visiting Alaska always hear about doing their once in a life time flightseeing Denali tour including glacier landing that most of these tours do. I came across this recommendation all along on my web search as well as in all the conversations with friends who’ve visited Alaska. I took a chance by not booking the tour in advance and started my search right after we checked in to Talkeetna. I inquired with a couple of flightseeing tour operators including K2 which seems to be quite popular on the web. My web search greatly influenced me to go with K2 (superb marketing) and I decided to go with them. I stepped into their office and checked for availability, unfortunately they didn’t have any tours with glacier landing that day and I felt so bad for not booking in advance. I had spotted a small corner office of Talkeetna Air Taxi on the way so I went there but bad luck again, it was locked. I decided to call them on the number listed on their office window and that’s when things started to change, for better. Within a few minutes of my call they booked us with Glacier landing and surprisingly with a better price (than K2), thanks to children discounts, now we’ve to rush to their base office as our appointment was just about 30 mins away. We quickly changed clothes and reached the base office on time, everything went perfect from that point onwards, the sweet lady at the counter took some info, weighed us on scale, handed a colored ticket and asked us to step out and wait for our plane. We were given snow shoe covers and within a few minutes we were greeted by a gentlemen called “Paul”. Paul was our pilot and we quickly mingled with him as he seemed to be quite an international traveler with varied experiences from across continents. Paul was super nice with us, sharing lot of meaningful information throughout the plane ride and helped us took pictures on the glacier. We all were very much impressed with Paul’s service and loved the flight experience from beginning to end. Paul safely got us back on ground and we were still awestruck with the beauty of Denali and our flightseeing experience. While returning the snow shoe covers I told the shoe staff that Paul was such an amazing pilot and he quickly responded, yeah he’s an amazing person and he’s the owner of Talkeetna Air Taxi, wow, now we’re even more thrilled knowing who flew us to Denali and our memories suddenly became even more precious. Thank you Paul and Talkeetna Air Taxi, you guys rock and I’ll recommend each and every Alaska tourist to add you guys to their Alaska memories. You’ll not be disappointed, if the owner is so friendly and professional then you can imagine how professional other staff would be. As many other reviewers said this was indeed THE highlight of our 3 weeks Alaska adventure."
20078,5.0,Talkeetna Air Taxi,3,1,4,"extraordinary, interesting, pleased",mad,"We were very pleased with all aspects of our flight with Talkeetna Air Service.  We chose the trip around Denali with a glacier landing and it was extraordinary.  We drew the Chief pilot for the tour and although he looked much younger than his 40 years, he demonstrated clearly his 20 plus years flying the bush.  As a retired Air Force flyer myself, I knew right away he was highly skilled.  moreover, his dialogue mad the trip extra interesting. It is not inexpensive but this is a Highly recommend this service."
