word,canonical_lemma,frequency_21215,chinese_translation,strict_raw_category_id,strict_raw_category_name,class_taxonomy,nrc_emotion
annoyed,annoyed,8,感到烦恼的 / 恼火的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (annoyed -> annoyed),Morphological Rescued
strange,strange,7,怪异不安的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (strange -> strange),Morphological Rescued
reputable,reputable,7,信誉良好的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (reputable -> reputable),Morphological Rescued
ridiculous,ridiculous,7,荒谬的 / 离谱的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (ridiculous -> ridiculous),Morphological Rescued
rudely,rudely,7,粗鲁地 / 无礼地,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (rudely -> rudely),Morphological Rescued
serenity,serenity,7,宁静 / 祥和,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (serenity -> serenity),Morphological Rescued
relieved,relieved,7,宽慰的 / 松了一口气,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (relieved -> relieved),Morphological Rescued
suffered,suffered,7,遭受身体/晕眩痛苦,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (suffered -> suffered),Morphological Rescued
unhappy,unhappy,7,不高兴不满意的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (unhappy -> unhappy),Morphological Rescued
unpleasant,unpleasant,7,令人不快令人难受的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (unpleasant -> unpleasant),Morphological Rescued
powerful,powerful,7,强烈的 / 感人的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (powerful -> powerful),Morphological Rescued
worrying,worry,7,令人担心的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (worrying -> worry),Morphological Rescued
weird,weird,7,古怪令人不安的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (weird -> weird),Morphological Rescued
painful,painful,7,痛苦的 / 令人难受的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (painful -> painful),Morphological Rescued
panic,panic,7,恐慌 / 惊恐状态,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (panic -> panic),Morphological Rescued
laughter,laughter,7,欢笑 / 笑声,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (laughter -> laughter),Morphological Rescued
hopeful,hopeful,7,怀抱希望的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (hopeful -> hopeful),Morphological Rescued
hesitating,hesitating,7,犹豫顾虑（心理活动）,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (hesitating -> hesitating),Morphological Rescued
gushing,gushing,7,滔滔不绝赞赞称道的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (gushing -> gushing),Morphological Rescued
exhilerating,exhilarating,7,令人兴奋刺激酣畅地（错别字变体）,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (exhilerating -> exhilarating),Morphological Rescued
enthusiastically,enthusiastically,7,热情高涨地,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (enthusiastically -> enthusiastically),Morphological Rescued
curious,curious,7,好奇求知的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (curious -> curious),Morphological Rescued
confusion,confusion,7,困惑 / 混乱,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (confusion -> confusion),Morphological Rescued
classy,classy,7,高端优雅的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (classy -> classy),Morphological Rescued
captivated,captivated,7,被深深吸引着迷的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (captivated -> captivated),Morphological Rescued
alas,alas,7,唉 / 遗憾的是,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (alas -> alas),Morphological Rescued
reassurance,reassurance,6,令人放心的安抚感,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (reassurance -> reassurance),Morphological Rescued
inspirational,inspirational,6,鼓舞人心的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (inspirational -> inspirational),Morphological Rescued
jovial,jovial,6,欢快风趣的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (jovial -> jovial),Morphological Rescued
precision,precision,6,精准靠谱的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (precision -> precision),Morphological Rescued
gratitude,gratitude,6,感激 / 感恩,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (gratitude -> gratitude),Morphological Rescued
relief,relief,6,轻松如释重负感,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (relief -> relief),Morphological Rescued
sublime,sublime,6,崇高壮丽绝美的（Aesthetic Emotion/Awe）,3. Class 3 Domain,Class 3: Low-Altitude Domain Lexicon (17 Words) ⭐,2b. Class 3 低空观光领域专有采掘词 (16 Words),CATE (Low-Altitude Air Tourism Domain Discovery)
timid,timid,6,胆怯害羞的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (timid -> timid),Morphological Rescued
warmest,warmest,6,最暖心亲切的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (warmest -> warmest),Morphological Rescued
hug,hug,6,拥抱 / 温暖关怀,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (hug -> hug),Morphological Rescued
amaze,amaze,6,使惊叹 / 惊奇,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (amaze -> amaze),Morphological Rescued
frightening,frightening,6,令人惊恐吓人的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (frightening -> frightening),Morphological Rescued
calmer,calmer,6,更平静安心的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (calmer -> calmer),Morphological Rescued
appropriately,appropriately,6,恰当地 / 贴心地,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (appropriately -> appropriately),Morphological Rescued
blind,blind,6,盲目的 / 视线受阻的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (blind -> blind),Morphological Rescued
broad,broad,6,宽广的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (broad -> broad),Morphological Rescued
fascinated,fascinated,6,深深入迷为之倾倒的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (fascinated -> fascinated),Morphological Rescued
casual,casual,6,随和轻松的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (casual -> casual),Morphological Rescued
discouraged,discouraged,6,感到灰心气馁的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (discouraged -> discouraged),Morphological Rescued
enthralled,enthralled,6,被深深吸引迷住的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (enthralled -> enthralled),Morphological Rescued
joyful,joyful,5,充满喜悦欢快的,0. Direct NRC,Direct NRC Included (358 Words),1c. Class 1 语法变形拯救归纳词 (joyful -> joyful),Morphological Rescued
wowed,wowed,5,被深深惊叹震撼的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),1c. Class 1 语法变形拯救归纳词 (wowed -> wowed),Morphological Rescued
suprise,surprise,5,惊喜 / 意料之外（错别字变体）,1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),1c. Class 1 语法变形拯救归纳词 (suprise -> surprise),Morphological Rescued
stressful,stressful,5,令人压力重重焦虑的（Stress/Anxiety State）,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
shock,shock,5,震惊 / 冲击,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
scare,scare,5,吓人 / 引发恐慌的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
overwhelmingly,overwhelmingly,5,压倒性震撼地,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
marveled,marvel,5,惊叹赞赏的,1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
luscious,luscious,5,秀美令人心旷神怡的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
pity,pity,5,遗憾 / 同情怜悯,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
jitters,jitters,5,忐忑不安 / 紧张发抖感,3. Class 3 Domain,Class 3: Low-Altitude Domain Lexicon (17 Words) ⭐,2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
hates,hate,5,厌恶 / 讨厌,1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
hated,hate,5,讨厌 / 极为憎恶的,1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
gloomy,gloomy,5,阴沉的 / 沮丧的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
faultless,faultless,5,无可挑剔完美的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
envy,envy,5,羡慕 / 嫉妒,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
comforted,comforted,5,感到安慰安心的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
apprehension,apprehension,5,忧虑 / 疑虑不安,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
intimidating,intimidating,5,令人胆怯令人畏惧的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
tranquil,tranquil,4,清幽宁静的（Calmness/Serenity State）,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
spellbinding,spellbinding,4,扣人心弦迷人的,3. Class 3 Domain,Class 3: Low-Altitude Domain Lexicon (17 Words) ⭐,2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
spellbound,spellbound,4,出神为之入迷的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
stoked,stoked,4,极为激动期待的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
subtle,subtle,4,微妙精细的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
suprised,surprised,4,感到惊喜惊讶的（错别字变体）,1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
thrills,thrills,4,刺激 / 快感,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
unnerving,unnerving,4,令人发慌不安吓人的,3. Class 3 Domain,Class 3: Low-Altitude Domain Lexicon (17 Words) ⭐,2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
tranquility,tranquility,4,宁静 / 平和,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
underwhelmed,underwhelmed,4,大失所望未达预期的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
unfair,unfair,4,不公平的 / 冤枉的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
unfriendly,unfriendly,4,不友善的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
wicked,wicked,4,太棒了 / 绝妙的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
wildest,wildest,4,最疯狂的（狂想）,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
profound,profound,4,深刻震撼的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
regretting,regret,4,感到后悔遗憾的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
nasty,nasty,4,令人厌恶的 / 恶劣的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
pleasing,pleasing,4,令人愉悦满意的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
frustrated,frustrated,4,感到沮丧的 / 挫败的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
captivating,captivating,4,扣人心弦引人入胜的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
phobia,phobia,4,恐惧症 / 恐高心理,3. Class 3 Domain,Class 3: Low-Altitude Domain Lexicon (17 Words) ⭐,2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
disconcerting,disconcerting,4,令人不安的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
dreaded,dread,4,令人害怕恐惧的 / 提心吊胆,1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
dreading,dread,4,感到十分恐惧担心的,1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
emotion,emotion,4,情感 / 情绪,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
exhilarated,exhilarated,4,感到无比兴奋酣畅的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
embarrassed,embarrassed,4,感到尴尬难堪的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
giddy,giddy,4,兴奋得头晕目眩欢欣的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
hungry,hungry,4,贪婪的（money hungry）,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
irritated,irritated,4,感到恼火烦躁的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
irritating,irritating,4,令人烦躁恼火的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
ominous,ominous,4,不详的 / 不妙的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
peacefulness,peacefulness,4,宁静详和感,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
reassure,reassure,3,使人感到安心放心的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
heartfelt,heartfelt,3,真挚的 / 出自内心的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
horribly,horrible,3,糟糕恐怖地,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
incomprehensible,incomprehensible,3,难以理解令人困惑的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
indulge,indulge,3,尽情享受 / 犒劳自己,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
joking,joking,3,开玩笑的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
marvelously,marvelously,3,奇妙极其出色地,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
overjoyed,overjoyed,3,欣喜若狂的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
peacefully,peacefully,3,宁静和平地,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
sympathy,sympathy,3,同情 / 体谅,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
remorse,remorse,3,懊悔 / 悔恨,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
rickety,rickety,3,摇摇欲坠的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
scaring,scare,3,使人害怕恐惧的,1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
securely,securely,3,安全平稳地,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
sickening,sickening,3,令人作呕恶心的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
spoilt,spoilt,3,被破坏败兴的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
uneasiness,uneasiness,3,不安 / 忐忑感,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
unsettled,unsettled,3,心神不宁忐忑的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
happiness,happiness,3,幸福快乐感,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
harrowing,harrowing,3,令人触目惊心惊恐的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
curiosity,curiosity,3,好奇心 / 探索欲,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
guilty,guilty,3,内疚内疚感,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
carefree,carefree,3,无忧无虑自在的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
ecstasy,ecstasy,3,狂喜 / 极乐状态,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
aggressively,aggressively,3,挑衅攻击地 / 极其恶劣地,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
ambivalent,ambivalent,3,矛盾复杂心理的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
apprehensions,apprehension,3,顾虑 / 忧虑不安,1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
aprehensive,apprehensive,3,感到忧虑不安的（错别字变体）,1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
astonished,astonished,3,感到十分惊异惊叹的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
beneficial,beneficial,3,有益的 / 有帮助的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
candid,candid,3,坦率真诚的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
astounded,astounded,3,感到十分震惊震撼的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
cheer,cheer,3,振奋 / 欢呼,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
deaf,deaf,3,听而不闻冷漠的（fell on deaf ears）,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
dreaming,dreaming,3,梦寐以求 / 心驰神往,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
compassion,compassion,3,同理心 / 关切,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
disappointingly,disappointed,3,令人失望地,1. Class 1 Morphological,Class 1: Participle & Morphological Variance Gaps (127 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
dissatisfied,dissatisfied,3,感到不满意的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
dazzled,dazzled,3,目眩神迷震撼的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
daunting,daunting,3,令人望而生畏胆怯的,2. Class 2 Colloquial,Class 2: Colloquial Superlatives & Base Terms (128 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
compassionate,compassionate,3,富有同理心体贴的,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
humility,humility,2,谦逊贴心,0. Direct NRC,Direct NRC Included (358 Words),2a. Class 2 Web 2.0 口语极致形容与评价词 (128 Words),Web 2.0 General Evaluative Term
