user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo,language,is_english,user_city,user_state,user_country,is_us_domestic,review_word_count,review_char_count,title_word_count,exclamation_count,uppercase_ratio,sentiment_polarity,sentiment_pos,sentiment_neg,safety_mention,helicopter_comparison,price_value_mention,coast_mention,canyon_mention,waterfall_mention,wildlife_mention,weather_mention,flight_crew_mention,ground_staff_mention,companion_mention,pilot_mention,staff_service_mention,guide_mention,pilot_service_mention,special_occasion,aircraft_type,aspects_found,aspect_count,aspect_Scenery,aspect_Pilot,aspect_GroundStaff,aspect_CabinComfort,aspect_Safety,aspect_Weather,aspect_PriceValue,aspect_ServiceRecovery,aspect_Companion,aspect_LifetimeExperience,incongruence_type
mtynn,"Ijmuiden, The Netherlands",5,Sep 2015 • Friends,Onvergetelijk,"Lang getwijfeld of ik de triangle flight zo nemen, het kost aardig wat, maar het was echt een geweldige ervaring. Je vliegt over prachtige landschappen, ziet indrukwekkende rotsformaties en komt ook nog langs de grand canyon. Erg bijzonder om mee te maken.",Friends,0,2016-02-16,34_566_attraction_review_2025-03-04,0,nl,0,Ijmuiden,,The Netherlands,0,42,256,1,0,0.01171875,0.4588,0.068,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified,['Scenery'],1,1,0,0,0,0,0,0,0,0,0,Type 9: Multilingual Lexicon Artifact
Patty b,,3,Feb 2016,South Rim Grand Canyon tour,"My husband and I chose this tour to view the Grand Canyon for the aerial view, and to reduce driving time. The flight and aerial view were spectacular! The plane was well-equipped and the pilot was professional, though 15 minutes later for pick up than the 8:30 am time. We had headsets on the plane portion  trip which dictated a  RECORDED  history  of the canyon and points of interest on our way there.  After this, I would have to say I was disappointed in the land portion of the tour. This part was supposed to be approximately three hours on land. We had exactly 55 minutes on land.  The brochure indicated that we would be making several stops at the most  scenic views of the canyon. However, there were only two stops for viewing.  Those parts of the tour were self-guided. It would have been better to have an experienced tour guide pointing out specific areas interest. We had a lunch in a cafeteria instead of the box lunch on the rim as advertised. The lunch took up 45 minutes of the ground time. The rest of the time was spent in a van to the Canyon and then back to the airport. While our tour guide in the van was exceptionally nice, I don't believe he was adequately trained to be a tour guide in regards to the Canyon  history itself.  We felt hurried on the ground tour and was told that they had a sunset plane tour and needed to get us back to pick up those other people. My thoughts are that you should focus on the customers that you have at the present time and not talk about future customers when you're with those people.  Instead of 5.5 hours for the tour as stated in the brochure, the tour instead from wheels up to wheels down was 4 3/4 hours long. These comments are meant to help improve the tour experience for future guests.",Unknown,0,2016-02-16,34_566_attraction_review_2025-03-04,0,en,1,,,Unknown,0,328,1761,5,1,0.0198750709823963,0.9391,0.062,0.019,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'GroundStaff', 'Companion']",4,1,1,1,0,0,0,0,0,1,0,Low Rating Failure
Wolverine1247,"Detroit, MI",2,Feb 2016 • Couples,Not a helicopter tour,The helicopter ride is 4 minutes down to the river and 4 minutes back to the top. The boat rise is 5 minutes up river and 5 minutes back. The staff is great but this was a total disappointment as far as the length of the helicopter ride. This is a very expensive tour with very little value.,Couples,0,2016-02-13,34_566_attraction_review_2025-03-04,0,en,1,Detroit,MI,United States,1,58,291,4,0,0.0137457044673539,0.1476,0.118,0.075,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,Other/Unspecified,"['GroundStaff', 'PriceValue']",2,0,0,1,0,0,0,1,0,0,0,Low Rating Failure
Mary W,,5,Jan 2016 • Couples,Flight and tour of the Grand Canyon,"What a perfect excursion. The pilot was wonderful, very nice plane and the tour was great.  I would highly recommend this trip!",Couples,0,2016-01-13,34_566_attraction_review_2025-03-04,0,en,1,,,Unknown,0,22,127,7,1,0.0236220472440944,0.9564,0.541,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified,['Pilot'],1,0,1,0,0,0,0,0,0,0,0,Pure Positive Baseline
Kit_Thomson,"Washington DC, DC",5,Dec 2015 • Couples,GC Made Easy,"Westwind is great to deal with and made everything so easy.  After we showed up, we never had to do anything but enjoy ourselves and the excursion was exactly as described... Except better!  A full day of adventure at the Grand Canyon and back in time for dinner.  Note that the west rim isn't the part with the national park, it is about 100 miles to the west on an Indian reservation.  Because it is on tribal land, not all the same safety rules apply, but use common sense and hang on to your family members, and you will be fine.  Highly recommend, you will walk away thinking you should have paid them more, and at least with me that never happens!",Couples,0,2016-01-04,34_566_attraction_review_2025-03-04,0,en,1,Washington DC,DC,United States,1,122,653,3,2,0.0153139356814701,0.9837,0.212,0.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Other/Unspecified,"['Scenery', 'Safety', 'Companion']",3,1,0,0,0,1,0,0,0,1,0,Pure Positive Baseline
Ekauper,"Broadway, UK",5,Dec 2015 • Family,Worth Every Penny,"We booked our Flight and Hike trip through Arizona Outdoor Adventures. Our guide was Denny. He was fantastic. We have 3 kids (ages 13, 10, and 8). Flight was fantastic and very easy and informative. We hiked Kaibab Trail to Cedar Ridge. The hike was strenuous, but well worth the effort. Kids made it fine. We were not dressed warmly enough. It was COLD. Better layering and we would have been fine. The trip was expensive, but worth every penny. No better way to do the Grand Canyon in a day from Phoenix.",Family,0,2016-01-03,34_566_attraction_review_2025-03-04,1,en,1,Broadway,,United Kingdom,0,93,506,3,0,0.0592885375494071,0.9725,0.278,0.05,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,Other/Unspecified,"['Scenery', 'CabinComfort', 'PriceValue', 'Companion']",4,1,0,0,1,0,0,1,0,1,0,Type 5: Price Concession
HTe0294,"Haldensleben, Germany",5,Dec 2015 • Couples,Awesome Grand Canyon Air Tour,"If you are visiting the Grand Canyon and think about a scienic flight these guys are the one's your are looking for. Stop at the Grand Canyon Airport, stay away from the crowded operators where buses drop off tons of tourists and look for the westwind counter.
We did and had a private air tour for just us 2 in a small plane instead of being sqeezed in a Helicopter or a bigger plane with a big group of others. We had no reservation just walked up to the counter and everything was organized within 30 minutes. The price was lower than expected and lower than any other offer we have seen there. The pilot was just great and they had a electronic device which allows to choose the language of the explanations.
Later on our tour we requested another tour from page airport. They had no availability on this day but explained that it would probably better to do this by car and quickly get us in touch with the rental car guy there. They were right it was better by car and saved us a lot of money, so great service again.",Couples,0,2015-12-24,34_566_attraction_review_2025-03-04,0,en,1,Haldensleben,,Germany,0,194,1023,5,0,0.0146627565982404,0.9587,0.115,0.047,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'GroundStaff', 'CabinComfort', 'PriceValue']",5,1,1,1,1,0,0,1,0,0,0,Type 1: Local Friction - Overall Positive
c c,Michigan,5,Jul 2015,Fantastic,"I highly recommend Westwind Air Service for a flight from Sedona to the Grand Canyon.  Our family wanted to experience a different vantage point of the Canyon instead of ground.  It was super exciting for kids to travel by air over Sedona, Flagstaff and the Southern Rim of the Canyon.  Our pilot was great. The trip one way is about 1 hr to 1.5 hours and then we took a 3 hr Pink Jeep Tour and flew back to Sedona.  We saved so much of our valuable time flying instead of driving for our first trip to the Canyon.  If we are able to return, I would do a ground trip and have that experience with a camp out at the park for instance.",Unknown,0,2015-12-07,34_566_attraction_review_2025-03-04,0,en,1,,MI,United States,1,124,633,1,0,0.0394944707740916,0.9716,0.175,0.0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'GroundStaff', 'Companion']",4,1,1,1,0,0,0,0,0,1,0,Pure Positive Baseline
Pjfjanssen,"Beusichem, The Netherlands",5,Nov 2015,Top!,"Hoewel duur, ontzettend gaaf. Prima materiaal, goede ontvangst, aardige piloot die er de hele tijd bij bleef, foto bij terugkomst. Prima! Erg van genoten!",Unknown,0,2015-11-17,34_566_attraction_review_2025-03-04,0,nl,0,Beusichem,,The Netherlands,0,24,154,1,2,0.0259740259740259,-0.6688,0.0,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified,[],0,0,0,0,0,0,0,0,0,0,0,Type 9: Multilingual Lexicon Artifact
Siqura N,"New York City, NY",5,Nov 2015 • Couples,incredible view,"Private, Excellent service, Extremely friendly, Knowledgeable And very efficient The aerial view Is excellent They went all around the canyon covering all the interesting points. The pink jeep tour was also excellent  and gave us a chance to be up close and personal to the edges of the canyon. Bit pricy but worth every penny.",Couples,0,2015-11-07,34_566_attraction_review_2025-03-04,0,en,1,New York City,NY,United States,1,55,327,2,0,0.0305810397553516,0.9192,0.27,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified,"['Scenery', 'PriceValue']",2,1,0,0,0,0,0,1,0,0,0,Pure Positive Baseline
Jameson,"London, UK",5,Oct 2015 • Family,Outstanding Tour,"This was the trip of a lifetime.  A fascinating flight from Phoenix via Sedona to The Grand Canyon with a good 30 minutes flying across and around the Canyon.  The views through the whole journey were incredible but the actual flight across from the South Rim to the North Rim was awesome.  Randy, our pilot was great -very informative and did a great job calming the nerves of those of us who were nervous flyers.  We cannot recommend this trip enough.  If you have the cash then don't miss it.",Family,0,2015-10-28,34_566_attraction_review_2025-03-04,0,en,1,London,,United Kingdom,0,90,495,2,0,0.0323232323232323,0.9734,0.257,0.063,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'Safety', 'PriceValue']",4,1,1,0,0,1,0,1,0,0,0,Type 8: Negation Pseudo-Negative
Ray H,"Saint Louis, MO",5,Oct 2015 • Couples,Randy was a great host/pilot!  I highly recommend the Adventure Tour of the Grand Canyon!,"What a great day experiencing the Grand Canyon Adventure Tour through Westwind Tours.  It was my wife and I's first trip in a small plane.  Our host/pilot, Randy, was very knowledgeable, professional, and helpful.  I was glad he chaperoned us for the day because his suggestions were very worthwhile and made our day much more enjoyable.  The small plane ride was an experience all itself, having never been in one before.  What a joy, and it was fun all by itself.  The views from the plane of the Grand Canyon are breathtaking, and I highly recommend it.  It is a great way to see the majesty of that great wonder, and so much more revealing than any other vantage point.  Randy also took care of all of the details regarding our lunch (very good), bus ride to the Horseshoe Overlook on the west rim, and the helicopter rides to the bottom of the canyon and back up.  Those were great experiences also, as was the short boat ride to experience the canyon from the bottom view.  What a great day!  Even though the flight back was a bit bumpy, I was confident in Randy (23 yrs experience piloting), and it didn't dampen our great day.  I highly recommend the Westwind Adventure tour for anyone who wishes to see the Grand Canyon.  Ray & Penni.",Couples,0,2015-10-15,34_566_attraction_review_2025-03-04,0,en,1,Saint Louis,MO,United States,1,224,1243,15,1,0.0273531777956556,0.9971,0.28,0.0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'CabinComfort', 'Companion']",4,1,1,0,1,0,0,0,0,1,0,Pure Positive Baseline
AppinHQ,"Edinburgh, UK",5,Sep 2015 • Couples,Honeymoon trip of a lifetime!,"My husband and I visited Scottsdale a few weeks ago on our honeymoon from Scotland and we wanted to take a trip to the Grand Canyon. Westwind offered a few really good packages and in the end we chose the south rim signature plane and jeep tour. To say it was a day we'll never forget is a huge understatement; it was absolutely amazing from start to finish. From being picked up by Julie in the morning with whom we had a great trip to the airport, to the flying with Randy who was so friendly and made sure we missed nothing and then the pink jeep tour into the national park where you gain a whole other perspective as you take in the jaw dropping scenes around you, we loved every second. It was just the perfect day, one we'll never forget on such a special trip, and it was all thanks to Randy and the team. We would absolutely recommend this to anyone wanting to see the Grand Canyon when visiting Scottsdale/Sedona. Thank you Westwind.",Couples,0,2015-09-28,34_566_attraction_review_2025-03-04,0,en,1,Edinburgh,,United Kingdom,0,177,943,5,0,0.0212089077412513,0.9922,0.241,0.02,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Other/Unspecified,"['Scenery', 'GroundStaff', 'Companion']",3,1,0,1,0,0,0,0,0,1,0,Minor Local Noise
Ilovelobster,"Portland, ME",5,Sep 2015 • Couples,Amazing experience,"This is by far the most spectacular way to experience the Grand Canynon! It's not often that you get inclement weather in this area, however when we did The folks at Westwind couldn't have been friendlier or more willing to help accommodate us. We did the South Rim tour which flew us over beautiful landscape, amazing Sedona views and the crown jewel, approaching the rim of the 7th wonder of the world and flying over and around it seeing this amazing spectacular in a way you never otherwise would. After landing at the Grand Canynon airport we were picked up by Sarah from Pink Jeep Tours where she proceeded to ask us what we most wanted to see and then customed our tour just for us showing us many amazing vista views sharing her depth of knowledge about the area. Thanks Westwind for organizing this memorable day! This is a place where when you leave you exchange a hug instead of a handshake !!",Couples,0,2015-09-27,34_566_attraction_review_2025-03-04,0,en,1,Portland,ME,United States,1,164,904,2,4,0.0221238938053097,0.9873,0.196,0.02,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,Other/Unspecified,"['Scenery', 'Weather']",2,1,0,0,0,0,1,0,0,0,0,Minor Local Noise
lkrause,"Campbell, CA",5,Sep 2015 • Friends,First Time Flyer in Small Plane - Wow!!!,"My wonderful friend treated me to the trip starting in Phoenix to Sedona then over Grand Canyon- many views then pink jeep trip on land from airport in Grand Canyon takes you to several wonderful vantage points which you get history and great pictures from both pilots and do pilots.  We had few hours of jeep tour, which includes yummy lunch, then back on flights for more wonderful views of the canyon and history and tales of the area.  As history buff, I was amazed and the views are spectacular-more than spectacular. we even stopped at the famous El Tovar Hotel and were treated to Hopi Indian dances featuring a darling 3-4 year old  I'll never be able to repay my friend for her generosity as this was truly a day I'll always remember ✈️",Friends,0,2015-09-11,34_566_attraction_review_2025-03-04,1,en,1,Campbell,CA,United States,1,135,745,8,0,0.0228187919463087,0.9919,0.269,0.012,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'Companion']",3,1,1,0,0,0,0,0,0,1,0,Pure Positive Baseline
margaretmY8011BQ,,5,Aug 2015 • Family,Grandest View of the South Rim - Grand Canyon-,"Surreal.......Unbelievable.........Majestic!  This is the best way to view the Grand Canyon.  And it should be trusted to Westwind Air Service.  They are an absolutely incredible service. What a economical way for our family to privately experience this adventure! Our pilot, Eric was so professional.  He flew the plane with such ease.    This was a once in a lifetime experience for our family and I am so grateful we went with those folks.",Family,0,2015-08-11,34_566_attraction_review_2025-03-04,0,en,1,,,Unknown,0,72,442,9,2,0.0384615384615384,0.9632,0.243,0.0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'Companion', 'LifetimeExperience']",4,1,1,0,0,0,0,0,0,1,1,Pure Positive Baseline
FNBlondie,"Amarillo, TX",5,Jul 2015 • Family,Trip to the West Rim,"Today was the most amazing day! We traveled to the West Rim of the Grand Canyon from the Deer Valley Airport in Scottsdale. Carla was our pilot/tour guide for the day. She was knowledgeable, caring & a great pilot! She had everything ready for us & we never really had to wait in line. She was also really great with the kids! I would recommend this trip to anyone who loves adventure!",Family,0,2015-07-27,34_566_attraction_review_2025-03-04,0,en,1,Amarillo,TX,United States,1,72,385,5,4,0.0389610389610389,0.9844,0.342,0.0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'Companion']",3,1,1,0,0,0,0,0,0,1,0,Pure Positive Baseline
JCsprint,"Cadiz, KY",5,Jun 2015 • Couples,Epic Views,"Wow, you just can't describe the aerial views of the majestic grand canyon in words or really one photograph either. Westwind did an absolute marvelous job with our flight from start to finish. Kyle, our pilot, did a great job of safely ensuring our flight was enjoyable and educational. We thoroughly enjoyed our experience and definitely recommend using Westwind if you want a once-in-a-lifetime experience of a canyon overflight. You cannot achieve this magnificent perspective from the ground. Awesome!",Couples,0,2015-07-04,34_566_attraction_review_2025-03-04,1,en,1,Cadiz,KY,United States,1,79,506,2,1,0.0138339920948616,0.9922,0.42,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'GroundStaff']",3,1,1,1,0,0,0,0,0,0,0,Pure Positive Baseline
GigiJo,Barkerville,5,May 2015 • Friends,Westwind Left Me Speechless - but in a good way!,"Very rarely am I rendered speechless. But when I was recently surprised with a Westwind adventure to the Grand Canyon, that’s exactly what happened. From the moment we arrived and were greeted by Gayle Lurenz, we felt like VIPs and our excitement began to build. As Gayle described our itinerary for the day, I could hardly believe how much we would experience in just 8 hours. We departed Phoenix on our private 9-passenger plane with our expert guide and pilot, Captain Ron. The views became more and more stunning as we landed on the mesa in Sedona. Then it was off to the West Rim of the Grand Canyon where we rode in our helicopter over the rim and down to the bottom of the Canyon for a boat ride along the Colorado River. As if that weren’t enough, we ended our adventure with lunch and even more stunning views from the Skywalk Bridge. By the end of this very special day, I couldn’t believe the dent I had put in my Bucket List. If you've ever wanted to enjoy a truly unique way to enjoy the magnificence of the Grand Canyon, Westwind is the way to go!",Friends,0,2015-06-06,34_566_attraction_review_2025-03-04,0,en,1,Barkerville,,Unknown,0,198,1061,10,1,0.0395852968897266,0.9962,0.258,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,Other/Unspecified,"['Scenery', 'Pilot', 'LifetimeExperience']",3,1,1,0,0,0,0,0,0,0,1,Pure Positive Baseline
Tigerman_McCool,Tennessee,5,May 2015 • Couples,Most amazing thing I have ever done in my life...,"I know there are a lot of different options and packages available.  We did the one where it was a plane ride to the top of the grand canyon, a helicopter ride down to the bottom and then a boat ride down the Colorado river.

Everything about this was well put together.  They had someone pick us up at our resort and bring us to their hangar.  They had free water, coffee and snacks available.  We boarded a small Cessna plane and took about an hour and fifteen minute flight to the Grand Canyon.  The view is breathtaking as some of the flight is over the GC.  Our pilot got off the plane with us and guided us the rest of the day.  He took us to the helicopter place and we jumped on a chopper that took us down to the bottom of the canyon. I cannot describe how magnificent the Grand Canyon is and you can't beat viewing it from a helicopter.

Once we were at the base of the Canyon, we boarded a pontoon boat and made about a half mile ride down the Colorado River and then floated back to where we started.  We then took the helicopter back ""up top"" and hopped on a bus that took us to the SkyWalk.  Our original pilot from the plane was always there to point us to our next stop or tell us to meet back somewhere at a particular time.

The SkyWalk was awesome and a little freaky.  It's an engineering marvel and yeah it's a little scary.  There were a couple of drama queens out there just freaking out.  One little thing to note about the SkyWalk, they don't let you take your phone or camera out there so you have to buy their pictures.  They have camera guys out there that will take your picture, and you can chose what pics you want to buy for a horrendous price (you are not obligated to buy anything).  The problem was they were short staffed on camera guys and the ones that were there had some attitude problems.  I didn't buy any pictures out of spite.  You can get just as good of pictures from the area right next to the SkyWalk.

Next they took us to Guano Cafe to eat lunch.  Our guide said it best that it was more like a metal building that served food than a cafe.  The food was not good, seemed like a freezer meal that was only half way warmed up.  I think they would've been better off telling you to just pack your own lunch or eat at some of the concession stands at the SkyWalk.  However, there were a bunch of tables outside and you got to eat lunch overlooking the Grand Canyon which was pretty cool.

Guano Cafe was located at Guano Point.  There's a lot of room to walk around and see the Canyon from a bunch of different places here.  You can climb to the top of Guano Point and see a great 360 view.  If you didn't already know, Guano is bat feces.  This place is called that because there used to be a mining operation from this location that would mine bat droppings out of caves across the canyon.  Apparently, it is a rich fertilizer and used in a lot of consumer products like makeup, etc.  Anyway, you can see the old abandoned mining equipment and just marvel at the Canyon some more.

We headed back to plane and had a narrated flight back (about 1.5 hours).  Although, I don't believe it to be the fault of the pilot, I would be remiss not to mention that the flight back was really, really turbulent (the flight there was not).  My wife got sick and there were no vomit bags.  Luckily, we had some coffee cups still in there from the morning that she used.  I recommend taking some motion sickness meds before the flight back if you are affected by this type of thing as based on other reviews, this is common for the flight back.

In summary, this was a great trip and I would highly recommend it.  Everything from the Skywalk tickets to meal vouchers were included in the total price ($1,300 for two).  We will be going back and taking my parents at some point because this is really bucket list material.",Couples,0,2015-05-28,34_566_attraction_review_2025-03-04,1,en,1,,TN,United States,1,732,3854,10,0,0.0202387130254281,0.9934,0.116,0.05,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,Other/Unspecified,"['Scenery', 'Pilot', 'CabinComfort', 'PriceValue', 'Companion', 'LifetimeExperience']",6,1,1,0,1,0,0,1,0,1,1,Type 1: Local Friction - Overall Positive
980PatrickM,"Canon City, CO",5,May 2015 • Solo,Excellent Grand Canyon Day Trip from Phoenix,"Even though I graduated from Arizona State University and lived in Phoenix for several years, I had never visited the Grand Canyon.  Shocking oversight, I know.  So on my vacation to Phoenix, I decided to correct this by making a day trip with Westwind Air Service.  They are based at Deer Valley Airport in north Phoenix, and their aircraft only seat a few folks, so you won't be part of a huge crowd.  

If you are not a morning person, you may struggle to make departure time: they ask that you be at the airport by 7:30 AM for check-in for your flight.  But trust me, its worth it.  After a briefing about the journey you're about to take, you are escorted to the plane, and departure happens immediately.  An audio program provides you with interesting facts about the history of areas you are flying over, as you proceed over the desert through scenic vistas, rolling valleys and plateaus, and past nearby mountains.  My trip also included a stop at the Sedona airport to pick up a few more passengers, and Sedona has a fascinating air field atop a mesa.

Within ten minutes of landing in Sedona, we were airborne once again, this time heading for the Grand Canyon itself.  The Grand Canyon Signature Tour, which was what I took, will actually take you over the south rim, and you will be treated to some truly spectacular views of one of the seven natural wonders of the world. Turn after turn, the awesome spectacle impresses you with its astonishing scale.  If you can look at it, and not be stunned, that says far more about you than it says about the Grand Canyon or Westwind Air.  There is no better way to take in the Grand Canyon than by air, and Westwind has perfected that experience.

But the tour doesn't there.  Upon landing at the Grand Canyon airfield, you are met by Westwind's partners on this trip, Pink Jeep Tours.  What follows is great half day expedition into the Grand Canyon park, a box lunch, a short hike through park itself with more spectacular vistas, and concludes with an IMAX theater experience about the history of the park itself.  Then its back to the airport for your return journey to Phoenix.

Yes, the tour is not cheap.  But if your staying in Phoenix and want to make a side trip to the Grand Canyon, bear in mind that driving up there will take the better part of four hours.  Westwind can give you a full day of stunning vistas, and you'll back in Phoenix in time for dinner.  So I consider it great value, and can't recommend it highly enough.",Solo,0,2015-05-27,34_566_attraction_review_2025-03-04,1,en,1,Canon City,CO,United States,1,450,2493,7,0,0.03088648215002,0.991,0.14,0.071,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified,"['Scenery', 'GroundStaff', 'CabinComfort', 'PriceValue']",4,1,0,1,1,0,0,1,0,0,0,Type 1: Local Friction - Overall Positive
Carol V,"Waynesville, NC",5,Apr 2015 • Couples,Great flight-see of the Grand Canyon!,"This was an amazing trip -- expensive, but definitely worth it. We met the flight-see in Sedona and joined other passengers from the Phoenix starting point. The Cessna was comfortable, even though a little bumpy. All passengers have a window seat for the incredible views. The pilot expertly made several passes over the Grand Canyon, and all passengers got great photos. When we landed at the Grand Canyon Village airport, we were met by a covered, comfortable Pink Jeep and a very knowledgeable guide and driver Frank. He was a fountain of information on all things related to the canyon. The group stopped at many overlooks and Frank was happy to take photos of all of us at the rim. The boxed lunch was healthy and really good. On the flight back to Sedona, the pilot did a flight-see over many of Sedona's iconic red rock formations. It was a day to remember and an amazing experience!",Couples,0,2015-05-08,34_566_attraction_review_2025-03-04,0,en,1,Waynesville,NC,United States,1,157,890,6,1,0.0280898876404494,0.9942,0.261,0.012,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'GroundStaff', 'CabinComfort', 'PriceValue']",5,1,1,1,1,0,0,1,0,0,0,Pure Positive Baseline
Linda S,"Palm City, FL",5,Apr 2015 • Friends,Amazing Experience!,"From the minute we made our reservation through to the flying over Sedona and Grand Canyon, this was an amazing experience.  The Staff was extremely friendly and and professional.  Their bus picked up and dropped off 6 of us from a North Scottsdale hotel.  Going to the Grand Canyon, the ride was smooth and lovely.  The scenery was spectacular and definitely worth doing over just taking a car there. Once we were there we hopped on a pink jeep tour that was coordinated with the Westwind company.  Coming home, the ride was very turbulent but the pilot handled the plane fine.  They took pictures of everyone by the plane and gave it to us upon our return.",Friends,0,2015-05-03,34_566_attraction_review_2025-03-04,0,en,1,Palm City,FL,United States,1,117,658,2,0,0.0258358662613981,0.9108,0.136,0.0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'GroundStaff', 'PriceValue']",4,1,1,1,0,0,0,1,0,0,0,Pure Positive Baseline
Zinnie,"Carmel, IN",5,Apr 2015 • Family,I survived!!,"This was my first trip to the Grand Canyon and wow what a doozy it was!  We took our tour from the Sedona airport.  This was an experience that my husband has wanted to do for a long time.  Our two boys (10 & 13) were also with us.  Let me just say that I do not like to fly and I definitely do not like to fly in small airplanes!  I was a nervous wreck boarding the plane.  There were already 5 other guests on board who had come from Phoenix.  Our flight to the Grand Canyon and over part of it was extremely bumpy and even though I was not enjoying the ride, I did enjoy the views.  I was thankful for the big headphones that we wore to help drown out the noise and to give us a commentary about what we were seeing.  I can't tell you a word they said because I was just focused on the background music that was helping to relax me!!  I was glad when we arrived at the airport by the Grand Canyon.  The Pink Jeep came and picked us up.  It was extremely cold and windy when we arrived!!  The Pink Jeep had a plastic covering around the back and blankets to keep us warm.  We drove into the park and went to 3 different locations to see portions of the canyon.  They provided us with a boxed lunch and water.  Then it was back to the airport and back into the plane.  Our ride back was slightly shorter (30 min) but just as bumpy.  My boys did admit that they did not really care for the plane ride because of all the turbulence but my husband who has taken flying lessons in the past had the time of his life!!  This was my once in a lifetime tour of the Grand Canyon and I don't regret a moment of it.",Family,0,2015-04-27,34_566_attraction_review_2025-03-04,1,en,1,Carmel,IN,United States,1,322,1605,2,8,0.0249221183800623,0.9524,0.109,0.045,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Other/Unspecified,"['Scenery', 'GroundStaff', 'CabinComfort', 'Safety', 'Weather', 'Companion', 'LifetimeExperience']",7,1,0,1,1,1,1,0,0,1,1,Type 1: Local Friction - Overall Positive
tammymarty,"Beachwood, OH",5,Apr 2015 • Couples,On the Wings,"Amazing flight to Sedonna and on to the Grand Canyon.  It was bumpy, very bumpy but
the pilot was excellent and the trip well worth it.  We were suppose to take the Helicopter
down to the Colorado River but it was cancelled due to maintenance .  This made me
very unhappy since the Jeep tour through the park is ok but compared to the sky
not very exciting!! Beautiful but the sky is the way to go.  The company picks you up
at your hotel early in the morning to the airfield and everyone at the airfield is extremely
warm and friendly.  Bathroom facilities great!  Would do it again but must do the helicopter!!",Couples,0,2015-04-15,34_566_attraction_review_2025-03-04,0,en,1,Beachwood,OH,United States,1,114,612,3,5,0.0245098039215686,0.9487,0.215,0.102,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified,"['Scenery', 'Pilot', 'PriceValue', 'ServiceRecovery', 'LifetimeExperience']",5,1,1,0,0,0,0,1,1,0,1,Type 1: Local Friction - Overall Positive
Elizabeth S,"Bath, UK",5,Mar 2015 • Family,Best day ever! Grand Canyon West Rim Skywalk Adventure Tour,"This trip was booked by us to mark our daughter's 21st birthday and turned out to be a remarkable way to be an unforgettable experience. We were picked up directly from our hotel at a very early hour and taken to Deer Valley where we took a flight to the Canyon. The reason for the early hour became apparent later in the day when we began to see the crowds arrive! We missed them all and had the most fantastic personal service at each part of the tour. Our pilot Brian was wonderful and was there to answer any questions we might have. Although expensive this tour is, in my opinion, absolutely the best way to see the Canyon and this company certainly know what they are doing! Thank you to everyone at Westwind for making a special day even more special!",Family,0,2015-04-06,34_566_attraction_review_2025-03-04,0,en,1,Bath,,United Kingdom,0,142,758,10,3,0.0171503957783641,0.9768,0.17,0.014,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,Other/Unspecified,"['Scenery', 'Pilot', 'PriceValue', 'Companion', 'LifetimeExperience']",5,1,1,0,0,0,0,1,0,1,1,Pure Positive Baseline
