tour_name,rating,fear_words,has_pilot,fear_sentence,pilot_sentence,full_text
44_470_Retail Air Adventures_2025-03-06,5,"fear, nervous",1,My wife was particularly nervous from claustrophobia and a fear of heights,"We had James as our pilot for an 11AM flight | But James had a very calming personality and was an excellent pilot during take-off, the whole flight, and landing","Great anniversary experience! . We had James as our pilot for an 11AM flight. My wife was particularly nervous from claustrophobia and a fear of heights. But James had a very calming personality and was an excellent pilot during take-off, the whole flight, and landing. We got great views of Arches, ..."
44_470_Retail Air Adventures_2025-03-06,5,nervous,0,"I was a little nervous, never flown in a small plane but Kim was great, made us all very comfortable",,"Kim Ruble made my first flight fantastic! . I was a little nervous, never flown in a small plane but Kim was great, made us all very comfortable.  He pointed out all the interesting features and had lots of great stories about the various sights and the old legends that went with them.  The Maze and..."
44_470_Retail Air Adventures_2025-03-06,5,nervous,1,I could go on (especially as a nervous flyer that thoroughly LOVED this trip) but discover this outstanding company for yourself,"Dave the Awesome Pilot was our confident, friendly and knowledgeable tour guide flying us gently over the spectacular terrain while pointing out the unique features below","Tour of Arches National Park and Canyonlands . This is THE WAY to see these breathtaking places - especially if you do not have days to explore by ground. Dave the Awesome Pilot was our confident, friendly and knowledgeable tour guide flying us gently over the spectacular terrain while pointing out ..."
44_470_Retail Air Adventures_2025-03-06,5,nervous,1,I was so nervous before I got on the plane and then I met the pilot (who is very young) which made me a bit more nervous,I was so nervous before I got on the plane and then I met the pilot (who is very young) which made me a bit more nervous | I'm giving a very high compliment to the pilot Neil,First Time Flying . I have to share my experience this morning. I took my Very First Flight Ever a couple of hours ago and did it through RedTail Aviation in a 6 person plane. I was so nervous before I got on the plane and then I met the pilot (who is very young) which made me a bit more nervous. We...
44_470_Retail Air Adventures_2025-03-06,5,nervous,1,Chip was very good with a nervous flyer in our party,An excellent flight to Monument Valley with our pilot Chip,Monument Valley Flight . An excellent flight to Monument Valley with our pilot Chip. Good orientation briefing before the flight. Chip was very good with a nervous flyer in our party. He ensured all passengers saw the major landscape features on both sides of the plane. On our flight the air was ver...
44_470_Retail Air Adventures_2025-03-06,5,nervous,1,"If you're at all nervous about flying in small aircraft, my advice would be to just get over it, or you're going to miss an an unbelievable experience","Our pilot, Kim, was great, and the descriptions and overview flight were a great way to plan out what you might want to spend more time seeing from the ground","The Only Way to See Arches and Canyonlands . If you're at all nervous about flying in small aircraft, my advice would be to just get over it, or you're going to miss an an unbelievable experience. We took the Arches and Canyonlands combination flight a little over a week ago, and I'm still coming to..."
44_470_Retail Air Adventures_2025-03-06,5,nervous,1,"The take off, flight & landing were smooth (my wife & brother-in-law were both nervous but soon relaxed), the scenery was amazing and Mark, the pilot, was cheerful & informative and made the tour so much more memorable","We saw a guy at the ""terminal building"" and he introduced himself as Mark Francis, said that he would be our pilot next day & explained to us what to expect | The take off, flight & landing were smooth (my wife & brother-in-law were both nervous but soon relaxed), the scenery was amazing and Mark, the pilot, was cheerful & informative and made the tour so much more memorable","Bryce canyon tour . Redtail Aviation does various tours, we booked the 1 hour Bryce canyon tour from the UK before traveling to USA on a hectic sightseeing holiday. Three of us were going together & our agenda was continually changing but Jennifer at Redtail Aviation could not have been more helpful..."
21-44_Stunning Air Tour of the Columbia River Gorge by Envi Adventures_2025-02-27,5,afraid,0,Afraid of heights and oddly enough Spencer had to go even higher due to a helicopter in our way,,"Eat Pray Love . Afraid of heights and oddly enough Spencer had to go even higher due to a helicopter in our way. definitely faced the fears. Gorgeous gorgeous gorgeous view. i also got to sit in the front which was quite exhilarating. tip for future travelers, GET THE LONGER FURTHER TOUR! i wasn’t s..."
13-98_attraction_product_review_2025-02-27,5,nervous,1,This was my first time on a helicopter and I was a little nervous,"The pilot, Tone, covered all the safety info, and take off and flight were all smooth","Awsome experience! . The Hana Rainforest Helicopter Flight was an absolutely AWESOME experience. It started with check in. I read that the max number of passengers was 7, and counting all the people, I realized that we were at 14  so I figured we would be split into 2 groups. I was so pleasantly sup..."
13-98_attraction_product_review_2025-02-27,5,fear,1,"As someone with severe fear of heights and flying in general, I was hesitant to try a helicopter ride, but thanks to Captain Jake - I was put at ease and felt extremely safe and in very capable hands","As someone with severe fear of heights and flying in general, I was hesitant to try a helicopter ride, but thanks to Captain Jake - I was put at ease and felt extremely safe and in very capable hands","Once in a lifetime experience . As someone with severe fear of heights and flying in general, I was hesitant to try a helicopter ride, but thanks to Captain Jake - I was put at ease and felt extremely safe and in very capable hands. Jake happens to be from Colorado, where our party was from, and so ..."
13-98_attraction_product_review_2025-02-27,5,scared,1,Oh…and if you think you’re scared of heights…relax and enjoy this experience,Seeing the shoreline/cliffs while buzzing over the ocean…whirring above the rainforest tree tops…exceptionally cool landing in the valley…interesting learning from a very knowledgeable pilot both on the ground and airborne…and views that will last you a lifetime,Do this trip…you’ll never regret it!  AMAZING! . This was the highlight of an amazing nine-day trip to Maui.  This trip really has it all.  Seeing the shoreline/cliffs while buzzing over the ocean…whirring above the rainforest tree tops…exceptionally cool landing in the valley…interesting learning f...
13-98_attraction_product_review_2025-02-27,5,afraid,1,"I’m afraid of heights but I did it and it was amazing, I felt very comfortable with the pilot","I’m afraid of heights but I did it and it was amazing, I felt very comfortable with the pilot","Breathtaking . So professional, clean, informative, safe, super fun- the champagne was not only an awesome touch it was actually delicious! Landing in the rainforest to explore was phenomenal! It was muddy, but they had wet towelettes!!! I’m afraid of heights but I did it and it was amazing, I felt ..."
13-98_attraction_product_review_2025-02-27,5,fear,1,This was the trip of a lifetime for me as I have a fear of flying and I am now over it,"Our pilot, Felix, was extremely professional, competent and lots of fun | He explained every step of the safety procedures and was a great tour guide, answering questions and he knew every detail of the areas we flew over","Trip of a lifetime . Excellent customer service from beginning to end. Our pilot, Felix, was extremely professional, competent and lots of fun. He explained every step of the safety procedures and was a great tour guide, answering questions and he knew every detail of the areas we flew over. Landing..."
13-98_attraction_product_review_2025-02-27,5,fear,1,"I have a fear of flying but normally it’s a necessary evil to getting places, however I did not share this before our flight","Shout out to Rick Rickauscus, our Maverick helicopter pilot","Best thing ever! . Shout out to Rick Rickauscus, our Maverick helicopter pilot! This trip was amazing, in fact it was probably our favorite thing in Maui. I have a fear of flying but normally it’s a necessary evil to getting places, however I did not share this before our flight. From the tone of hi..."
13-98_attraction_product_review_2025-02-27,5,nervous,0,"We brought our 5 and 7 year old, and my husband was a bit nervous, but everyone ended up loving it and feeling very comfortable and safe",,"Highlight of our trip . Amazing!!! Definitely the highlight of our trip! Beautiful scenery, very knowledgeable staff, awesome views from every seat with the ample windows. We brought our 5 and 7 year old, and my husband was a bit nervous, but everyone ended up loving it and feeling very comfortable ..."
13-98_attraction_product_review_2025-02-27,5,nervous,1,My daughter was nervous to fly given the most recent helicopter crash in Hawaii and he made all fears go away from the moment he greeted our family prior to taking to the sky,"He is an experienced pilot that showed us the best of Maui from the air, landed in a rainforest and opened champagne for my wife and I",Maverick Helicopter Maui is a Absolutely FANTASTIC . There are moments in LIFE when you realize that you have experienced the PERFECT EVENT with your family!!!!  MAJOR thank you to Robert with Maverick for achieving a 10 STAR trip with my family!!  He is an experienced pilot that showed us the best ...
13-98_attraction_product_review_2025-02-27,5,fear,1,"Even with my fear of heights, this is how we chose to see that side of the coast instead of driving the road to hana and I am so glad we did",Eddie was our pilot and was extremely knowledgeable and our views were beautiful,"Amazing!! . Even with my fear of heights, this is how we chose to see that side of the coast instead of driving the road to hana and I am so glad we did!  Eddie was our pilot and was extremely knowledgeable and our views were beautiful!..."
13-98_attraction_product_review_2025-02-27,5,nervous,1,I was nervous and she was petrified but really wanted to try it,Our pilot Eddie from Minnesota is the best,AMAZING . Our pilot Eddie from Minnesota is the best!!!  My wife and I have never flown in a helicopter before so we didn’t know what to expect.  I was nervous and she was petrified but really wanted to try it.  Well before the trip was over we were already talking about other places we can’t wait t...
20-459_Envi Adventures_2025-02-27,5,afraid,1,"We weren't sure what to expect, especially with a 7-year-old who is a little afraid to try new things, but John (our pilot) was incredible","We weren't sure what to expect, especially with a 7-year-old who is a little afraid to try new things, but John (our pilot) was incredible","What a unique and beautiful way to see the waterfalls! . We had an unbelievable adventure! We weren't sure what to expect, especially with a 7-year-old who is a little afraid to try new things, but John (our pilot) was incredible! He made everyone feel at ease and did a wonderful job showing us all ..."
20-459_Envi Adventures_2025-02-27,5,terrified,1,"Our pilot, John, was super friendly and reassuring to my wife, who was terrified of getting into a small plane","Our pilot, John, was super friendly and reassuring to my wife, who was terrified of getting into a small plane","ENVI Adventures is the GOAT . I booked this flight while we were in Portland for my wife's birthday. Very cool to see the geography and get the lay of the land from an aerial view. Our pilot, John, was super friendly and reassuring to my wife, who was terrified of getting into a small plane. John kn..."
20-459_Envi Adventures_2025-02-27,5,afraid,1,"If you’re afraid of small planes, going with KJ is a totally safe bet","The pilot KJ was professional, knowledgeable, and did an amazing job","Gorgeous Scenery! Worth doing once! . We went on the Waterfalls & Gorge tour out of Troutdale (near Portland). Went for the waterfalls, but the scenery was what we were most amazed with! Pictures don’t capture how gorgeous this area is from above! You get a great view of some mountains too! The pilo..."
20-459_Envi Adventures_2025-02-27,5,scared,1,My teenage son was scared to get on at first but everything worked out,,"Memory . Piolit was great, he was calm, cool,knowledgeable,  great guy named Jon or John. 
My teenage son was scared to get on at first but everything worked out...."
20-459_Envi Adventures_2025-02-27,5,scared,1,"Even though I am scared of heights, the flight was very smooth",Pilot was awesome,"Best Experience . Even though I am scared of heights, the flight was very smooth! Pilot was awesome!! Friendly and accommodating. Amazing night city views ✨..."
20-459_Envi Adventures_2025-02-27,5,nervous,1,"Our pilot, Dave, was very knowledgeable, put us at ease (we were a little nervous), and showed us some incredible views","Our pilot, Dave, was very knowledgeable, put us at ease (we were a little nervous), and showed us some incredible views","Awesome experience! . This tour was excellent and I would recommend it to everyone! We booked it last minute online the night before with no issues. Our pilot, Dave, was very knowledgeable, put us at ease (we were a little nervous), and showed us some incredible views. We felt safe and enjoyed ourse..."
20-459_Envi Adventures_2025-02-27,5,nervous,0,I was quite nervous to go considering I've never been on a small plane before and I get super nauseous often | I wasn't nervous or nauseous as soon as we started,,Worth it! . Just amazing! I was quite nervous to go considering I've never been on a small plane before and I get super nauseous often. We had a smooth day which was perfect. I wasn't nervous or nauseous as soon as we started! Most smooth take off and landing I've ever experienced from flying. The v...
20-459_Envi Adventures_2025-02-27,5,scared,1,"I had a scared kid, and he’s clearly worked with kids before",The pilot was awesome,"Serine waterfall tour . The flight was lot’s of fun. The pilot was awesome. I had a scared kid, and he’s clearly worked with kids before. He made a real effort to ease her comfort, and she had a great time. He was very entertaining, and friendly. Worth going again...."
20-459_Envi Adventures_2025-02-27,5,nervous,1,"I was nervous before the flight, but he put my mind at ease",Davis was our pilot and he walked us through everything before we took off | He’s an excellent pilot and we had a smooth flight from start to finish,"An excellent adventure! . We had an amazing time! Davis was our pilot and he walked us through everything before we took off. He was very knowledgeable of the area and pointed out everything. I was nervous before the flight, but he put my mind at ease. He’s an excellent pilot and we had a smooth fli..."
20-459_Envi Adventures_2025-02-27,5,nervous,0,I was a little nervous about flying in Small plane,,Fantastic . I was a little nervous about flying in Small plane. However the staff were so friendly  and professional I felt right at ease. Great sights and very fun...
20-459_Envi Adventures_2025-02-27,5,"scared, nervous",1,"I was a bit nervous about the tiny plane but it was great | I would recommend this to anyone even if you’re a little scared it’s completely worth it, you won’t see views like this in any other way",Are pilot was very nice and helpful,Amazing . We had to reschedule due to weather but it was so much better on the day we did it. It was clear and beautiful you could see the mountains the views were incredible everything about this experience was amazing. I was a bit nervous about the tiny plane but it was great. my friend and I had ...
20-459_Envi Adventures_2025-02-27,5,nervous,1,"My boyfriend and I were a little nervous, but our guide clay, was so wonderful","My boyfriend and I were a little nervous, but our guide clay, was so wonderful","Fun in the sky. . The view was so breath taking and I loved seeing Multnomah Falls from a new perspective. My boyfriend and I were a little nervous, but our guide clay, was so wonderful. He eased our nerves, answered our question, was so friendly and sweet and fun. He really made the experience fun!..."
20-459_Envi Adventures_2025-02-27,5,scared,0,My friend Katie and I went on a flight the other day with Envi and I was a little scared at first but had so much fun,,Unforgettable flight with Envi :) . My friend Katie and I went on a flight the other day with Envi and I was a little scared at first but had so much fun! It was really so much fun and our flight over the Gorge was so beautiful. I have lived in Portland for most of my life and it was so neat to see ...
20-459_Envi Adventures_2025-02-27,5,nervous,1,"We were nervous as soon as we got to the airport, but Adam was professional and a great pilot","We were nervous as soon as we got to the airport, but Adam was professional and a great pilot","Wow! Great experience! . Adam was great! He made us feel comfortable, safe, and he is super knowledgeable. We were nervous as soon as we got to the airport, but Adam was professional and a great pilot! What a smooth take off, ride, and landing! It was great to see Oregon and Washington from the skie..."
20-459_Envi Adventures_2025-02-27,5,nervous,1,I was very nervous as it was my first small plane ride and he went out of his way to make my tour as comfortable as possible,"Next I want to thank our pilot, Spencer","10/10 + . First of all, I want to really thank Corey for being superbly flexible. I purchased my tour 2 years ago and wasn't able to get time to utilize my ticket due to either the weather or other events. 

Corey not only made it possible that I could still attend my tour years later but provided s..."
20-459_Envi Adventures_2025-02-27,5,nervous,1,"I was nervous about flying in a small plane, but the pilot was really capable, and the entire trip was delightful","I was nervous about flying in a small plane, but the pilot was really capable, and the entire trip was delightful","Fabulous views from the air! . I was nervous about flying in a small plane, but the pilot was really capable, and the entire trip was delightful.  I could see the homes and fields and then the mountains, Mt. Hood, Lost Lake, the Bridge of the Gods -- awesome!  It was really something to see where th..."
20-459_Envi Adventures_2025-02-27,5,afraid,1,"If you have never been a plane this small, it really is not anything to be afraid of","Very friendly, safe and entertaining pilot","fun little adventure . Ever since we went, I have been telling everyone what a great idea this is for a gift. Very friendly, safe and entertaining pilot. If you have never been a plane this small, it really is not anything to be afraid of. It actually feels safer than a huge passenger jet in a way a..."
20-459_Envi Adventures_2025-02-27,5,nervous,1,Was nervous about being in a small plane but Garrett the pilot made it such an enjoyable flight,Was nervous about being in a small plane but Garrett the pilot made it such an enjoyable flight,Vista View Tour . Excellent tour! Was nervous about being in a small plane but Garrett the pilot made it such an enjoyable flight. Would take another tour next time I'm in Portland.(:...
20-459_Envi Adventures_2025-02-27,5,nervous,1,"Our pilot was friendly and engaging, asked to make sure we weren't nervous or uncomfortable, and led a great tour through the area","Our pilot was friendly and engaging, asked to make sure we weren't nervous or uncomfortable, and led a great tour through the area","All around great! . Great experience and an amazing way to see the Gorge. Our pilot was friendly and engaging, asked to make sure we weren't nervous or uncomfortable, and led a great tour through the area...."
20-459_Envi Adventures_2025-02-27,5,nervous,0,Even the one nervous passenger enjoyed it,,Wonderfull Waterfalls . Informative.  Everyone enjoyed.  Great take-off and landing.  Smooth flight.  Even the one nervous passenger enjoyed it!...
20-459_Envi Adventures_2025-02-27,5,nervous,1,"My girls were nervous about the small, 4 seal plane, but all 3 agreed it was an amazing experience and that I should not hesitate to purchase another package for them for another occasion",I should mention as well that the pilot was fantastic and we all enjoyed him,"Do it!  Do it!  Do it! . I purchased the waterfall tour as a gift to my husband for Father's Day with the idea of him sharing the experience with his 2 daughter's- after all it was for Father's Day ;)  After being together 34 years, there isn't much to give someone anymore that isn't just going thro..."
20-459_Envi Adventures_2025-02-27,5,nervous,1,I was pretty nervous the weeks leading up to our flight due to the smoke from the gorge fire – I wasn’t sure how the views would be but this flight did not disappoint,"Our pilot did have flight restrictions due to the smoke but we got extremely lucky in that it was a clear day and the burned spots did not detract from the incredible views | Our pilot was so knowledgeable and friendly - he even took pictures for us, standing beside the plane",unforgettable birthday surprise . I booked the quicksand triangle tour at the end of September for my boyfriend’s birthday. I was pretty nervous the weeks leading up to our flight due to the smoke from the gorge fire – I wasn’t sure how the views would be but this flight did not disappoint! Our pilo...
20-459_Envi Adventures_2025-02-27,5,terrified,1,I'm terrified of flying but really wanted to see the view,The pilot with Envi did an excellent job flying and making me feel safe,Beautiful! . This was an excellent experience! I'm terrified of flying but really wanted to see the view. The pilot with Envi did an excellent job flying and making me feel safe! And the view was amazing! Great experience!...
20-459_Envi Adventures_2025-02-27,5,nervous,1,I was so nervous to take this tour but our pilot was knowledgeable and put me at ease,I was so nervous to take this tour but our pilot was knowledgeable and put me at ease,Best experience! . I was so nervous to take this tour but our pilot was knowledgeable and put me at ease. It was the best experience and I will be taking another tour with envi adventure....
34_566_attraction_review_2025-03-04,5,nervous,1,"My husband and I were so nervous about getting on a small plane but the Westwind staff put us at ease right away and our pilot, “Hollywood”, was amazing","My husband and I were so nervous about getting on a small plane but the Westwind staff put us at ease right away and our pilot, “Hollywood”, was amazing","The BEST way to see the Grand Canyon and Monument Valley! . My husband and I were so nervous about getting on a small plane but the Westwind staff put us at ease right away and our pilot, “Hollywood”, was amazing!  The views from the plane really can’t be truly captured in photos. It was amazingly b..."
34_566_attraction_review_2025-03-04,5,terrified,1,Dan was an incredible pilot who made me feel so secure when I was terrified,Dan was an incredible pilot who made me feel so secure when I was terrified,Incredible Grand Canyon Experience . Dan was an incredible pilot who made me feel so secure when I was terrified.  It was not scary AT ALL in the end and the views were BREATHTAKING.  This is a MUST do for anyone who wants to see the Grand Canyon.  Incomparable and amazing....
34_566_attraction_review_2025-03-04,5,nervous,1,"A little nervous about a little plane, but our pilot put us at ease","A little nervous about a little plane, but our pilot put us at ease","Amazing . We had a great experience.  A little nervous about a little plane, but our pilot put us at ease.  The scenery was fantastic.  It was a great way to see the Grand Canyon...."
34_566_attraction_review_2025-03-04,5,fear,1,Pilot Tom was very nice and sensitive to our moderate fear of heights and flight turbulence,Pilot Tom was very nice and sensitive to our moderate fear of heights and flight turbulence,Most memorable Grand Canyon Aerial Tour. . Did a 2-hour Grand Canyon Aerial-only tour from Sedona. Absolutely fantastic. Highlight of our fantastic trip. Westwind helped me when Sedona Air Tours cancelled our 2-month long reservation (only days before our trip and only when I called to confirm). Pil...
34_566_attraction_review_2025-03-04,5,nervous,1,"My son was a little nervous, but our pilot, Max, was wonderful and took us through every step of the flight","My son was a little nervous, but our pilot, Max, was wonderful and took us through every step of the flight | The views were amazing and the commentary by our pilot made the entire experience fantastic","Fantastic Tour with Amazing Views . My son and I visited the Grand Canyon for a once-in-a-lifetime trip. We scheduled a Rim to Rim tour on Westwind Air Service and it was an experience we will never forget. 

Check-in at the airport was super easy and we were out on the tarmac within 5 minutes of ar..."
34_566_attraction_review_2025-03-04,5,"fear, nervous",0,"The flight was great, for those of you nervous about small planes, have no fear, the flight was smooth",,"Unforgettable! . If you are looking for an experience that will blow you away, this is it! The flight was great, for those of you nervous about small planes, have no fear, the flight was smooth. We went on the day trip to Sedona, the scenery on the flight there and back was amazing, and the wine was..."
34_566_attraction_review_2025-03-04,5,nervous,1,"I was a little nervous doing the tour with 7 and 9-year-old boys, but it was wonderful and not stressful at all","The Pilot/Tour Guides are key to having a great experience on an endeavor like this | Our pilot, Lowell, did a wonderful job with the children in the group and knowing who may need an extra hand","Great experience with my 7 & 9 year old boys! . I was a little nervous doing the tour with 7 and 9-year-old boys, but it was wonderful and not stressful at all! The Pilot/Tour Guides are key to having a great experience on an endeavor like this. Our pilot, Lowell, did a wonderful job with the childr..."
34_566_attraction_review_2025-03-04,5,nervous,1,especially those of us in the group who were a bit nervous about flying in a smaller plane,Mark our pilot was great | our guide Hailee was fun and knowledgeable,Amazing trip to the Grand Canyon! . Highly recommend this trip!  Mark our pilot was great..very conscientious with a great sense of humor!  He made us all feel comfortable..especially those of us in the group who were a bit nervous about flying in a smaller plane.  We had a pretty smooth ride over S...
34_566_attraction_review_2025-03-04,5,afraid,1,Afraid of heights but I still was able to do it by walking on opaque parts and holding onto railing,Ask for Tommy the pilot as your guide,"Planes, no trains (helicopter, boat) no automobile but a bus . Plane ride from PHX to West Rim was great even with a short stop in Sedona. Boat ride on Colorado River was short and smooth and visually pleasing, different perspective. The Helicopter ride to Canyon floor was breathtaking. Can't even d..."
34_566_attraction_review_2025-03-04,5,nervous,1,"Overall, a superior experience and perfect for any nervous small plane/helicopter travelers because everything was conducted in such a professional manner","Karla, our pilot and guide for the day, was wonderful","Amazing day trip GC West Rim from Phoenix!!! . We booked this GC day trip from Phoenix as a surprise for our high school and college age kids for Christmas while on vacation in Scottsdale. (Book well in advance as this is one of their busiest times of the year.) Definitely a splurge, but with limite..."
34_566_attraction_review_2025-03-04,5,nervous,1,"He loved the helicopter ride, was nervous","Great value great guide | Our Pilot, Colby G","Great value great guide . If you're going to Phoenix AZ and have 1 day to spare I strongly recommend the all inclusive trip to the Grand Canyon.  Our Pilot, Colby G. was funny, knowledgeable and entertaining.  We took a private 9 passenger plane from Phoenix to the West Rim of the Grand Canyon, took..."
34_566_attraction_review_2025-03-04,5,"nervous, afraid",1,"It might not be the best option for people afraid of heights, although my wife falls into that category, and while she was nervous she still made it down","From there, a van brought us to the canyon (10 minute ride), where we hiked down into the canyon with our guide | Our guide was super friendly and extremely well qualified (how often do you get a geology grad student to give you a tour of the canyon)","Spectacular Experience . Westwind flew us from Phoenix to the Grand Canyon in a single-engine cessna, where we spent 30 minutes flying back and forth across the canyon before setting down at the local airport. From there, a van brought us to the canyon (10 minute ride), where we hiked down into the ..."
34_566_attraction_review_2025-03-04,5,nervous,1,"Randy, our pilot was great -very informative and did a great job calming the nerves of those of us who were nervous flyers","Randy, our pilot was great -very informative and did a great job calming the nerves of those of us who were nervous flyers",Outstanding Tour . This was the trip of a lifetime.  A fascinating flight from Phoenix via Sedona to The Grand Canyon with a good 30 minutes flying across and around the Canyon.  The views through the whole journey were incredible but the actual flight across from the South Rim to the North Rim was ...
34_566_attraction_review_2025-03-04,5,nervous,0,I was a nervous wreck boarding the plane,,I survived!! . This was my first trip to the Grand Canyon and wow what a doozy it was!  We took our tour from the Sedona airport.  This was an experience that my husband has wanted to do for a long time.  Our two boys (10 & 13) were also with us.  Let me just say that I do not like to fly and I defi...
34_566_attraction_review_2025-03-04,5,fear,1,I have a fear of heights and was cautiously fine,"Really my only complaint was watching no one tip the pilot of WW, who is essentially your tour guide all day | You have the opportunity to buy your photo in front of the plane as the last thing you do at WW, perhaps when you are paying there could be a ""would you like to add an additional gratuity to the pilot of your plane","Excellent experience from Scottsdale to GC however . Really my only complaint was watching no one tip the pilot of WW, who is essentially your tour guide all day.  At least our guy offered a LOT of information and background along the way, was able to get us in an out of lines faster etc.  I underst..."
34_566_attraction_review_2025-03-04,5,afraid,0,The helicopter flight to the bottom of the canyon is very cool - don't be afraid if this is your first helicopter experience - it's worth the flight,,Excellent company - Great Travel Experience . I visited Scottsdale the week after Christmas and had the great pleasure to take two trips with Westwind Air Service. The first was the Grand Canyon West Rim Adventure Tour - this is the trip to take to get a focused tour of the Grand Canyon. The helicop...
Talkeetna Air Taxi,5,scared,1,I was scared before we left but got over that quickly and really enjoyed it,The pilot was friendly and knowledgeable | Our trip actually left a little early since the pilot and all of us (6) were ready to go,"just do it . We watched the weather and when the forecast showed clear weather for the next afternoon, we booked a flightseeing tour that included a glacier landing. They were almost completely booked and they will refund if the flight is cancelled due to weather so you may not want to wait to book...."
Talkeetna Air Taxi,5,nervous,1,The pilot was great and I wasn't nervous at all,The pilot was great and I wasn't nervous at all,Incredible views . This was my first time in a small plane.  The pilot was great and I wasn't nervous at all.  We were lucky enough to have a clear day.  We flew very close to the mountains and glaciers.  The views were stunning.  My photos didn't do them justice....
Talkeetna Air Taxi,5,nervous,0,Was a bit nervous flying in a small plane through rugged mountain passes,,"Incredible experience, professional team . Couldn't be happier with my flight.  Was a bit nervous flying in a small plane through rugged mountain passes.  The team did a great job of being very professional and guiding throughout.  One of the best things we did on our first trip to Alaska.  Highly r..."
Talkeetna Air Taxi,5,anxious,1,"She eased the young guest who was anxious, was personable and professional","Leighan, our pilot, was amazing","Highlight of our 2 weeks in Alaska . Amazing views of Denali- we were fortunate to have a clear day. Leighan, our pilot, was amazing. The flight was smooth, landing on the glacier was awe-inspiring, and her commentary was interesting and tailored to the group. She eased the young guest who was anxio..."
Talkeetna Air Taxi,5,terrified,1,I was terrified of this adventure I am not one for small planes or heights,Our  pilot was so great (Stan),Breathtakingly Beautiful . Glacier landing was amazing.  I was terrified of this adventure I am not one for small planes or heights.  Our  pilot was so great (Stan).  From take off to landing it was the smoothest ride ever.  Landing on the Ruth  Glacier was by far one of the most beautiful things I ...
Talkeetna Air Taxi,5,terrified,1,"My husband was terrified to go on this tour, but our pilot, Leighan, made him feel totally comfortable","My husband was terrified to go on this tour, but our pilot, Leighan, made him feel totally comfortable","Life changing . What an amazing experience! My husband was terrified to go on this tour, but our pilot, Leighan, made him feel totally comfortable. She was super friendly, knowledgeable, and knew what she was doing. The views were absolutely incredible! This was the highlight of our  Alaska vacation..."
Talkeetna Air Taxi,5,nervous,1,"My girlfriend is a nervous flier, and our pilot made her feel extremely safe","My girlfriend is a nervous flier, and our pilot made her feel extremely safe | Our pilot was knowledgeable of the geography in the area, and the flight path enables great views for passengers on both sides of the plane","Mountain Voyager with Glacier Landing . My girlfriend and I spent two weeks traveling throughout Alaska, and this was the highlight of our trip (it was even better than catching a 60lb halibut in Prince William Sound). We lucked out with amazing weather, and very clear views of Denali. We're from Co..."
Talkeetna Air Taxi,5,anxious,0,"Friendly , helpful staff that is anxious to please",,"High Point in Alaska Vacation ! . Friendly , helpful staff that is anxious to please!...Great Trip!  
I recommend this for everyone visiting the 49th State...."
Talkeetna Air Taxi,5,"fear, frightened",1,"Honestly, I was frightened to do this and I am prone to motion sickness | I had the best time- no fear and no motion sickness",Our pilot Alex was the best,"Truly amazing- must do this! . My husband and I did the Grand Denali tour with the glacier landing and it was the experience of a lifetime! Our pilot Alex was the best! Honestly, I was frightened to do this and I am prone to motion sickness. I had the best time- no fear and no motion sickness. The s..."
Talkeetna Air Taxi,5,nervous,1,Even though a nervous flyer I had complete confidence in Nick from the start and though nervous it was an experience I will never forget and so happy myself and my wife experienced,We were warmly greeted at reception and then met our pilot Nick who guided us to our little plane for our flight to Mt Denali,Once in a lifetime experience! . Wow. If I could give more stars I would. We were warmly greeted at reception and then met our pilot Nick who guided us to our little plane for our flight to Mt Denali . Even though a nervous flyer I had complete confidence in Nick from the start and though nervous it...
Talkeetna Air Taxi,5,fear,0,At no time did we feel fear,,"WONDERFUL . We enjoyed our flight so much.  At no time did we feel fear.  Our son, visiting from Chicago, joined us!..."
Talkeetna Air Taxi,5,nervous,0,My husband was very nervous and wasn't sure if he was going,,Breathtaking . Amazing experience. My husband was very nervous and wasn't sure if he was going. The staff were understanding and help alleviate his fears enough for him to give it a try and he loved it!...
Talkeetna Air Taxi,5,nervous,1,"This naturally made all of us nervous, but a call to the company assured us that their pilots at Talkeetna Air Taxi were very experienced with years of flying under their belts","Clay was our pilot, and he made sure everyone was comfortable and did a great job explaining our scenery and how the rivers and such came about","Flight into the gorge - beautiful views . Our group went in a 10 passenger plane up to Denali and flew into the gorge to view the glaciers - it was an experience to not miss. Clay was our pilot, and he made sure everyone was comfortable and did a great job explaining our scenery and how the rivers a..."
Talkeetna Air Taxi,5,nervous,1,My teens were nervous before we started but once we were in the air they were mesmerized,Our pilot was fantastic giving us great information during the flight,Trip of a lifetime . We got to see Denali!  The weather was perfect.  Our pilot was fantastic giving us great information during the flight.  The glacier landing is an experience none of us will ever forget.  My teens were nervous before we started but once we were in the air they were mesmerized.  ...
Talkeetna Air Taxi,5,nervous,1,"Even though they were a bit nervous before they took off, their anxiety soon vanished with the competency of their pilot, and as they took in all the sights and then landed on a glacier on Denali","Even though they were a bit nervous before they took off, their anxiety soon vanished with the competency of their pilot, and as they took in all the sights and then landed on a glacier on Denali","Friendly, competent staff make for a fun trip! . My husband and I took one of Talkeetna Air's flightseeing trips around Denali when we were in Alaska in 2001, so we were delighted when our son and daughter decided to do the same this summer.  Even though they were a bit nervous before they took off,..."
