word,chinese_translation,stage_origin,frequency_2500,review_count_2500,example_context
purses,purses（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_a158a996fb85a211763435ea :: The flight itself is really scenic. I liked that we landed in the water about halfway through and could walk out on the sides of the plane to take in the view. Pilot was good but d...
push,push,Stage 2 (2000 Expansion),1,1,"review_b754ed3692f3b60dbebf8396 :: An hours flight to and from Grand Canyon airport, then a 10/15 minute bus ride to the rim of the Grand Canyon itself. Amazing, breath taking views! Another 10/15 minute trip furthe..."
pushed,pushed,Stage 2 (2000 Expansion),1,1,"review_0917d8623f4e90596a7ec3bf :: I have never flown in a 6 seater plane, was very nervous but knew if the weather was clear that I must do it. The sun was out, our pilot Leeann is a 3rd generation woman pilot and ..."
putter,putter（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_442bd14270e4cf874af0ab43 :: Last year, Taquan (pilot Dave and guide Mark Phillips) did an excellent job at getting us to Anan Creek.  However, due to our ship's limited time in port last year, along with poor..."
qhe,qhe（中性词）,Stage 1 (500 Discovery),1,1,review_782108ad97fa0d3252690e48 :: Booked weeks in advance qhe wecwere at home on New Zealand. Acidently bookex yhe wrong mouth. Booked August 19 instead of September 19. Was not in US o  August 19. No refund from M...
questioned,questioned,Stage 2 (2000 Expansion),1,1,review_efeaeb4a6551b14a2308396f :: This was maybe the best experience we had during our three weeks in AK. We were concerned that the flight would be cancelled due to a heavy smoke haze from several fires. I emailed...
quiz,quiz（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_ed42ef9dc4fa813cfcacdfdb :: My family of 4 did this tour last week and were beyond impressed.  We opted for Maverick because of their fleet of newer helicopters with ample windows spanning down to the floor i...
raced,raced（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
rail,rail,Stage 2 (2000 Expansion),1,1,"review_8bf531e554f4eb9eb061f4ee :: We booked a Denali flight, and when we arrived in Talkeetna by Alaska Rail from Anchorage, the weather was so bad that they canceled it.  They were very professional and apologetic..."
rains,rains（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_6b8f7d1252deb4bcdaeae9be :: My wife and I  booked our tour to Misty Fjords through Princess Cruise. I had mixed feeling about the tour because we could only get space on the first flight out of the day and I ...
raising,raising,Stage 2 (2000 Expansion),1,1,"review_b241dd3384839bc487012204 :: Loved the flight ... the plane came in to Friday Harbor a bit late (about 10 minutes), and for those of us used to constant updates on delayed flights on the regularly scheduled ma..."
rally,rally,Stage 2 (2000 Expansion),1,1,"review_86bd6193f824d794bcf2deb5 :: When you pick an aerial solution to fly over Kauai, you have basically two choices - helicopters or fixed wing aircraft.

Air ventures represents the best solution on Kauai for the..."
rang,rang（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_3988105c8c03cdaaf499f80e :: On arrival in Vegas we rang to confirm our flights for the following day.
ranging,ranging（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_2a211e66566d9506094042c7 :: My family of 5 ranging in ages of 18 to 73 embarked on this amazing flight in March 2022.  I admit I was a bit nervous as flying can bring anxiety sometimes but Billy - our pilot w...
rank,rank（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_186b5b656eb62634d7c04fa5 :: Perfect day, perfect flight, perfect take offs and landings....very engaging pilot/guide and the most breath taking views of Denali.  If you are saving your $$$ to do something tha..."
ranking,ranking,Stage 2 (2000 Expansion),1,1,review_44648eb04c0d30ed464822ef :: The staff was very helpful and accommodating. The pilot was great and we had just enough clear weather to see the top of Mt. McKinley. This was the highlight of this portion of our...
rapid,rapid,Stage 2 (2000 Expansion),1,1,review_sample :: Sample review context for rapid...
rapidly,rapidly（副词/程度词）,Stage 1 (500 Discovery),1,1,"review_65d0a54805e601aa5a524fcc :: This review is for the Grand Deluxe tour with Kauai by Air. The tour covers most of the standard spots in Kauai including Jurassic Falls, Napali, Waimea Canyon, etc. 

Experience (..."
rarely,rarely（副词/程度词）,Stage 1 (500 Discovery),1,1,"review_a16674769364bddb39438f8b :: Very rarely am I rendered speechless. But when I was recently surprised with a Westwind adventure to the Grand Canyon, that’s exactly what happened. From the moment we arrived and ..."
rave,rave（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_14fb1c381a6cd986fd64e61c :: We spent two days in Talkeetna hoping to do a flight around Mt. Mckinley and do the glacier landing.  From the time I made reservations (months in advance) I was completely impress...
raw,raw,Stage 2 (2000 Expansion),1,1,review_0a303dae0749ceb1d6610e2f :: Met Bruce in the morning and he drove us to the airport. He's extremely personable and even tho he wasn't our pilot he put us in very capable hands.  That  of Marcus. My husband an...
readily,readily,Stage 2 (2000 Expansion),1,1,"review_e612dacaca8236799bcb3f46 :: Our flight on a sunny Sunday morning was awesome.  It was a great way to see the beauty of the entire island, from a different perspective than we could see by land or sea.   The p..."
realise,realise（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_b8ab433b6add39f65bbcf6a9 :: Everyone paid the same price but the experiences were vastly different depending on where in the helicopter you sat.  I sat in the back in the middle and had a very restricted view...
realised,realised,Stage 2 (2000 Expansion),1,1,review_b3611bb117be728e25d5ddec :: We had booked the 11 am tour online even before we reached Kauai. We called ahead and the person who answered told us we could come by 10:45 am or so. We reached round about then o...
rebooking,rebooking（中性词）,Stage 1 (500 Discovery),1,1,"review_7e2201b48b681475df75ef1a :: In August 2024, we booked the Southside Explorer with a glacier landing for my family of 4.  Unfortunately, the morning of our tour it was rainy with low clouds.  Talkeetna Air Tax..."
recall,recall,Stage 2 (2000 Expansion),1,1,review_65f6eeef22d6baf1636ca70e :: I have travelled to many parts of the world but this 2 hour flight with TAT is THEE BEST experience I can ever recall. They are seasoned professionals that will greatly exceed your...
reccommending,reccommending（中性词）,Stage 1 (500 Discovery),1,1,"review_2c1a37640a6578dcad237166 :: We went on the Base camp flight 2nd of June 2012, our pilot was Tyler. Firstly to you Tyler....AWESOME Mate never felt so safe in a small plane before, your expierience was evident..."
receives,receives,Stage 2 (2000 Expansion),1,1,"review_4f660d3f2dd19b5d0f0ddc9a :: My husband and I went on a flight 3 days ago, and it was amazing! I took a Dramamine prior, since I get motion sickness, and had no problem! I got to be the 'co-pilot', which didn'..."
receiving,receiving,Stage 2 (2000 Expansion),1,1,"review_6b4f55a23869141d6e9fcb5b :: We are long time Alaskans and have viewed Denali from the air as well as the road system on several occasions.  Our K2 Aviation flightseeing trip topped them all. 

The phone reser..."
receptionist,receptionist（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_082e1f27aa3bb895882c5db8 :: I wanted to do something special for my girlfriend's birthday. I've been to Kauai a couple of times but she has not. What better way to see an island for the first time than seeing...
reckon,reckon（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
reconfirmed,reconfirmed（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_0c2e779b1a3abee202ca96af :: Talkeetna Air Taxi's record was good, but talking to the staff reconfirmed that safety is their main concern as well."
recoomend,recoomend（中性词）,Stage 1 (500 Discovery),1,1,review_3ba1137cb1b4e9207840a231 :: We found a really nice fishing experiance in Talkeetna.Starting with Molly the office manager to the pilots and guides. All were friendly and accomodating. Yes we did catch many fi...
records,records（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_0f50928b644eab8e69fd4905 :: I need to reschedule the flight for 3 times because of Glacier Landing. When I asked a front desk person, when was the last glacier landing, she did not able to answer me which is ..."
recovery,recovery,Stage 2 (2000 Expansion),1,1,review_31d02e746901b0e21a1657e6 :: The staff is great and views are spectacular!  I would recommend this trip. If you have motion sickness take something beforehand it can be rough at times but staff is great to hel...
redtailair,redtailair（中性词）,Stage 1 (500 Discovery),1,1,"review_d780f91654b1c9f99a2a236a :: We so enjoyed doing some Christmas shopping in downtown Moab! And want to give a BIG shout out to Allysa Keogh for staying late and helping us pick out gifts jewelry, bags and coff..."
reduces,reduces（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_65d0a54805e601aa5a524fcc :: This review is for the Grand Deluxe tour with Kauai by Air. The tour covers most of the standard spots in Kauai including Jurassic Falls, Napali, Waimea Canyon, etc. 

Experience (..."
reflecting,reflecting,Stage 2 (2000 Expansion),1,1,"review_9f9111190c4a6d851371d2f7 :: We want to express our appreciation to Chip Sonn, our K2 pilot for our fantastic late afternoon/evening flight excursion while recently visiting Talkeetna, Alaska.  As part of our ..."
reflects,reflects,Stage 2 (2000 Expansion),1,1,"review_1c3fa7922ca781304caf6f20 :: Unfortunately the cloud ceiling in the Gorge prevented us from doing most of the trip. However, the pilot, David, made a big fuss showing my 5 year old grandson the plane, let him ..."
refresher,refresher（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_d3344afb3778097e79588e15 :: I purchased a flight with Bruce ( instructor) for a refresher for my husband who has not flown in years.  Bruce was fantastic. Great instruction, calm and great island commentary. ..."
refuel,refuel（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_65d0a54805e601aa5a524fcc :: This review is for the Grand Deluxe tour with Kauai by Air. The tour covers most of the standard spots in Kauai including Jurassic Falls, Napali, Waimea Canyon, etc. 

Experience (..."
refused,refused（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_5bc1dd064ce1bf7325638ddb :: A party of 4 of us took the Grand Voyager tour in June 2008. The cost for 4 people being nearly $1300. You would expect with that sort of price that your tour would be organise pro...
refusing,refusing,Stage 2 (2000 Expansion),1,1,"review_ce23c1ddd00fe162177658fe :: To be fair, I want to say upfront that this review focuses not only on the provider but also on Trip Advisor (based on the comments of the owner/vendor that Trip Advisor is horribl..."
regaining,regaining（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_d4fa1a7a54b252b2583388d6 :: Last week we did the seaplane tour of the Misty Fjords on Taquan Air Tours.  The views were spectacular.  However, breathing in diesel fumes while in-flight was not fun.  Anyway, a..."
regent,regent,Stage 2 (2000 Expansion),1,1,"review_322548ca63fb6529492ff9f2 :: There was a plane crash (not a Seawind Aviation plane) on Prince of Wales Island four days before we arrived by cruise ship in Ketchikan. The pilot of that plane, which had 10 pass..."
regretted,regretted（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_1e895e6c2b2882d87c42eec5 :: We had considered a helicopter trip, but ended up choosing the trip in a Cesna, and we have not regretted it."
relative,relative,Stage 2 (2000 Expansion),1,1,review_sample :: Sample review context for relative...
remark,remark,Stage 2 (2000 Expansion),1,1,review_f75fe0111b8e187b8fee1524 :: We enjoyed the trip around Kauai flying in the GA-8 Airvan (fixed wing airplane).  It all started with the viewing of several whales. We were lucky enough to have excellent weather...
remedy,remedy（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_5af0aa2ddab59ab12c933bdc :: Everything about our flight was spectacular. Marcus is not only an excellent pilot, he shares information that is helpful in making your activities more informed. We highly recomme..."
remembered,remembered（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_dafd17fb22d68e59bc4affa4 :: They actually remembered my dad!
reminded,reminded（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_c0eca4e9ffc9c70d92b13055 :: The Air ventures staff met all our requests and then some. This was a flight for our Anniversary and what a special flight it was!!! The pilot was wonderful he spoke just enough an...
remoteness,remoteness（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_bc7fbcf3277bf94df5eb193e :: We were able to see The Maze, which we never would have been able to do otherwise given its remoteness and inaccessibility."
remove,remove（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
removed,removed,Stage 2 (2000 Expansion),1,1,"review_5c6c2fbb71df1032bad350b6 :: I booked this as a 50th birthday treat for my Husband, and we both enjoyed every minute. From being met at the ABC store (where our driver removed the WOK sign from the car, becaus..."
removing,removing,Stage 2 (2000 Expansion),1,1,"review_9d3eaa0a88e516a0261e52f8 :: We had originally thought about doing a helicopter trip of the Canyon, but several people who'd visited suggested the airplane tour was better. We decided to go for it and weren't ..."
rendered,rendered（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_a16674769364bddb39438f8b :: Very rarely am I rendered speechless. But when I was recently surprised with a Westwind adventure to the Grand Canyon, that’s exactly what happened. From the moment we arrived and ..."
rendering,rendering,Stage 2 (2000 Expansion),1,1,"review_f5aae7feafddea8375b842cb :: What a wonderful morning we had  on Thursday. Everything turned out to perfection.
Bruce and Ellen and Josh and dori are, without a doubt,  the most amazing people
To deal with. Br..."
renewed,renewed（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_91b5ac257e996a4c3bfffe58 :: We were particularly interested in seeing from the air some specific parts of the island - particularly, the areas that we had not been able to see from the ground/sea, the place where we were staying, and the area where my parents had renewed their wedding vows."
repay,repay（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_e8ba09c98f233e51030cc9c3 :: My wonderful friend treated me to the trip starting in Phoenix to Sedona then over Grand Canyon- many views then pink jeep trip on land from airport in Grand Canyon takes you to se...
repeatedly,repeatedly（副词/程度词）,Stage 1 (500 Discovery),1,1,review_e68e4472a8fa5075641e96df :: We booked our round trip flight online and the people were great to work with very helpful and answered all questions repeatedly. We flew on a scheduled flight to Edna Bay Alaska a...
replaced,replaced,Stage 2 (2000 Expansion),1,1,"review_11cfb95fc7cc0f6a6f5d0672 :: We took the two-person plane ride that takes you on an hour tour of Kauai.   Brian was our pilot.  The plane is 60 years old and looks a little rough, but he assured us the engine ..."
replicated,replicated（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_081f2052b123258e8f9fa1aa :: The views can't be replicated on land.
replies,replies（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_a49c3b4b417661efc807e243 :: Well, there really is a reason that this is rated number 1 for attractions and activities...there really is no downside.  Firstly, making a reservation by phone or online via their..."
reported,reported,Stage 2 (2000 Expansion),1,1,"review_2a5d985709d9161c55eb8f32 :: We wanted to visit the Napali Coast, but it's only available by air or boat.  We looked into the boat cruises.  The one we looked at started at 8am and would take 5 hours.  There w..."
reporting,reporting,Stage 2 (2000 Expansion),1,1,"review_cc9bb85db1273e550ea2d2cf :: The rule of thumb is that there is a 1 in 3 chance of seeing Denali (Mt. McKinley) without cloud cover. However, on those days that Denali is in the open a flight is a must if your..."
represent,represent,Stage 2 (2000 Expansion),1,1,"review_cc328269f397c07ed0771347 :: I was on the island of Oahu, Hawaii when my plans to visit Pearl Harbor fell through.  I didn’t want to waste one day of our two week vacation and so I decided to research how I co..."
representatives,representatives（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_8e74666f0bd945670a6d92b7 :: Awesome experience of flying with Talkeetna Air Taxi. All the representatives were very helpful, warm and welcoming. Pilot was very friendly, explained everything about the trip, D..."
represented,represented（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_51d3d1bdd73dc48dd25270e7 :: A once-in-a-lifetime experience offering the best aerial views of San Francisco where our pilot showed us the entirety of the city along with its local landmarks including Sausalit...
represents,represents,Stage 2 (2000 Expansion),1,1,"review_86bd6193f824d794bcf2deb5 :: When you pick an aerial solution to fly over Kauai, you have basically two choices - helicopters or fixed wing aircraft.

Air ventures represents the best solution on Kauai for the..."
requesting,requesting（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_dc71022ec47fe7e7dad91e8d :: As an earlier reviewer mentioned, one of the Westwind planes (not the ""Executive"") has a ""bench"" at the back- with only a waist belt and no padding- which I was unfortunately assig..."
rescue,rescue,Stage 2 (2000 Expansion),1,1,"review_7b58d293dd9c04e355bf1055 :: SeaWinds came to our rescue when I booked the wrong flight off POW island!  They responded very quickly, sent a 185 floatplane to pick us in time to meet our commercial flight in K..."
resounding,resounding,Stage 2 (2000 Expansion),1,1,review_2ef4b1a16a693f1d47846fd5 :: Words can't describe the experience of a flight seeing trip and glacier landing with K2 Aviation!  The views are something that can only be experienced from the air.  The time spen...
respect,respect（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_fea58727faaa3a0887fe14ea :: We had a very short time to explore the Grand Canyon. We decided to take the early flight and were completely satisfied in every respect. Of course the views were absolutely magnif...
responsibility,responsibility,Stage 2 (2000 Expansion),1,1,"review_6c1adb3500c04be45ded8f18 :: The tour itself is good, the Grand Canyon is definitely a sight to see - the problem is the company running the tour.

We had booked a Grand Canyon tour from Las Vegas. First probl..."
restraint,restraint,Stage 2 (2000 Expansion),1,1,review_sample :: Sample review context for restraint...
retail,retail（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_5acad42fcb96595910c9a410 :: Got a call a couple days before our flight saying we'd booked through a third party and our seats were actually not available.  WRONG.  We booked directly on Mavericks website and ...
retiring,retiring,Stage 2 (2000 Expansion),1,1,"review_2b6bc8d10cafc122fe31b0ce :: We visited Kauai while cruising on the Pride of America, which provided a limited amount of time to see the island.  Fortunately for us, we researched flights and decided on Wings ..."
retreat,retreat（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_f1afb11c14a20df3c0e654e1 :: All I can say is GO. And K2 is the company to GO with.
That's our experience. And what an experience it was...

If you have the means and the wherewithall to
afford this trip, it i..."
reveal,reveal（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_6817a71966166352425fc30b :: Took a 70 minute flight with my two young daughters, the Gippsland GA8 (airvan) is a comfortable aircraft, each passenger has a bubble window suitable for photography, and cold bot..."
revived,revived,Stage 2 (2000 Expansion),1,1,review_7c067646bad99491fc1683a1 :: Our flight was cancelled because of bad weather. W revived a full refund. The crew was so kind and let us go into the air plain to have some pictures. Next time we will book them a...
revolting,revolting,Stage 2 (2000 Expansion),1,1,review_b226b58865dcbe2109b81484 :: We recently took a flight seeing trip to Misty Fjords with Taquan Air.  We chose this company because of the B1G1 free coupon offered in the Toursaver coupon book.  I really didn't...
rewriting,rewriting（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_254f46e4a5fb0f6c7e0c50cd :: I am rewriting this review, as my first review was softly forced.  The pilot stopped the golf cart near the hangars and asked us to click the links and do the review on the spot…an..."
rhus,rhus（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_782108ad97fa0d3252690e48 :: Booked weeks in advance qhe wecwere at home on New Zealand. Acidently bookex yhe wrong mouth. Booked August 19 instead of September 19. Was not in US o  August 19. No refund from M...
richer,richer,Stage 2 (2000 Expansion),1,1,"review_aeffe92844e0341d0482bf45 :: A truly exceptional experience to fly above one of out planet's greatest wonders.
They are a highly professional team and courteous to boot.
With trepidation I embarked on the jour..."
ridiculously,ridiculously（副词/程度词）,Stage 1 (500 Discovery),1,1,"review_d18422a17e8d2b9406c1af63 :: Grand Canyon airlines picked us up from the hotel, and took us to the Boulder airport, the company is ridiculously well organized and every thing went flawless, once we landed at t..."
rig,rig,Stage 2 (2000 Expansion),1,1,review_0ac3c838b5eebb975ea271ab :: K2 does a great job!  they are profissional and flexible working with climbing teams.  Lots of space in the hanger to rig for an expedition.  friendly and knowledgeable staff.  saf...
rigorous,rigorous,Stage 2 (2000 Expansion),1,1,"review_cc9bb85db1273e550ea2d2cf :: The rule of thumb is that there is a 1 in 3 chance of seeing Denali (Mt. McKinley) without cloud cover. However, on those days that Denali is in the open a flight is a must if your..."
rip,rip（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_444195723b18345327b1068d :: this is nothing but a big rip off
rise,rise（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_53ff5143a41d862350d136a5 :: Having booked a week in Las Vegas over the 4th July weekend, one of our top priorities was to get to see the Grand Canyon. We originally planned on hiring a car and driving there, ..."
rising,rising,Stage 2 (2000 Expansion),1,1,"review_e9c95a30f06d08eb3ed861e0 :: Eric gave us such a wonderful experience this morning on our flight seeing trip between Maui and the Big Island.  It was a gorgeous flight and we got to see Haleakala, Waipi’o Vall..."
risking,risking,Stage 2 (2000 Expansion),1,1,review_8ef508b30539e0f4ad02beda :: Once in a life time experience! The pilot is experienced and super nice. He landed us on the upper base camp of Denali and the views over there is simply stunning. I now begin to u...
risky,risky,Stage 2 (2000 Expansion),1,1,review_09687f3c5332ab59381de30a :: It was perfect and we would go again with this same company. A small fixed wing plane seating a pilot and 2 riders. Things to keep in mind if you pick this small plane-If you are v...
roaring,roaring,Stage 2 (2000 Expansion),1,1,"review_9b2fda157fb3ffa938e4960d :: Best Birthday Flight!    So happy I decided to celebrate my Birthday with Aero Adventures!  Thank you Marylee, Anna, John and Ren for making the day so special.   Nothing can compa..."
romped,romped（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_d2bec531def2b0cf2296f311 :: I never really thought of flight sightseeing as an attraction. Our guides suggested TAT so we decided to do the green route and land on the Tokositna Glacier. We flew in a Twin Ott...
rooms,rooms（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_c2990eb96fa76c7a2e8341d4 :: We just completed our first Grand Canyon visit and the Scenic River Canyon Tour was the absolute best part of the trip. The entire tour could not have ran smoother. We arrived at t...
rose,rose,Stage 2 (2000 Expansion),1,1,"review_4002b14844a9fdb69e609624 :: The staff are cordial and warm. They called us in advance to warn us about inclement weather and cancellation of the tour on the day in question. The day of the tour , we arrived t..."
rounds,rounds（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_e265784b06b03e9657bda9ff :: I was extremely lucky due to the excellent weather and visibility.  Although the plane could not land, the pilot was extremely cooperative and showed us a great time on air.  We ma..."
routinely,routinely（副词/程度词）,Stage 1 (500 Discovery),1,1,"review_dc71022ec47fe7e7dad91e8d :: As an earlier reviewer mentioned, one of the Westwind planes (not the ""Executive"") has a ""bench"" at the back- with only a waist belt and no padding- which I was unfortunately assig..."
royal,royal,Stage 2 (2000 Expansion),1,1,"review_3fabab1c18329fdb94e0581c :: The day before my Air Ventures Hi flight, I had an amazing conversation with a helicopter tour across the street. I was the 1st for the next tour which required 6 passengers. No on..."
rued,rued,Stage 2 (2000 Expansion),1,1,review_b3611bb117be728e25d5ddec :: We had booked the 11 am tour online even before we reached Kauai. We called ahead and the person who answered told us we could come by 10:45 am or so. We reached round about then o...
ruffling,ruffling,Stage 2 (2000 Expansion),1,1,"review_e96774b3e1781d8815eb68b2 :: I had wanted to fly in a biplane most all of my life, I'm 60 years old, but I just had never done so. While researching for a trip to Kauai for my wife and me I came across Air Ven..."
ruin,ruin,Stage 2 (2000 Expansion),1,1,review_6a47be99fb4fa07329ef3cce :: WORST EXPERIENCE EVER !! We booked the Red Baron biplane at least 8 months in advance through a well known tour operator in Hawaii. On the day before we were to take the tour as a ...
ruins,ruins（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_9e3065297e902f9aa0f26386 :: He taught us about some of the trees and plants that were there, showed us animal tracks and we got to see some ruins of an altar that was used over 900 years ago."
runoffs,runoffs（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_391296b7cc0f06b72663511f :: @ 12 seater designed to soar through the clouds to try and glimpse Denali's peak, which is rare. But the other peaks, glaciers and runoffs are well worth it. Each seat has a window..."
rusty,rusty,Stage 2 (2000 Expansion),1,1,"review_24903862ffa3a5b3d8369450 :: We had a wonderful flight around Denali coupled with a landing on Ruth Glacier.  Our pilot, Rusty?, was informative, professional, and a great guide.  One of the high lights of our..."
sacred,sacred,Stage 2 (2000 Expansion),1,1,"review_3bb066612c7c6f256d55cf79 :: We saw the most awesome sights today on our Mavericks helicopter flight!   

Our 17 year old son had never seen the canyon and we are on a short trip.  We figured an overhead persp..."
sainthood,sainthood,Stage 2 (2000 Expansion),1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo..."
salt,salt,Stage 2 (2000 Expansion),1,1,review_60f648955654e834b3f458f8 :: Working with Redtail Aviation was fantastic. Period.  Their service is impeccable!  I was planning a trip for my boss (he needed to charter a flight from Salt Lake City to Moab) an...
salvaging,salvaging,Stage 2 (2000 Expansion),1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo..."
sanctuary,sanctuary（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_6817a71966166352425fc30b :: Took a 70 minute flight with my two young daughters, the Gippsland GA8 (airvan) is a comfortable aircraft, each passenger has a bubble window suitable for photography, and cold bot..."
sands,sands（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_6817a71966166352425fc30b :: Took a 70 minute flight with my two young daughters, the Gippsland GA8 (airvan) is a comfortable aircraft, each passenger has a bubble window suitable for photography, and cold bot..."
satisfaction,satisfaction,Stage 2 (2000 Expansion),1,1,"review_6711a03e3c4ae4934b07f47e :: First of all, in prearranging this trip I was so happy with the friendliness of the staff. The day of our scheduled tour, May 30, 2012,  the weather turned a bit cloudy as it got c..."
satisfactorily,satisfactorily,Stage 2 (2000 Expansion),1,1,"review_52cf67751f41cd7b4da16d13 :: When I started researching Denali tour operators last fall I narrowed it down to two.  Talkeetna Air was my first choice, having lived in Alaska, both my choices have been operatin..."
satisfactory,satisfactory,Stage 2 (2000 Expansion),1,1,"review_2a67dff0977ab1e1a6ec02e2 :: Kauai really can only be appreciated in its entirety from the air.  Ellen's ""Wings Over Kauai"" accomplishes the mission with safety, competence, and a keen appreciation for the cus..."
satisfy,satisfy（过程/动作动词）,Stage 1 (500 Discovery),1,1,review_7b76705a2666fc9f007a68b5 :: We booked with Talkeetna Air Taxi based on the recommendation of our tour agent Colette of Rainbow Mountain Adventures and we were amazed.  This experience was not only the highlig...
scattered,scattered（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_a49c3b4b417661efc807e243 :: Well, there really is a reason that this is rated number 1 for attractions and activities...there really is no downside.  Firstly, making a reservation by phone or online via their..."
sceneries,sceneries（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_458084f84a520101da0c5e48 :: What an awesome opportunity this company offers to experience spectacular sceneries and the beauty of the Kauai Island.  The ride was very smooth, Paul (the pilot) make us all feel..."
scientific,scientific（客观属性词）,Stage 1 (500 Discovery),1,1,"review_8a2e45237fce19ebec74d4f5 :: We HIGHLY RECOMMEND Wings Over Kauai! Starting with the reservation and emails with Ellen through the actual flight, our experience with Brue and Ellen was like none other! Bruce i..."
scientist,scientist（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_65d0a54805e601aa5a524fcc :: This review is for the Grand Deluxe tour with Kauai by Air. The tour covers most of the standard spots in Kauai including Jurassic Falls, Napali, Waimea Canyon, etc. 

Experience (..."
scoot,scoot（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_d4fa1a7a54b252b2583388d6 :: Last week we did the seaplane tour of the Misty Fjords on Taquan Air Tours.  The views were spectacular.  However, breathing in diesel fumes while in-flight was not fun.  Anyway, a..."
scowled,scowled（过程/动作动词）,Stage 1 (500 Discovery),1,1,"review_cbe4d099bc688920d0a3a2b9 :: My two sisters and I planned a lovely, activity filled Christmas in Kauai. We picked this company for our air tour because of the great reviews. Although the flight was nice (Marcu..."
scratches,scratches（名词/物理实体）,Stage 1 (500 Discovery),1,1,review_8004c02b664a326a3d504152 :: To see Kauai you need a plane tour. Wings over Kauai doesn't use helicopters which fly lower but cost $50-$100 more per person. Being family run its very personal. There are 4 wind...
screen,screen（名词/物理实体）,Stage 1 (500 Discovery),1,1,"review_254f46e4a5fb0f6c7e0c50cd :: I am rewriting this review, as my first review was softly forced.  The pilot stopped the golf cart near the hangars and asked us to click the links and do the review on the spot…an..."
