word,frequency,review_count,example_context,is_emotion,reason
regulation,1,1,review_dcf6ae72be94429a425b9bdc :: We booked tour months ago for our first Alaskan  Cruise.  Had been told seaplane tour was incredible and not to be missed.  We arrived dockside at meeting place. Had to wait 15 min...,True,sentiwordnet_score
relating,1,1,"review_241a2fff42702ef3d519a25c :: My friends, a married couple, came up from Florida to visit us. He's an Air Force pilot with a lot of flying time; we met in pilot training.  He came up with the idea of taking the...",True,sentiwordnet_score
relative,1,1,review_b0217b73fa2d49d7679ca1b5 :: We took the flight and I realized that I should have done this the first day of our vacation.  We waited a week for our relatives and they got the benefit of the overview that woul...,True,sentiwordnet_score
relieved,1,1,"review_0fd62b59dfddedcc4ce37b1b :: We arrived in good time and after  paying and being weighed for the correct distribution within the helicopter, we sat and waited for the 3 other passengers. The area you sit and w...",True,sentiwordnet_score
remark,1,1,review_f75fe0111b8e187b8fee1524 :: We enjoyed the trip around Kauai flying in the GA-8 Airvan (fixed wing airplane).  It all started with the viewing of several whales. We were lucky enough to have excellent weather...,True,sentiwordnet_score
removed,1,1,"review_5c6c2fbb71df1032bad350b6 :: I booked this as a 50th birthday treat for my Husband, and we both enjoyed every minute. From being met at the ABC store (where our driver removed the WOK sign from the car, becaus...",True,sentiwordnet_score
removing,1,1,"review_9d3eaa0a88e516a0261e52f8 :: We had originally thought about doing a helicopter trip of the Canyon, but several people who'd visited suggested the airplane tour was better. We decided to go for it and weren't ...",True,sentiwordnet_score
rendering,1,1,"review_f5aae7feafddea8375b842cb :: What a wonderful morning we had  on Thursday. Everything turned out to perfection.
Bruce and Ellen and Josh and dori are, without a doubt,  the most amazing people
To deal with. Br...",True,sentiwordnet_score
repaired,1,1,"review_8ed1f3be39c0df8fa6577cda :: I was traveling alone with my 3 kids all age 9, we were greeted kindly by Lindsey the sales person/manager and things ""seemed"" to be running smoothly and ethically. We boarded our ...",True,sentiwordnet_score
replaced,1,1,"review_11cfb95fc7cc0f6a6f5d0672 :: We took the two-person plane ride that takes you on an hour tour of Kauai.   Brian was our pilot.  The plane is 60 years old and looks a little rough, but he assured us the engine ...",True,sentiwordnet_score
reply,1,1,"review_575bc17bf52d8269ff09080a :: Went on the Canyon Spirit tour.. my daughter was in a good spot, got great pics & enjoyed every minute!! 
This was my second time with Maverick & I was a bit disappointed... the mi...",True,sentiwordnet_score
reported,1,1,"review_2a5d985709d9161c55eb8f32 :: We wanted to visit the Napali Coast, but it's only available by air or boat.  We looked into the boat cruises.  The one we looked at started at 8am and would take 5 hours.  There w...",True,sentiwordnet_score
reporting,1,1,"review_cc9bb85db1273e550ea2d2cf :: The rule of thumb is that there is a 1 in 3 chance of seeing Denali (Mt. McKinley) without cloud cover. However, on those days that Denali is in the open a flight is a must if your...",True,sentiwordnet_score
represent,1,1,"review_cc328269f397c07ed0771347 :: I was on the island of Oahu, Hawaii when my plans to visit Pearl Harbor fell through.  I didn’t want to waste one day of our two week vacation and so I decided to research how I co...",True,sentiwordnet_score
represents,1,1,"review_86bd6193f824d794bcf2deb5 :: When you pick an aerial solution to fly over Kauai, you have basically two choices - helicopters or fixed wing aircraft.

Air ventures represents the best solution on Kauai for the...",True,sentiwordnet_score
rescue,1,1,"review_7b58d293dd9c04e355bf1055 :: SeaWinds came to our rescue when I booked the wrong flight off POW island!  They responded very quickly, sent a 185 floatplane to pick us in time to meet our commercial flight in K...",True,sentiwordnet_score
resounding,1,1,review_2ef4b1a16a693f1d47846fd5 :: Words can't describe the experience of a flight seeing trip and glacier landing with K2 Aviation!  The views are something that can only be experienced from the air.  The time spen...,True,sentiwordnet_score
responsibility,1,1,"review_6c1adb3500c04be45ded8f18 :: The tour itself is good, the Grand Canyon is definitely a sight to see - the problem is the company running the tour.

We had booked a Grand Canyon tour from Las Vegas. First probl...",True,sentiwordnet_score
responsiveness,1,1,"review_42243bbaa4c501a482e712ec :: As one might imagine, flightseeing in  Denali National Park is always breathtaking but what made our experience unique with K2 Aviation was their responsiveness.  It was a cold, cl...",True,sentiwordnet_score
restraint,1,1,"review_dce5d78950c3528e8c3e056a :: We took the full day trip from Phoenix to the Grand Canyon on Jan 5, 2013.  We were very pleased with Westwind Air Service.  It was very easy to make reservations, the plane left o...",True,sentiwordnet_score
resulting,1,1,"review_1a669aadab9ac6039b916058 :: This company is very well organized and its employees are professional and customer-focused. We took the 9:00 Arches-Canyonlands air tour, 50 minutes, in a beautiful Kodiak turbo-p...",True,sentiwordnet_score
retiring,1,1,"review_2b6bc8d10cafc122fe31b0ce :: We visited Kauai while cruising on the Pride of America, which provided a limited amount of time to see the island.  Fortunately for us, we researched flights and decided on Wings ...",True,sentiwordnet_score
revived,1,1,review_7c067646bad99491fc1683a1 :: Our flight was cancelled because of bad weather. W revived a full refund. The crew was so kind and let us go into the air plain to have some pictures. Next time we will book them a...,True,sentiwordnet_score
revolting,1,1,review_b226b58865dcbe2109b81484 :: We recently took a flight seeing trip to Misty Fjords with Taquan Air.  We chose this company because of the B1G1 free coupon offered in the Toursaver coupon book.  I really didn't...,True,wordnet_verb.emotion
rewarding,1,1,"review_20a5d0a4abc1952fcfbb43d0 :: Had a flight seeing tour with K2. We couldn't do the glacier landing due to weather conditions but nevermind, we still very much enjoyed that our. We saw dramatic landscape, glacie...",True,sentiwordnet_score
richer,1,1,"review_aeffe92844e0341d0482bf45 :: A truly exceptional experience to fly above one of out planet's greatest wonders.
They are a highly professional team and courteous to boot.
With trepidation I embarked on the jour...",True,sentiwordnet_score
rig,1,1,review_0ac3c838b5eebb975ea271ab :: K2 does a great job!  they are profissional and flexible working with climbing teams.  Lots of space in the hanger to rig for an expedition.  friendly and knowledgeable staff.  saf...,True,sentiwordnet_score
rigorous,1,1,"review_cc9bb85db1273e550ea2d2cf :: The rule of thumb is that there is a 1 in 3 chance of seeing Denali (Mt. McKinley) without cloud cover. However, on those days that Denali is in the open a flight is a must if your...",True,sentiwordnet_score
rising,1,1,"review_e9c95a30f06d08eb3ed861e0 :: Eric gave us such a wonderful experience this morning on our flight seeing trip between Maui and the Big Island.  It was a gorgeous flight and we got to see Haleakala, Waipi’o Vall...",True,sentiwordnet_score
risking,1,1,review_8ef508b30539e0f4ad02beda :: Once in a life time experience! The pilot is experienced and super nice. He landed us on the upper base camp of Denali and the views over there is simply stunning. I now begin to u...,True,sentiwordnet_score
risky,1,1,review_09687f3c5332ab59381de30a :: It was perfect and we would go again with this same company. A small fixed wing plane seating a pilot and 2 riders. Things to keep in mind if you pick this small plane-If you are v...,True,sentiwordnet_score
roaring,1,1,"review_9b2fda157fb3ffa938e4960d :: Best Birthday Flight!    So happy I decided to celebrate my Birthday with Aero Adventures!  Thank you Marylee, Anna, John and Ren for making the day so special.   Nothing can compa...",True,sentiwordnet_score
rose,1,1,"review_4002b14844a9fdb69e609624 :: The staff are cordial and warm. They called us in advance to warn us about inclement weather and cancellation of the tour on the day in question. The day of the tour , we arrived t...",True,sentiwordnet_score
rotary,1,1,"review_e96774b3e1781d8815eb68b2 :: I had wanted to fly in a biplane most all of my life, I'm 60 years old, but I just had never done so. While researching for a trip to Kauai for my wife and me I came across Air Ven...",True,sentiwordnet_score
roundly,1,1,review_09687f3c5332ab59381de30a :: It was perfect and we would go again with this same company. A small fixed wing plane seating a pilot and 2 riders. Things to keep in mind if you pick this small plane-If you are v...,True,sentiwordnet_score
routine,1,1,review_afccae9eb0627b411c87b1ad :: The flightseeing experience is great and was the highlight of our 2 week trip to Alaska. The pilot was experienced and knowledgeable and gave us lots of information as we were flyi...,True,sentiwordnet_score
royal,1,1,"review_3fabab1c18329fdb94e0581c :: The day before my Air Ventures Hi flight, I had an amazing conversation with a helicopter tour across the street. I was the 1st for the next tour which required 6 passengers. No on...",True,sentiwordnet_score
rued,1,1,review_b3611bb117be728e25d5ddec :: We had booked the 11 am tour online even before we reached Kauai. We called ahead and the person who answered told us we could come by 10:45 am or so. We reached round about then o...,True,wordnet_verb.emotion
ruffling,1,1,"review_e96774b3e1781d8815eb68b2 :: I had wanted to fly in a biplane most all of my life, I'm 60 years old, but I just had never done so. While researching for a trip to Kauai for my wife and me I came across Air Ven...",True,wordnet_verb.emotion
ruin,1,1,review_6a47be99fb4fa07329ef3cce :: WORST EXPERIENCE EVER !! We booked the Red Baron biplane at least 8 months in advance through a well known tour operator in Hawaii. On the day before we were to take the tour as a ...,True,sentiwordnet_score
rusty,1,1,"review_24903862ffa3a5b3d8369450 :: We had a wonderful flight around Denali coupled with a landing on Ruth Glacier.  Our pilot, Rusty?, was informative, professional, and a great guide.  One of the high lights of our...",True,sentiwordnet_score
sacred,1,1,"review_3bb066612c7c6f256d55cf79 :: We saw the most awesome sights today on our Mavericks helicopter flight!   

Our 17 year old son had never seen the canyon and we are on a short trip.  We figured an overhead persp...",True,sentiwordnet_score
sainthood,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo...",True,sentiwordnet_score
salt,1,1,review_60f648955654e834b3f458f8 :: Working with Redtail Aviation was fantastic. Period.  Their service is impeccable!  I was planning a trip for my boss (he needed to charter a flight from Salt Lake City to Moab) an...,True,sentiwordnet_score
salvaging,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo...",True,sentiwordnet_score
sand,1,1,"review_c30a58825109984f60c56e27 :: We made Quick sand triangle at 8 pm. We had beautiful light. Flight was very nice. The pilote is very good. We landed with wind, but He made a very smooth landing !!!...",True,sentiwordnet_score
satisfaction,1,1,"review_6711a03e3c4ae4934b07f47e :: First of all, in prearranging this trip I was so happy with the friendliness of the staff. The day of our scheduled tour, May 30, 2012,  the weather turned a bit cloudy as it got c...",True,wordnet_noun.feeling
satisfactorily,1,1,"review_52cf67751f41cd7b4da16d13 :: When I started researching Denali tour operators last fall I narrowed it down to two.  Talkeetna Air was my first choice, having lived in Alaska, both my choices have been operatin...",True,sentiwordnet_score
satisfactory,1,1,"review_2a67dff0977ab1e1a6ec02e2 :: Kauai really can only be appreciated in its entirety from the air.  Ellen's ""Wings Over Kauai"" accomplishes the mission with safety, competence, and a keen appreciation for the cus...",True,sentiwordnet_score
saver,1,1,"review_9cfafef161c9d56897a0bdb3 :: Highly recommend K2 Aviation.  We were scheduled to fly a day later, but woke up yesterday morning to sunny, blue skies so we called K2, and they got us on the first flight out on ...",True,sentiwordnet_score
scramble,1,1,review_6a47be99fb4fa07329ef3cce :: WORST EXPERIENCE EVER !! We booked the Red Baron biplane at least 8 months in advance through a well known tour operator in Hawaii. On the day before we were to take the tour as a ...,True,sentiwordnet_score
screaming,1,1,"review_326f19457a589d42a33ff874 :: Can't express how amazing this flightseeing was!! We did Mt. McKinley base camp with glacier landing. During the flight, I was just screaming (nobody could hear me as everyone wore...",True,sentiwordnet_score
seal,1,1,review_b226b58865dcbe2109b81484 :: We recently took a flight seeing trip to Misty Fjords with Taquan Air.  We chose this company because of the B1G1 free coupon offered in the Toursaver coupon book.  I really didn't...,True,sentiwordnet_score
sealed,1,1,"review_f3b2c22f8292b4045b6b7d5d :: We tried to arrange a glacier landing while we were visiting Haily but the weather prevented us from flying there.  So on our way back to Anchorage, we stopped by Talkeetna Air Tax...",True,sentiwordnet_score
seemless,1,1,review_0fe86f49cd61d72e5b4cdd2f :: So happy Tim (Denali Outlook) recommended Air Taxi for flight up to the glaciers. What an experience. Pilot was GREAT. Process at the desk was seemless. Highly recommend this fligh...,True,affect_suffix
separated,1,1,"review_f7b35fca75b01a7401031df5 :: This was part of another tour that had eight people on it, including our two traveling companions.  We were separated from our companions and put on two different planes. We were i...",True,sentiwordnet_score
serve,1,1,review_b5b9b1ac5889a39e26c6a963 :: The entire team at AirVentures was amazing. Jill and her husband make you feel like family. And JT was a great pilot tour guide. That’s a pretty amazing task to do at once. The who...,True,sentiwordnet_score
sexy,1,1,review_893444b3d94421317b589b22 :: Our family loved this tour of the grand canyon from the air. It our first view of the canyon and they had headsets to listen to music and information about the canyon. The pilots w...,True,sentiwordnet_score
shaking,1,1,review_5d9eea119504a77b7f64c33f :: So the BF and I were debating whether to view the Na Pali Coast by water or air.  I made the executive decision to do both.  We did the cheaper sunset cruise with Captain Andy's th...,True,wordnet_verb.emotion
shifted,1,1,"review_6c1adb3500c04be45ded8f18 :: The tour itself is good, the Grand Canyon is definitely a sight to see - the problem is the company running the tour.

We had booked a Grand Canyon tour from Las Vegas. First probl...",True,sentiwordnet_score
shiny,1,1,review_aacfa230f0697fa4e1199e69 :: This was absolutely a dream come true!  I could not have asked for a more amazing experience in my life! I literally cried with joy and awe at the beauty I took in from the back of...,True,sentiwordnet_score
shipwreck,1,1,"review_0da11c2491c16de35e73db28 :: A wonderful trip in Maui. I’m so glad to see the most interesting places including Molokai sea cliffs, Lanai shipwreck and the Molokini. The weather is windy, but it is not a probl...",True,sentiwordnet_score
shoot,1,1,"review_e96774b3e1781d8815eb68b2 :: I had wanted to fly in a biplane most all of my life, I'm 60 years old, but I just had never done so. While researching for a trip to Kauai for my wife and me I came across Air Ven...",True,sentiwordnet_score
shortened,1,1,"review_feda682e292096a94653bcff :: I have 2 young children, and this day trip to the Grand Canyon was the highlight of our week in Scottsdale. The ease of travel, shortened travel time, condensed trip that included ...",True,sentiwordnet_score
shutter,1,1,"review_1ed21d1c248429f6fb3bf95e :: We chose Air Ventures for our air tour recently based on recommendations on Trip Advisor. We arrived to the airport early for our tour, checked in, weighed in with everything we we...",True,sentiwordnet_score
signature,1,1,"review_b2aa9e3ead866ad927fba1ad :: Excellent flight and right on time, easy check in being no TSA out of Signature Aviation in SLC. The views were amazing along the way and the pilot was super nice and knowledgeable...",True,sentiwordnet_score
sincere,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo...",True,sentiwordnet_score
sits,1,1,review_10fbd937c93c8e5b1ea0bd58 :: I traveled to Alaska for my 50th birthday and my experience with K2 sits on the top of my list and we did ALOT. We flew around Denali Mtn. on the 2 hour glacier landing trip. I lov...,True,sentiwordnet_score
slated,1,1,"review_cc9bb85db1273e550ea2d2cf :: The rule of thumb is that there is a 1 in 3 chance of seeing Denali (Mt. McKinley) without cloud cover. However, on those days that Denali is in the open a flight is a must if your...",True,sentiwordnet_score
smarter,1,1,review_a55ed73fced14a3fddf0a90e :: This is the best activity you can do in Kauai.  Going up in the air lends you access to places people cannot set foot onto otherwise.  I am so glad we booked with Wings Over Kauai....,True,sentiwordnet_score
smelled,1,1,review_5d9eea119504a77b7f64c33f :: So the BF and I were debating whether to view the Na Pali Coast by water or air.  I made the executive decision to do both.  We did the cheaper sunset cruise with Captain Andy's th...,True,sentiwordnet_score
smelling,1,1,"review_7cd1afc1532ba6ca69afe686 :: This company deserves to be given the golden buzzer award for being the worst company in Miami. We paid double the price to reach to the airport, we were left waiting with no one t...",True,sentiwordnet_score
snafu,1,1,"review_f74fc8788a183a65e4089aa5 :: Arrived at the location and there was a scheduling snafu.  Most likely my fault, but it didn't matter -- they called in another pilot just to make sure things went well for us.  Th...",True,sentiwordnet_score
snagging,1,1,"review_62065bd2615e8936538e71b3 :: You cannot go wrong snagging a flight to the Alaska Mountain Range and Denali up close. While it seems like a scary thing to do, I felt safe 100% of the time. The reward was the cl...",True,sentiwordnet_score
snowed,1,1,"review_477d89c323b7b50a3228a529 :: Took a one hour trip with a glacier landing - K2 McKinley Experience. Weather was mostly clear and we saw Denali, it snowed a little when we landed on glacier. Pilot was great and ...",True,sentiwordnet_score
soften,1,1,"review_4768dcf354a32240c2d04616 :: Aside from the opportunity to soak in some gorgeous and dramatic views of the island, the whole-island tour was an especially enjoyable trip for a pilot. I had originally wanted to...",True,sentiwordnet_score
soil,1,1,"review_1f225670816335d77f852059 :: Kauai is our favorite island. There’s just something different about it. It has a different feel, a different vibe. Maybe it’s the chickens everywhere, or the cattle or the more ma...",True,sentiwordnet_score
somehow,1,1,"review_ad4c129d7431549c0c82f1a8 :: Three of us signed up for the plane ride about a month in advance. There were really high winds that day (40 mph+), but the company didn't cancel so we went for the ride. 15 minute...",True,sentiwordnet_score
soothing,1,1,"review_06c317e4d5d8ceacebdaa76d :: The scenery was amazing!  There is so much natural beauty in Kauai and this is a great and special way to see it.  Some of the interior parts of Kauai are only visible by air, as t...",True,wordnet_verb.emotion
specialized,1,1,review_27d5695b55aa96eb4b51f51d :: Amazing trip well worth it. Great guide and wonderful explanation. I would recommend this to anyone with kids. Specialized attention to details....,True,sentiwordnet_score
spellbinding,1,1,review_8d4ddb6f94926e611f27073f :: I took the 30 minute San Francisco Bay tour on August 28th at 3:15.  It was a spectacular day with some fog around the Golden Gate Bridge.  We flew around and over every major tour...,True,wordnet_verb.emotion
splendor,1,1,review_60729dc12e183107376e19e8 :: We did the 1.5 hour flight with the glacier landing.  Words cannot explain the beauty and splendor of  Mount McKinley up close and personal like this.  It was truly amazing.  Our p...,True,sentiwordnet_score
spoil,1,1,"review_38c140061a79f5dc4b034f30 :: Well.. I suppose we were really lucky ducks. ..
Booked month in advance from downunder..flew specially over from our holiday stay on Waikiki for this trip.
On arrival our booking w...",True,sentiwordnet_score
spoiled,1,1,"review_eda1a4bce0aac45015172f03 :: We heard so much about how beautiful Kauai was, but after driving around the entire island, we weren't that impressed. Mind you, we had just seen all the major sights of Maui, so w...",True,sentiwordnet_score
spoiling,1,1,review_1af6a1f4aac20a47ea66eba5 :: This was the first activity we did in Kauai.  It was the best decision we could have made.  Flying over the entire island gave us a birds eye view of everything and helped us under...,True,sentiwordnet_score
sport,1,1,"review_d5b09587168814a8a6cba02a :: Planned a ride for my son's 12th birthday in April. I am a bit late getting around to writing my review and have since forgotten our pilots name, which is a shame because he was WO...",True,sentiwordnet_score
spouting,1,1,"review_607947dd218453f6d069755b :: Eric was so friendly and knowledgable. Our 7 year old got to fly a plane for the first time, and he was thrilled. The views are amazing and nothing like we’ve seen before. We even ...",True,sentiwordnet_score
squeamish,1,1,review_be8faf48d8d937ed7f366e98 :: K2 Aviation is a super friendly and well-run organization. Views were amazing. So glad my teenage kids got to really see a glacier for what it is. We'd talked about them so much on...,True,sentiwordnet_score
stake,1,1,"review_2d0d2b1a05b4f78e95745317 :: We flew up to Denali, and landed on a glacier. Luckily, we had a beautiful sunny day, and Denali was out of her clouds to see. The only real way to see Alaska is to fly over her. I...",True,sentiwordnet_score
statement,1,1,"review_2d3f2a00e6ef98ca5161d902 :: The pilots are excellent, friendly, knowledgeable, and skilled. 

But, don’t get your weight estimate wrong or Keith at the front desk will talk down to you as if you lied on purpo...",True,sentiwordnet_score
steam,1,1,"review_e9c95a30f06d08eb3ed861e0 :: Eric gave us such a wonderful experience this morning on our flight seeing trip between Maui and the Big Island.  It was a gorgeous flight and we got to see Haleakala, Waipi’o Vall...",True,wordnet_verb.emotion
steep,1,1,review_b226b58865dcbe2109b81484 :: We recently took a flight seeing trip to Misty Fjords with Taquan Air.  We chose this company because of the B1G1 free coupon offered in the Toursaver coupon book.  I really didn't...,True,sentiwordnet_score
sticking,1,1,review_5d9eea119504a77b7f64c33f :: So the BF and I were debating whether to view the Na Pali Coast by water or air.  I made the executive decision to do both.  We did the cheaper sunset cruise with Captain Andy's th...,True,sentiwordnet_score
stiller,1,1,"review_8a63b81694c8be2bdcc94b18 :: We toured the island of Kauai, Hawaii in a small plane which held six passengers. We covered the island as the pilot pointed out magnificent areas of beachfront, the island's own v...",True,sentiwordnet_score
stillness,1,1,"review_5b4548ff6d11352fdb4e05f4 :: Great trip. Skillful pilot, gave lots of commentary. Showed us base camp and 11 000ft camp. The stillness of the glacier was only broken by the sound of an avalanche. Spectacular t...",True,sentiwordnet_score
sting,1,1,review_476c14db6ade67b0a5a7a3e3 :: My husband and I went with another couple to Kauai and experienced all the island had to offer. We went sight seeing by boat-train-rental car and now flying. We did not miss a sing...,True,sentiwordnet_score
stinky,1,1,"review_7cd1afc1532ba6ca69afe686 :: This company deserves to be given the golden buzzer award for being the worst company in Miami. We paid double the price to reach to the airport, we were left waiting with no one t...",True,sentiwordnet_score
straightforward,1,1,review_ebe654eabda4e68acb6a2b44 :: Eric loves his work and is a great pilot. Definitely one of the most exciting holiday experiences ever. Everything was easy and straightforward but spectacular!...,True,sentiwordnet_score
stranger,1,1,"review_a2ab57de73306174b5f07eba :: There are so many reasons to go with WOK vs. a helicopter tour. But the top reasons are:

1. Personalized service!! We chose to do the small cessna tour for my husband and I, along...",True,sentiwordnet_score
strategically,1,1,"review_1ed21d1c248429f6fb3bf95e :: We chose Air Ventures for our air tour recently based on recommendations on Trip Advisor. We arrived to the airport early for our tour, checked in, weighed in with everything we we...",True,sentiwordnet_score
strength,1,1,"review_5d28163ec8bd71d4d8df2da3 :: My wife and I really liked this tour.  In fact, it was the highlight of our recent trip to Hawaii.  It gave us a great view of Hawaii's most beautiful island at a reasonable cost. ...",True,sentiwordnet_score
strenuous,1,1,"review_49d3db9eba1fafce587178d0 :: Although we had to reschedule the tour to a morning due to high wind, this tour exceeds all my expectations. Canyonlands is notoriously inaccessible due to the lack of paved roads ...",True,sentiwordnet_score
stronger,1,1,"review_1807790e191ef3fbcb5b8edc :: As you can tell, we were so thrilled and excited to be able to book our second flight with WOK!  Once we booked the cruise, the very first tour that I booked (20 months in advance)...",True,sentiwordnet_score
sub,1,1,review_94a38ac0637b00f5abd40c9f :: Flew to and back from Friday Harbor.  What a cool experience.  They give ya a tour as you go over the islands.  We were fortunate enough to see a Trident sub on the way back.  Very...,True,sentiwordnet_score
subsided,1,1,review_971e670b4a2fd95b75dd8445 :: 1n 2015.I tried Summit twice. No luck.Denali decides. August 3 2016 morning rain subsided..Summit flight Bluebird perfect...,True,sentiwordnet_score
substitute,1,1,"review_d46253570ee696efe485746b :: We arrived for our scheduled K-2 flight around Denali (green route) and were told that the full trip was not possible due to weather conditions.   We opted for the offered ""orange""...",True,sentiwordnet_score
success,1,1,"review_60404d8eafd4d051c0f130b5 :: This was by far the best part of our four-month trip around the Yukon and Alaska. If you get a chance to get on one of these planes, especially on a really clear day, your trip to ...",True,sentiwordnet_score
suck,1,1,"review_c71a138c1f37c7f15dbbb3a4 :: My husband and i booked our Connoisseur tour to go to the Grand Canyon South on the 19th and below is are overall experience:
Pros: 
- Beautiful views as promised 
- Very friendly ...",True,sentiwordnet_score
suffered,1,1,review_b0217b73fa2d49d7679ca1b5 :: We took the flight and I realized that I should have done this the first day of our vacation.  We waited a week for our relatives and they got the benefit of the overview that woul...,True,wordnet_verb.emotion
sufferer,1,1,"review_0918b7cbf88b27b0eed5fe55 :: I had a very memorable flight with Ray on the stick and sights of a lifetime viewed out the window.  Both Jill & Ray were extremely friendly, informative and accommodating.  With R...",True,sentiwordnet_score
suffering,1,1,"review_4002b14844a9fdb69e609624 :: The staff are cordial and warm. They called us in advance to warn us about inclement weather and cancellation of the tour on the day in question. The day of the tour , we arrived t...",True,sentiwordnet_score
suffers,1,1,"review_27f4f76098a375e7a548be1b :: This was one of our highlights of our trip! My girlfriend suffers from motion sickness, so helicopter rides are not an option. Thankfully we found Air Ventures and she and I both h...",True,wordnet_verb.emotion
sufficient,1,1,"review_1c541c12469f56efe4f5bf00 :: We booked the plane to the Grand Canyons in hopes of saving some time.

We were picked up from our hotel at 1030. After multiple stops on the strip and another shuttle transfer we ...",True,sentiwordnet_score
suited,1,1,"review_9d3eaa0a88e516a0261e52f8 :: We had originally thought about doing a helicopter trip of the Canyon, but several people who'd visited suggested the airplane tour was better. We decided to go for it and weren't ...",True,sentiwordnet_score
sunshine,1,1,review_8322603f27e01858cada15e8 :: We chose the Grand Denali Tour with a Glacier Landing and it did not disappoint--it was the highlight of our vacation! We departed at 8:30 am with sunshine and blue skies which gav...,True,sentiwordnet_score
surfacing,1,1,review_5a1fdf0575f3c4d56b52b7cc :: What a trip! What a welcome from Ellen and Bruce. There was just Paul and I on board as passengers that 9am on 2nd January 2010. (Julia Roberts was boarding the private jet next do...,True,sentiwordnet_score
surprising,1,1,review_8fc23fecb45ba0ee94242f62 :: We are a family with 4 children ages 12 to 19 and spent a week on Kauai.  We really wanted to do an air tour with our kids but the cost of a helicopter flight would have been well ...,True,sentiwordnet_score
suspected,1,1,review_5d9eea119504a77b7f64c33f :: So the BF and I were debating whether to view the Na Pali Coast by water or air.  I made the executive decision to do both.  We did the cheaper sunset cruise with Captain Andy's th...,True,sentiwordnet_score
swallow,1,1,review_245da47986fab9418c4a2c33 :: I booked a flight-seeing trip and was surprised after paying to be told that we were upgraded to a glacier landing and theGrand Denali Tour.  I was leary of this as I had thought a...,True,sentiwordnet_score
swamp,1,1,review_070ee4f098f77e73ea379e77 :: The most beautiful flight ever! Got to see some of the sights never seen or accessible from the ground or on most helicopter tours. Pilot was very informative and really knew the i...,True,sentiwordnet_score
swan,1,1,"review_53fcd6e518ab4f8fb6d54d7d :: Unforgettable!  Views stunning, excellent pilot. We were captivated by all of it...views of Denali and surrounding mountains, glaciers, moose, sheep, trumpet swans. Landing on glac...",True,sentiwordnet_score
swear,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo...",True,sentiwordnet_score
sweeter,1,1,"review_5ef51ca1e1d17ab503a628a8 :: We had a perfect evening flight, all conditions were great to see the mountains and we were able to land on a glacier.  Jonathon was a super pilot, warm and friendly and full of fa...",True,sentiwordnet_score
sweetheart,1,1,review_f7bc6994f9aff239fb6fe99b :: What an incredible end to our Maui vacation! We saw the most beautiful views of the island we were so blessed to see. It was an incredible surprise for my sweetheart of 35 years! M...,True,sentiwordnet_score
swell,1,1,"review_fe566c581798d89f19f642e5 :: My husband and I were rained or otherwise ""bad-weathered"" out of every adventure we planned on Kauai.  Couldn't hike Kalalau due to the river crossing being flooded. 
Couldn't kaya...",True,sentiwordnet_score
swinging,1,1,"review_3255ea550479136a1f1964ce :: First thing we did on our first day in Kauia was to ride this small seater plane. Pilot was excellent, felt very safe and secure with him. Extremely smooth ride (only encounter tur...",True,sentiwordnet_score
sympathetic,1,1,review_857028e9eccb4000cb5ee676 :: It's quite a few years ago since my wife and I did this flight but it was so memorable that it seems like only yesterday. After being picked up around teatime and taken to the airp...,True,sentiwordnet_score
tactile,1,1,"review_e96774b3e1781d8815eb68b2 :: I had wanted to fly in a biplane most all of my life, I'm 60 years old, but I just had never done so. While researching for a trip to Kauai for my wife and me I came across Air Ven...",True,sentiwordnet_score
tailored,1,1,"review_74168f066a91714dc278f85e :: Amazing views of Denali- we were fortunate to have a clear day. Leighan, our pilot, was amazing. The flight was smooth, landing on the glacier was awe-inspiring, and her commentary...",True,sentiwordnet_score
talent,1,1,"review_9f9111190c4a6d851371d2f7 :: We want to express our appreciation to Chip Sonn, our K2 pilot for our fantastic late afternoon/evening flight excursion while recently visiting Talkeetna, Alaska.  As part of our ...",True,sentiwordnet_score
taller,1,1,review_77c0447250aa8cd086d225e2 :: We did the connoisseur trip to the South Rim.  Our bus arrived exactly on time to take us to the airport.  The driver did seem like he was in a hurry & was short with some of the p...,True,sentiwordnet_score
taped,1,1,"review_ed685917e5cd00f5998710fe :: What a wonderful experience we had on our floatplane excursion with Seawind  Aviation.
Steve went out of his way to make sure we had a safe and personalized experience.  Instead of...",True,sentiwordnet_score
