word,frequency,review_count,example_context
reese,1,1,"review_7a0cd47d4c819ea92af8df62 :: Everyone gets a window seat....how cool! This is much quieter, smoother and all around a better option. Our pictures were perfect. I do suggest doing this at the start of your stay..."
reevaluating,1,1,"review_6711a03e3c4ae4934b07f47e :: First of all, in prearranging this trip I was so happy with the friendliness of the staff. The day of our scheduled tour, May 30, 2012,  the weather turned a bit cloudy as it got c..."
refill,1,1,"review_1fe7b796395cf2ecac91e147 :: Our family of 4 booked this trip due to limited time during our vacation to see the Grand Canyon.  I thought it would the perfect solution and sounded like fun.  I have two girls, ..."
reflecting,1,1,"review_9f9111190c4a6d851371d2f7 :: We want to express our appreciation to Chip Sonn, our K2 pilot for our fantastic late afternoon/evening flight excursion while recently visiting Talkeetna, Alaska.  As part of our ..."
reflects,1,1,"review_1c3fa7922ca781304caf6f20 :: Unfortunately the cloud ceiling in the Gorge prevented us from doing most of the trip. However, the pilot, David, made a big fuss showing my 5 year old grandson the plane, let him ..."
refusal,1,1,"review_6c1adb3500c04be45ded8f18 :: The tour itself is good, the Grand Canyon is definitely a sight to see - the problem is the company running the tour.

We had booked a Grand Canyon tour from Las Vegas. First probl..."
refusing,1,1,"review_ce23c1ddd00fe162177658fe :: To be fair, I want to say upfront that this review focuses not only on the provider but also on Trip Advisor (based on the comments of the owner/vendor that Trip Advisor is horribl..."
regaled,1,1,review_b6563cdc5d0757408576e4f3 :: My husband and I choose to fly with Wings over Kauai on January 3rd. It was an anniversary surprise for my husband and Ellen helped me execute it perfectly.  The flight experience ...
regent,1,1,"review_322548ca63fb6529492ff9f2 :: There was a plane crash (not a Seawind Aviation plane) on Prince of Wales Island four days before we arrived by cruise ship in Ketchikan. The pilot of that plane, which had 10 pass..."
regrettably,1,1,"review_aa76425694a5e2a07140dc28 :: We were scheduled to fly over Denali, but weather did not cooperate and pilots had to regrettably cancel flights.  The folks at K2 were very apologetic and understood our disappoin..."
regulation,1,1,review_dcf6ae72be94429a425b9bdc :: We booked tour months ago for our first Alaskan  Cruise.  Had been told seaplane tour was incredible and not to be missed.  We arrived dockside at meeting place. Had to wait 15 min...
regulatory,1,1,"review_2a67dff0977ab1e1a6ec02e2 :: Kauai really can only be appreciated in its entirety from the air.  Ellen's ""Wings Over Kauai"" accomplishes the mission with safety, competence, and a keen appreciation for the cus..."
reimbursed,1,1,"review_9cdcdffc0670f64815799563 :: Great experience, John the pilot was superb and his knowledge during the tour was exceptional. On the day the shuttle service broke diwn and we was asked to get a taxi and the cost..."
reisling,1,1,"review_53179d527df5fe91bf19d962 :: We went on the 4th of July with K2 to do a ""fly and hike.""  The lady who was the owner drove us to the lake where we caught the water airplane.  She was really nie and personable. ..."
relating,1,1,"review_241a2fff42702ef3d519a25c :: My friends, a married couple, came up from Florida to visit us. He's an Air Force pilot with a lot of flying time; we met in pilot training.  He came up with the idea of taking the..."
relation,1,1,"review_de4d41ad48967fc80c57a618 :: from the moment i started email talk about my flight i knew these were a good company,You can just tell cant you
They were there at the exact time on pick up and the driver was bri..."
relative,1,1,review_b0217b73fa2d49d7679ca1b5 :: We took the flight and I realized that I should have done this the first day of our vacation.  We waited a week for our relatives and they got the benefit of the overview that woul...
relay,1,1,review_69fe458836beef502213805a :: All we can say is WOW!!!! We were a family of 6 that did the Mountain Voyager tour on August 22. The company did tell us that our pilot was running about 10-15 minutes late but the...
relaying,1,1,"review_dc45d63bc507e13c165b83bc :: Talkeetna Air Taxi was more like a Limo.  Great service, very experienced pilot and overall concern for the guests.  We were scheduled to go up and weather forced us to reschedule ..."
relieved,1,1,"review_0fd62b59dfddedcc4ce37b1b :: We arrived in good time and after  paying and being weighed for the correct distribution within the helicopter, we sat and waited for the 3 other passengers. The area you sit and w..."
relive,1,1,"review_6711a03e3c4ae4934b07f47e :: First of all, in prearranging this trip I was so happy with the friendliness of the staff. The day of our scheduled tour, May 30, 2012,  the weather turned a bit cloudy as it got c..."
relives,1,1,"review_a1996b49d9db9c1046965045 :: Mike who was our pilot, was a quiet guy, very knowledgeable and obviously a real professional. He shared all the important stuff along the way, pointed out all the must sees and a ..."
remained,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo..."
remark,1,1,review_f75fe0111b8e187b8fee1524 :: We enjoyed the trip around Kauai flying in the GA-8 Airvan (fixed wing airplane).  It all started with the viewing of several whales. We were lucky enough to have excellent weather...
reminisce,1,1,review_a46c5242aa77d2d53680cb1b :: It's great to wrap up my 5 day Kauai trip with an airplane ride that let's me reminisce all the activities I've done on this island. 80% of the island is only viewable from the air...
remodeled,1,1,"review_4e7917fec2d6a4a8e0570d32 :: This was my second time flying with Envi and once again, WOW!!!!! What a perfect way to introduce my visiting niece (who'd never been to Oregon) to the wonders of our fair state. O..."
removed,1,1,"review_5c6c2fbb71df1032bad350b6 :: I booked this as a 50th birthday treat for my Husband, and we both enjoyed every minute. From being met at the ABC store (where our driver removed the WOK sign from the car, becaus..."
removing,1,1,"review_9d3eaa0a88e516a0261e52f8 :: We had originally thought about doing a helicopter trip of the Canyon, but several people who'd visited suggested the airplane tour was better. We decided to go for it and weren't ..."
rendering,1,1,"review_f5aae7feafddea8375b842cb :: What a wonderful morning we had  on Thursday. Everything turned out to perfection.
Bruce and Ellen and Josh and dori are, without a doubt,  the most amazing people
To deal with. Br..."
reommend,1,1,"review_d2f92936bcd265ca93e51c00 :: We arrived on Kauai two days ago and decided to take a flight around the island.  Our decision to take the ""Air iVentures"" Airvan fixed wing plane tour was a wise one.  The Pilot a..."
repaired,1,1,"review_8ed1f3be39c0df8fa6577cda :: I was traveling alone with my 3 kids all age 9, we were greeted kindly by Lindsey the sales person/manager and things ""seemed"" to be running smoothly and ethically. We boarded our ..."
repeated,1,1,"review_9f9111190c4a6d851371d2f7 :: We want to express our appreciation to Chip Sonn, our K2 pilot for our fantastic late afternoon/evening flight excursion while recently visiting Talkeetna, Alaska.  As part of our ..."
replaced,1,1,"review_11cfb95fc7cc0f6a6f5d0672 :: We took the two-person plane ride that takes you on an hour tour of Kauai.   Brian was our pilot.  The plane is 60 years old and looks a little rough, but he assured us the engine ..."
reply,1,1,"review_575bc17bf52d8269ff09080a :: Went on the Canyon Spirit tour.. my daughter was in a good spot, got great pics & enjoyed every minute!! 
This was my second time with Maverick & I was a bit disappointed... the mi..."
reported,1,1,"review_2a5d985709d9161c55eb8f32 :: We wanted to visit the Napali Coast, but it's only available by air or boat.  We looked into the boat cruises.  The one we looked at started at 8am and would take 5 hours.  There w..."
reporting,1,1,"review_cc9bb85db1273e550ea2d2cf :: The rule of thumb is that there is a 1 in 3 chance of seeing Denali (Mt. McKinley) without cloud cover. However, on those days that Denali is in the open a flight is a must if your..."
represent,1,1,"review_cc328269f397c07ed0771347 :: I was on the island of Oahu, Hawaii when my plans to visit Pearl Harbor fell through.  I didn’t want to waste one day of our two week vacation and so I decided to research how I co..."
represents,1,1,"review_86bd6193f824d794bcf2deb5 :: When you pick an aerial solution to fly over Kauai, you have basically two choices - helicopters or fixed wing aircraft.

Air ventures represents the best solution on Kauai for the..."
requred,1,1,review_b23fa99800d7c20a23c8a4be :: Our family took this flight with a glacier landing. I wrestled with whether to do the landing or not and decided to go ahead and book it knowing that many times they get cancelled....
rescue,1,1,"review_7b58d293dd9c04e355bf1055 :: SeaWinds came to our rescue when I booked the wrong flight off POW island!  They responded very quickly, sent a 185 floatplane to pick us in time to meet our commercial flight in K..."
reservationand,1,1,review_7abcf2db4e1de737eecbeab3 :: Maverick Helicopers is amazing! I wasn't sure if I should invest in this experience. It was my first trip to the Grand Canyon. All I can say is you should definitely do this! This ...
resounding,1,1,review_2ef4b1a16a693f1d47846fd5 :: Words can't describe the experience of a flight seeing trip and glacier landing with K2 Aviation!  The views are something that can only be experienced from the air.  The time spen...
responsibility,1,1,"review_6c1adb3500c04be45ded8f18 :: The tour itself is good, the Grand Canyon is definitely a sight to see - the problem is the company running the tour.

We had booked a Grand Canyon tour from Las Vegas. First probl..."
responsiveness,1,1,"review_42243bbaa4c501a482e712ec :: As one might imagine, flightseeing in  Denali National Park is always breathtaking but what made our experience unique with K2 Aviation was their responsiveness.  It was a cold, cl..."
reston,1,1,"review_b241dd3384839bc487012204 :: Loved the flight ... the plane came in to Friday Harbor a bit late (about 10 minutes), and for those of us used to constant updates on delayed flights on the regularly scheduled ma..."
restraint,1,1,"review_dce5d78950c3528e8c3e056a :: We took the full day trip from Phoenix to the Grand Canyon on Jan 5, 2013.  We were very pleased with Westwind Air Service.  It was very easy to make reservations, the plane left o..."
resulting,1,1,"review_1a669aadab9ac6039b916058 :: This company is very well organized and its employees are professional and customer-focused. We took the 9:00 Arches-Canyonlands air tour, 50 minutes, in a beautiful Kodiak turbo-p..."
retiring,1,1,"review_2b6bc8d10cafc122fe31b0ce :: We visited Kauai while cruising on the Pride of America, which provided a limited amount of time to see the island.  Fortunately for us, we researched flights and decided on Wings ..."
retrieve,1,1,"review_726f7386cd2a37886d44b82e :: We were on the sapphire princess and they met us on time. Great flight and pilot. He pointed out all of the sights and info about the island. After the flight, they took us on the ..."
reviewing,1,1,review_b226b58865dcbe2109b81484 :: We recently took a flight seeing trip to Misty Fjords with Taquan Air.  We chose this company because of the B1G1 free coupon offered in the Toursaver coupon book.  I really didn't...
revived,1,1,review_7c067646bad99491fc1683a1 :: Our flight was cancelled because of bad weather. W revived a full refund. The crew was so kind and let us go into the air plain to have some pictures. Next time we will book them a...
revolting,1,1,review_b226b58865dcbe2109b81484 :: We recently took a flight seeing trip to Misty Fjords with Taquan Air.  We chose this company because of the B1G1 free coupon offered in the Toursaver coupon book.  I really didn't...
rewarding,1,1,"review_20a5d0a4abc1952fcfbb43d0 :: Had a flight seeing tour with K2. We couldn't do the glacier landing due to weather conditions but nevermind, we still very much enjoyed that our. We saw dramatic landscape, glacie..."
rey,1,1,"review_b809e73d60fab54c15edbedb :: Air Ventures air tour is excellent. If you are looking for photo graphing make sure that you are sitting in the 3rd row as 2nd row has the wing as obstruction. 
Rey is very nice , ..."
rhe,1,1,"review_3fabab1c18329fdb94e0581c :: The day before my Air Ventures Hi flight, I had an amazing conversation with a helicopter tour across the street. I was the 1st for the next tour which required 6 passengers. No on..."
rhonda,1,1,review_a0451f183417eb4858d9b481 :: I know there are going to be individuals who are reading this review who are considering their options in exploring the island of Kauai. So when you read this please consider this ...
richer,1,1,"review_aeffe92844e0341d0482bf45 :: A truly exceptional experience to fly above one of out planet's greatest wonders.
They are a highly professional team and courteous to boot.
With trepidation I embarked on the jour..."
richmond,1,1,review_b59bcee690a5ac7002681326 :: This trip came highly recommended from good friends. Unfortunately we did not have the same good experience they had. It was a cloudy day and we received a call that the tour would...
ridgeline,1,1,"review_0e2bf377f5bfde8d0a116121 :: 10/10 recommend Talkeetna Air Taxi! Seriously if you’re looking for a flight tour, this is the company to go through. We had an amazing time with breath taking views that made this..."
rig,1,1,review_0ac3c838b5eebb975ea271ab :: K2 does a great job!  they are profissional and flexible working with climbing teams.  Lots of space in the hanger to rig for an expedition.  friendly and knowledgeable staff.  saf...
rightfully,1,1,review_72d9c8056fd07697854926f3 :: Wow! The view and experience was wonderful! Our pilot was courteous and polite. He rotated the seating on the return trip so that everyone had the opportunity to have a front seat ...
rigorous,1,1,"review_cc9bb85db1273e550ea2d2cf :: The rule of thumb is that there is a 1 in 3 chance of seeing Denali (Mt. McKinley) without cloud cover. However, on those days that Denali is in the open a flight is a must if your..."
ripoffs,1,1,"review_6c2d1a87ab2b69e1a1dd0847 :: We flew with owner and pilot Bruce of ""Wings over Kauai"", after he was recommended to us by our B&B the day before. It was fantastic, to say the least! Highly recommendable, especi..."
rising,1,1,"review_e9c95a30f06d08eb3ed861e0 :: Eric gave us such a wonderful experience this morning on our flight seeing trip between Maui and the Big Island.  It was a gorgeous flight and we got to see Haleakala, Waipi’o Vall..."
risking,1,1,review_8ef508b30539e0f4ad02beda :: Once in a life time experience! The pilot is experienced and super nice. He landed us on the upper base camp of Denali and the views over there is simply stunning. I now begin to u...
risky,1,1,review_09687f3c5332ab59381de30a :: It was perfect and we would go again with this same company. A small fixed wing plane seating a pilot and 2 riders. Things to keep in mind if you pick this small plane-If you are v...
rnage,1,1,"review_ba2a93bfe7054a6c161c1dff :: The flight at K2 was an exceptional way to see the Alaskan Rnage. The weather conditions were not optimal, but this doesn't take away from the one of a kind sights to see there. Fu..."
roadtrip,1,1,review_23a113d11dbade10f436d4ed :: I specifically booked on K2 for their reviews. Flew 7+hrs from houston to anchorage and this was supposed to be my highlight for my trip. i was booked with K2 for sat 9/3 for a tou...
roaring,1,1,"review_9b2fda157fb3ffa938e4960d :: Best Birthday Flight!    So happy I decided to celebrate my Birthday with Aero Adventures!  Thank you Marylee, Anna, John and Ren for making the day so special.   Nothing can compa..."
robert,1,1,review_5a1fdf0575f3c4d56b52b7cc :: What a trip! What a welcome from Ellen and Bruce. There was just Paul and I on board as passengers that 9am on 2nd January 2010. (Julia Roberts was boarding the private jet next do...
robinson,1,1,"review_26852a512277b5deece08a3f :: I had the pleasure of a late afternoon ""The Big Kahuna"" air tour this week with Air Ventures Hawaii that was a FANTASTIC full tour of Kauai.

The views from the plane were amazing ..."
roche,1,1,"review_bcbc73e545365e239fa8bb03 :: Wow, what a good idea it was to fly up to Roche Harbor instead of driving and taking the ferry. Service was friendly, punctual, and fun!..."
roger,1,1,"review_1f377517682947b322f1c517 :: My wife Cindy and I traveled to Kauai in early March.  Since the Napali coastline is only accessible by air or sea, we planned to take a flight over the Island.
The first day we sc..."
rollercoaster,1,1,"review_d35e8b4a42e5ba6d99b71220 :: We spent 14 days on 4 islands and did kayaking, snorkeling, whale watching and doors off helicopter tour over volcano.  This was by far our favorite and the most amazing experience..."
roomyair,1,1,"review_cce5c0d3468ee1bee4178621 :: What a wonderful way to start a week in Kauai with a flight over the island in a stable, roomyAir Ventures Hawaii Airvan plane with a super pilot who provided a wonderful, informat..."
rose,1,1,"review_4002b14844a9fdb69e609624 :: The staff are cordial and warm. They called us in advance to warn us about inclement weather and cancellation of the tour on the day in question. The day of the tour , we arrived t..."
rosie,1,1,"review_1fe7b796395cf2ecac91e147 :: Our family of 4 booked this trip due to limited time during our vacation to see the Grand Canyon.  I thought it would the perfect solution and sounded like fun.  I have two girls, ..."
rotary,1,1,"review_e96774b3e1781d8815eb68b2 :: I had wanted to fly in a biplane most all of my life, I'm 60 years old, but I just had never done so. While researching for a trip to Kauai for my wife and me I came across Air Ven..."
roundly,1,1,review_09687f3c5332ab59381de30a :: It was perfect and we would go again with this same company. A small fixed wing plane seating a pilot and 2 riders. Things to keep in mind if you pick this small plane-If you are v...
roundtrip,1,1,review_f52096b501a1fd2fa8760745 :: We flew roundtrip with Friday Harbor Seaplanes between Renton and Seattle and used the Sea-Tac shuttle service to get to the Renton airport.  Awesome experience and by far the easi...
routh,1,1,review_edc52fa4c757cf3ff86ff036 :: I really wanted to see Denali. I didn't want to endure a long bus ride to do it. We opted to take a flight-see with a glacier landing on the Routh Glacier. We circled the mountain ...
routine,1,1,review_afccae9eb0627b411c87b1ad :: The flightseeing experience is great and was the highlight of our 2 week trip to Alaska. The pilot was experienced and knowledgeable and gave us lots of information as we were flyi...
royal,1,1,"review_3fabab1c18329fdb94e0581c :: The day before my Air Ventures Hi flight, I had an amazing conversation with a helicopter tour across the street. I was the 1st for the next tour which required 6 passengers. No on..."
royalty,1,1,review_bfd57d15a7e6de7e1824ebd8 :: The wife and I would rate this experience was one of our all time bests. Air Ventures is very professional and appreciative and treats everyone like royalty. We did a helicopter to...
rued,1,1,review_b3611bb117be728e25d5ddec :: We had booked the 11 am tour online even before we reached Kauai. We called ahead and the person who answered told us we could come by 10:45 am or so. We reached round about then o...
ruffling,1,1,"review_e96774b3e1781d8815eb68b2 :: I had wanted to fly in a biplane most all of my life, I'm 60 years old, but I just had never done so. While researching for a trip to Kauai for my wife and me I came across Air Ven..."
ruin,1,1,review_6a47be99fb4fa07329ef3cce :: WORST EXPERIENCE EVER !! We booked the Red Baron biplane at least 8 months in advance through a well known tour operator in Hawaii. On the day before we were to take the tour as a ...
rusty,1,1,"review_24903862ffa3a5b3d8369450 :: We had a wonderful flight around Denali coupled with a landing on Ruth Glacier.  Our pilot, Rusty?, was informative, professional, and a great guide.  One of the high lights of our..."
sacred,1,1,"review_3bb066612c7c6f256d55cf79 :: We saw the most awesome sights today on our Mavericks helicopter flight!   

Our 17 year old son had never seen the canyon and we are on a short trip.  We figured an overhead persp..."
safey,1,1,"review_377944e92811d52a85f9fa33 :: We did the summit tour on June 15, 2012. I preferred K2 because of their summit tour flight path that is posted on the website and recommendations on TA and Cruisecritic. We were f..."
safty,1,1,"review_52cf67751f41cd7b4da16d13 :: When I started researching Denali tour operators last fall I narrowed it down to two.  Talkeetna Air was my first choice, having lived in Alaska, both my choices have been operatin..."
sahar,1,1,"review_7ba32a68e693ac1484a99e01 :: My only regret is that my English is not good enough to match my feelings towards those wonderful people on the ground and in the air. Thank you Ellen and Josh.
For a great day ove..."
sainthood,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo..."
salad,1,1,"review_084acea0cb7d3d6be4f0a2f2 :: Excellently organised, from pick up, tour and drop off. Booked afternoon Delux tour 1055-2000! Pick up via bus to Bolder airport (30 mins), flight over Hoover Dam and west Rim (I t..."
salina,1,1,"review_27ee31e44dec37dd44a492ba :: Eric, the pilot, is a amazing guy doing a great job! He said we are sharing his dream, actually he was making my dream come true by letting my little girl driving a little bit! Sou..."
salt,1,1,review_60f648955654e834b3f458f8 :: Working with Redtail Aviation was fantastic. Period.  Their service is impeccable!  I was planning a trip for my boss (he needed to charter a flight from Salt Lake City to Moab) an...
salvaging,1,1,"review_ebb70b11c29e696fbd1d4b9d :: Both K2 and Talkeetna Air Taxi (TAT) get my highest recommendation. Follow along with the bouncing ball, kids, as our tale unfolds:

Pre-booked directly with TAT about a month befo..."
samoa,1,1,"review_1807790e191ef3fbcb5b8edc :: As you can tell, we were so thrilled and excited to be able to book our second flight with WOK!  Once we booked the cruise, the very first tour that I booked (20 months in advance)..."
samuel,1,1,"review_6b4f55a23869141d6e9fcb5b :: We are long time Alaskans and have viewed Denali from the air as well as the road system on several occasions.  Our K2 Aviation flightseeing trip topped them all. 

The phone reser..."
sand,1,1,"review_c30a58825109984f60c56e27 :: We made Quick sand triangle at 8 pm. We had beautiful light. Flight was very nice. The pilote is very good. We landed with wind, but He made a very smooth landing !!!..."
sandal,1,1,review_35ec6803cedb11c1ad7a28f5 :: My wife and i did the 30 minute plane ride and this was way too short.  We should have done the hour or two hour as time went by so quickly.  You really do appreciate things when y...
sang,1,1,"review_ffc70e4c926f88417716ec0d :: We booked this trip for my brother's 50th birthday what an amazing day it was we were picked up from hotel and driven to airport where we were weighed, as there were 5 of us we sha..."
sanoski,1,1,review_178a5062188b85c149ab006d :: Heather at the front desk did everything she could to get us a flight seeing trip to see Mt. McKinley. She was great! Also our pilot Greg Sanoski gave us a wonderful trip. We can't...
sapphire,1,1,"review_726f7386cd2a37886d44b82e :: We were on the sapphire princess and they met us on time. Great flight and pilot. He pointed out all of the sights and info about the island. After the flight, they took us on the ..."
satisfaction,1,1,"review_6711a03e3c4ae4934b07f47e :: First of all, in prearranging this trip I was so happy with the friendliness of the staff. The day of our scheduled tour, May 30, 2012,  the weather turned a bit cloudy as it got c..."
satisfactorily,1,1,"review_52cf67751f41cd7b4da16d13 :: When I started researching Denali tour operators last fall I narrowed it down to two.  Talkeetna Air was my first choice, having lived in Alaska, both my choices have been operatin..."
satisfactory,1,1,"review_2a67dff0977ab1e1a6ec02e2 :: Kauai really can only be appreciated in its entirety from the air.  Ellen's ""Wings Over Kauai"" accomplishes the mission with safety, competence, and a keen appreciation for the cus..."
saver,1,1,"review_9cfafef161c9d56897a0bdb3 :: Highly recommend K2 Aviation.  We were scheduled to fly a day later, but woke up yesterday morning to sunny, blue skies so we called K2, and they got us on the first flight out on ..."
science,1,1,review_c2990eb96fa76c7a2e8341d4 :: We just completed our first Grand Canyon visit and the Scenic River Canyon Tour was the absolute best part of the trip. The entire tour could not have ran smoother. We arrived at t...
scramble,1,1,review_6a47be99fb4fa07329ef3cce :: WORST EXPERIENCE EVER !! We booked the Red Baron biplane at least 8 months in advance through a well known tour operator in Hawaii. On the day before we were to take the tour as a ...
screaming,1,1,"review_326f19457a589d42a33ff874 :: Can't express how amazing this flightseeing was!! We did Mt. McKinley base camp with glacier landing. During the flight, I was just screaming (nobody could hear me as everyone wore..."
screensavers,1,1,"review_ed4ac2a77e08629545e6ce8d :: My husband and I took a flight with K2 Avation from Talkeetna into, around and through the Alaska Mtn Range that will forever be in our memories and our photo album and our screens..."
scripted,1,1,review_1ba1d7ca87dc73520e4275dc :: Pilot Nate was great! His air tour was informative and interactive yet not overbearing or scripted like some other tour guides. The views from the sky looking down at the island wa...
seal,1,1,review_b226b58865dcbe2109b81484 :: We recently took a flight seeing trip to Misty Fjords with Taquan Air.  We chose this company because of the B1G1 free coupon offered in the Toursaver coupon book.  I really didn't...
sealed,1,1,"review_f3b2c22f8292b4045b6b7d5d :: We tried to arrange a glacier landing while we were visiting Haily but the weather prevented us from flying there.  So on our way back to Anchorage, we stopped by Talkeetna Air Tax..."
seasonal,1,1,"review_d9560030ede7b0b8cadef1bc :: In spite of the seasonal fog bank over Labor Day, we had an amazing time flying over the San Francisco Bay sights in the second row seats of a spacious vintage de Havilland Beaver ..."
seatbelt,1,1,review_b3611bb117be728e25d5ddec :: We had booked the 11 am tour online even before we reached Kauai. We called ahead and the person who answered told us we could come by 10:45 am or so. We reached round about then o...
seed,1,1,"review_108e653c877560e675647714 :: Steve the pilot was awesome! Excellent views and experience. We felt greeted and welcome when we arrived by Erik and Steve. 

You cant see in the ground what you see flying. Molika..."
seemless,1,1,review_0fe86f49cd61d72e5b4cdd2f :: So happy Tim (Denali Outlook) recommended Air Taxi for flight up to the glaciers. What an experience. Pilot was GREAT. Process at the desk was seemless. Highly recommend this fligh...
selina,1,1,"review_f41ced6c28445a8fe5b0c17c :: We booked the Combo Tour with Wings Over Kauai. Gina, the lady in the office, is super nice and welcomed us at the airport. You get free drinks and the atmosphare is very familiar...."
separated,1,1,"review_f7b35fca75b01a7401031df5 :: This was part of another tour that had eight people on it, including our two traveling companions.  We were separated from our companions and put on two different planes. We were i..."
serve,1,1,review_b5b9b1ac5889a39e26c6a963 :: The entire team at AirVentures was amazing. Jill and her husband make you feel like family. And JT was a great pilot tour guide. That’s a pretty amazing task to do at once. The who...
setup,1,1,review_f920a762f81cf440e6c1cf03 :: Bruce and Ellen provide an unsurpassed customer experience.  They were extremely flexible and customized our tour to fit our schedule.  Everything was great from the booking to the...
seward,1,1,"review_720f84fcbb71750f37ce6819 :: HAPPILY checked off an item on my Bucket List!  I have been blessed to get to fly to many areas in Alaska in small airplanes and to enjoy the float plane we have in Seward.  BUT, t..."
sexy,1,1,review_893444b3d94421317b589b22 :: Our family loved this tour of the grand canyon from the air. It our first view of the canyon and they had headsets to listen to music and information about the canyon. The pilots w...
sfo,1,1,review_00c302d877b85209a794aa3f :: booked this trip mainly to get an alcatraz tour because all other tour companies were booked. I have to say it was the HIGHLIGHT of our ENTIRE vacation in SFO. The staff is AWESOME...
shadaen,1,1,review_01dd27cd838b7b6f5db0f995 :: This was our favorite excusrion on our vacation.  Shadaen was an amazing flight guide.  We loved this tour.  It was so cool to see the entire island from the air.  It was a gorgeou...
shading,1,1,"review_38c140061a79f5dc4b034f30 :: Well.. I suppose we were really lucky ducks. ..
Booked month in advance from downunder..flew specially over from our holiday stay on Waikiki for this trip.
On arrival our booking w..."
shaking,1,1,review_5d9eea119504a77b7f64c33f :: So the BF and I were debating whether to view the Na Pali Coast by water or air.  I made the executive decision to do both.  We did the cheaper sunset cruise with Captain Andy's th...
shamefully,1,1,review_b2e38079a4818dad02a8027b :: I have been to San Francisco over a dozen times and I'm mad at myself for not doing this before. Everything else has mostly been said by previous reviewers but I regret only doing ...
shaped,1,1,review_746c3fb4dff2b8e6e769e043 :: Absolutely the best way to experience Denali!   You can see all sides of the mountain and glaciers.  We were unable to land due to recent snowfall but they were great about credito...
shattering,1,1,review_8294fe79e0415f552542ed94 :: The flight was enjoyable but not earth shattering like promoted! Pilot Patrick was doing a job not actively enthusiastically participating so I’d rate that part as average. Without...
shawn,1,1,"review_c0966e4f3c0b09539d4d6bc3 :: Simply great, on time as promised and exceptional pleasure for the family. Thanks to BJ a great pilot and Shawn who organized!..."
shaydin,1,1,"review_8cbcc1d56677595573435b43 :: What a great experience. Out pilot, Shaydin (sp) was great.  Lots of information about the island, and some good stories and lore.  Besides being a excellent pilot and providing no..."
shaydon,1,1,review_0fb37d9b2df5130ddd5c05b4 :: We had Captain Shaydon for our tour.  He was very knowledgeable of the island and pointed out a lot of sites. We left the airport and headed clockwise around the island past our re...
shear,1,1,"review_f5fac49ec73c1ede442fc489 :: We arrived in Talkeetna on a sunny afternoon and took a chance on getting a flight out with TAT.  They say only 30% of travelers actually see Mount McKinley, well we not only saw i..."
sheila,1,1,"review_5a0e4e9f0943a2aaeba54fd8 :: I wasn't sure at first if flying over Kauai was for me, but with encouragement from my friend Sheila I signed up. It turned out to be one of the best things I did on the Island...a..."
shelby,1,1,"review_f6dd4624f9efc22931f8c04f :: Lesley, Steve and Dan provided top notch service as we explored Traitor's Cove Bear feeding site with their professionally run organization!

The experience is amazing, Dan's knowl..."
sheldon,1,1,"review_b7f04a0180e8c42319eb683a :: On June 15, 2016, my wife and I were driving back home to Fairbanks from Anchorage on a beautiful sunny summer day and Mt. Denali was just standing out against the blue sky. We dec..."
shifted,1,1,"review_6c1adb3500c04be45ded8f18 :: The tour itself is good, the Grand Canyon is definitely a sight to see - the problem is the company running the tour.

We had booked a Grand Canyon tour from Las Vegas. First probl..."
shiny,1,1,review_aacfa230f0697fa4e1199e69 :: This was absolutely a dream come true!  I could not have asked for a more amazing experience in my life! I literally cried with joy and awe at the beauty I took in from the back of...
shipped,1,1,review_3a7cd518188bdcac1848c666 :: We originally booked the Denali Grand Tour with glacier landing but the weather was not cooperating. We rescheduled for a few days later on our way back through the area. Unfortuna...
shipwreck,1,1,"review_0da11c2491c16de35e73db28 :: A wonderful trip in Maui. I’m so glad to see the most interesting places including Molokai sea cliffs, Lanai shipwreck and the Molokini. The weather is windy, but it is not a probl..."
shoot,1,1,"review_e96774b3e1781d8815eb68b2 :: I had wanted to fly in a biplane most all of my life, I'm 60 years old, but I just had never done so. While researching for a trip to Kauai for my wife and me I came across Air Ven..."
shortened,1,1,"review_feda682e292096a94653bcff :: I have 2 young children, and this day trip to the Grand Canyon was the highlight of our week in Scottsdale. The ease of travel, shortened travel time, condensed trip that included ..."
shotgun,1,1,"review_389ef05347a1156d41434876 :: We decided to splurge during our visit to Kauai and booked a private flight on Wings Over Kauai's Cessna 172.  It was a bit more expensive than the group flight on the Caravan, but..."
shuffle,1,1,"review_741d479951bf34b2a56ea896 :: They picked me up at the cruise ship, did a quick safety briefing, and after a short taxi to the waterway, we were off!  Mike is a great pilot.  He told us about the fjord and land..."
shutdown,1,1,review_ac9f28b7aea91f381f02ee52 :: We had booked this 45 minutes flight from the south rim before we left the UK. I am so glad that we did as the National Park was shut when we arrived there due to the Government sh...
shutter,1,1,"review_1ed21d1c248429f6fb3bf95e :: We chose Air Ventures for our air tour recently based on recommendations on Trip Advisor. We arrived to the airport early for our tour, checked in, weighed in with everything we we..."
