word,canonical_lemma,frequency_21215,chinese_translation,source_type,nrc_category,vader_score,target_experience_object,exact_vader_score,polarity_group
unstable,unstable,8,不稳定摇晃令人担心的,Direct NRC Included (N=358),Fear (恐惧),-1.5,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.5,Negative (V < 0)
yummy,yummy,8,美味愉悦的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.4,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.4,Positive (V > 0)
mindful,mindful,8,细心周到的,Direct NRC Included (N=358),Positive Polarity Only (仅正向),0.0,"2. Pilot, Crew & Guide Service (飞行员与解说服务)",0.0,Zero / Neutral (V = 0)
poorly,poorly,8,糟糕地 / 差劲地,Direct NRC Included (N=358),Negative Polarity Only (仅负向),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
enthusiastically,enthusiastically,7,热情高涨地,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.6,Positive (V > 0)
hopeful,hopeful,7,怀抱希望的,Direct NRC Included (N=358),Joy (喜悦),2.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.3,Positive (V > 0)
hesitating,hesitating,7,犹豫顾虑（心理活动）,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-1.4,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.4,Negative (V < 0)
gushing,gushing,7,滔滔不绝赞赞称道的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
exhilerating,exhilarating,7,令人兴奋刺激酣畅地（错别字变体）,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.7,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.7,Positive (V > 0)
captivated,captivated,7,被深深吸引着迷的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.6,Positive (V > 0)
curious,curious,7,好奇求知的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.3,Positive (V > 0)
confusion,confusion,7,困惑 / 混乱,Direct NRC Included (N=358),Fear (恐惧),-1.2,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.2,Negative (V < 0)
classy,classy,7,高端优雅的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.9,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.9,Positive (V > 0)
painful,painful,7,痛苦的 / 令人难受的,Direct NRC Included (N=358),Fear (恐惧),-1.9,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.9,Negative (V < 0)
alas,alas,7,唉 / 遗憾的是,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-1.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.1,Negative (V < 0)
panic,panic,7,恐慌 / 惊恐状态,Direct NRC Included (N=358),Fear (恐惧),-2.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.3,Negative (V < 0)
laughter,laughter,7,欢笑 / 笑声,Direct NRC Included (N=358),Joy (喜悦),2.2,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.2,Positive (V > 0)
weird,weird,7,古怪令人不安的,Direct NRC Included (N=358),Disgust (厌恶),-0.7,5. Overall Tourism Experience Appraisal (总体观光体验评价),-0.7,Negative (V < 0)
relieved,relieved,7,宽慰的 / 松了一口气,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.6,Positive (V > 0)
strange,strange,7,怪异不安的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-0.8,5. Overall Tourism Experience Appraisal (总体观光体验评价),-0.8,Negative (V < 0)
ridiculous,ridiculous,7,荒谬的 / 离谱的,Direct NRC Included (N=358),Disgust (厌恶),-1.5,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.5,Negative (V < 0)
rudely,rudely,7,粗鲁地 / 无礼地,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-2.2,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.2,Negative (V < 0)
serenity,serenity,7,宁静 / 祥和,Direct NRC Included (N=358),Joy (喜悦),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
reputable,reputable,7,信誉良好的,Direct NRC Included (N=358),Trust (信任),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
suffered,suffered,7,遭受身体/晕眩痛苦,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-2.2,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.2,Negative (V < 0)
unhappy,unhappy,7,不高兴不满意的,Direct NRC Included (N=358),Sadness (悲伤),-1.8,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.8,Negative (V < 0)
unpleasant,unpleasant,7,令人不快令人难受的,Direct NRC Included (N=358),Sadness (悲伤),-2.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.1,Negative (V < 0)
powerful,powerful,7,强烈的 / 感人的,Direct NRC Included (N=358),Joy (喜悦),1.8,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.8,Positive (V > 0)
worrying,worry,7,令人担心的,Direct NRC Included (N=358),Fear (恐惧),-1.4,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.4,Negative (V < 0)
amaze,amaze,6,使惊叹 / 惊奇,Direct NRC Included (N=358),Surprise (惊喜),2.5,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.5,Positive (V > 0)
enthralled,enthralled,6,被深深吸引迷住的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
discouraged,discouraged,6,感到灰心气馁的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-1.7,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.7,Negative (V < 0)
casual,casual,6,随和轻松的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.8,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.8,Positive (V > 0)
fascinated,fascinated,6,深深入迷为之倾倒的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.1,Positive (V > 0)
broad,broad,6,宽广的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
blind,blind,6,盲目的 / 视线受阻的,Direct NRC Included (N=358),Negative Polarity Only (仅负向),-1.7,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.7,Negative (V < 0)
appropriately,appropriately,6,恰当地 / 贴心地,Direct NRC Included (N=358),Class 2 Colloquial Superlative,0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
calmer,calmer,6,更平静安心的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.5,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.5,Positive (V > 0)
frightening,frightening,6,令人惊恐吓人的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-2.2,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.2,Negative (V < 0)
precision,precision,6,精准靠谱的,Direct NRC Included (N=358),Positive Polarity Only (仅正向),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
hug,hug,6,拥抱 / 温暖关怀,Direct NRC Included (N=358),Joy (喜悦),2.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.1,Positive (V > 0)
timid,timid,6,胆怯害羞的,Direct NRC Included (N=358),Fear (恐惧),-1.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.0,Negative (V < 0)
sublime,sublime,6,崇高壮丽绝美的（Aesthetic Emotion/Awe）,Direct NRC Included (N=358),Class 3 Low-Altitude Domain Lexicon (N=17),0.0,1. Aerial Scenery & Nature Views (高空自然景观),0.0,Zero / Neutral (V = 0)
relief,relief,6,轻松如释重负感,Direct NRC Included (N=358),Positive Polarity Only (仅正向),2.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.1,Positive (V > 0)
gratitude,gratitude,6,感激 / 感恩,Direct NRC Included (N=358),Joy (喜悦),2.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.3,Positive (V > 0)
jovial,jovial,6,欢快风趣的,Direct NRC Included (N=358),Joy (喜悦),1.9,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.9,Positive (V > 0)
inspirational,inspirational,6,鼓舞人心的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,2.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.3,Positive (V > 0)
reassurance,reassurance,6,令人放心的安抚感,Direct NRC Included (N=358),Trust (信任),1.5,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.5,Positive (V > 0)
warmest,warmest,6,最暖心亲切的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.7,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.7,Positive (V > 0)
gloomy,gloomy,5,阴沉的 / 沮丧的,Direct NRC Included (N=358),Sadness (悲伤),-0.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),-0.6,Negative (V < 0)
hates,hate,5,厌恶 / 讨厌,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-1.9,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.9,Negative (V < 0)
hated,hate,5,讨厌 / 极为憎恶的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-3.2,5. Overall Tourism Experience Appraisal (总体观光体验评价),-3.2,Negative (V < 0)
apprehension,apprehension,5,忧虑 / 疑虑不安,Direct NRC Included (N=358),Fear (恐惧),-2.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.1,Negative (V < 0)
faultless,faultless,5,无可挑剔完美的,Direct NRC Included (N=358),Trust (信任),2.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),2.0,Positive (V > 0)
envy,envy,5,羡慕 / 嫉妒,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-1.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.1,Negative (V < 0)
comforted,comforted,5,感到安慰安心的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.8,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.8,Positive (V > 0)
pity,pity,5,遗憾 / 同情怜悯,Direct NRC Included (N=358),Sadness (悲伤),-1.2,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.2,Negative (V < 0)
jitters,jitters,5,忐忑不安 / 紧张发抖感,Direct NRC Included (N=358),Class 3 Low-Altitude Domain Lexicon (N=17),0.0,3. Flight Riding & Aircraft Feeling (飞行体感与机型),0.0,Zero / Neutral (V = 0)
scare,scare,5,吓人 / 引发恐慌的,Direct NRC Included (N=358),Fear (恐惧),-2.2,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.2,Negative (V < 0)
luscious,luscious,5,秀美令人心旷神怡的,Direct NRC Included (N=358),Joy (喜悦),0.0,5. Overall Tourism Experience Appraisal (总体观光体验评价),0.0,Zero / Neutral (V = 0)
marveled,marvel,5,惊叹赞赏的,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.8,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.8,Positive (V > 0)
overwhelmingly,overwhelmingly,5,压倒性震撼地,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-0.5,5. Overall Tourism Experience Appraisal (总体观光体验评价),-0.5,Negative (V < 0)
shock,shock,5,震惊 / 冲击,Direct NRC Included (N=358),Fear (恐惧),-1.6,5. Overall Tourism Experience Appraisal (总体观光体验评价),-1.6,Negative (V < 0)
stressful,stressful,5,令人压力重重焦虑的（Stress/Anxiety State）,Direct NRC Included (N=358),Class 2 Colloquial Superlative,-2.3,5. Overall Tourism Experience Appraisal (总体观光体验评价),-2.3,Negative (V < 0)
suprise,surprise,5,惊喜 / 意料之外（错别字变体）,Direct NRC Included (N=358),Class 2 Colloquial Superlative,1.1,5. Overall Tourism Experience Appraisal (总体观光体验评价),1.1,Positive (V > 0)
