word,canonical_lemma,chinese_translation,emotion_category,frequency_21215,review_count_21215,example_context,in_nrc,in_vader
jovial,jovial,欢快风趣的,Unclassified,6,6,review_11c562973251eb3dddcd271c :: Pilot Bruce was a fabulous and jovial companion for our flight tour. The flight was smooth and filled with interesting and notable secrets of the island. He shares fun facts about ...,True,True
precision,precision,精准靠谱的,Unclassified,6,6,review_e4e421cfb94501963c3c2a24 :: We had a really great experience with Eric.  Scheduling and the flight were all performed with precision.  I think any of his trips will be enjoyable. The airplane is great for cou...,True,False
gratitude,gratitude,感激 / 感恩,Unclassified,6,6,review_3cb4c53a6c1c62555cfbaa2c :: This is a bit of a mixed experience for us.  The floatplane ride to Caribou lodge was wonderful - the guided hike from Caribou Lodge at Boomerang Lake was really awesome - Zack sho...,True,True
relief,relief,轻松如释重负感,Relief,6,6,"review_34b482736330103710d534dd :: Joe, the pilot, was not just knowledgable and interesting, he put us all at ease with clear safety instructions,  very obvious attention to his task, and some needed comedic relief...",True,True
sublime,sublime,崇高壮丽绝美的（Aesthetic Emotion/Awe）,Unclassified,6,6,review_9d1f6ad84d606ddca5e4e615 :: This flight was great and the narration was really very interesting and the landing was just sublime...,False,False
timid,timid,胆怯害羞的,Fear / Nervousness,6,6,"review_d5b6da22fea5e1d569198664 :: I am recently retired, and a trip to Alaska was one of my 'bucket list' destinations.  This flightseeing tour over Denali was the crown jewel of the trip.  Truly amazing, and a lif...",True,True
warmest,warmest,最暖心亲切的,Unclassified,6,6,"review_b5bb93bd61e91d0950c9bcb3 :: My wife and I booked the Denali Experience with Glacier Landing for August 29.
  
K2 arranged pick-up and drop off service for us at the Talkeetna Lodge.  The transfers were comple...",False,True
hug,hug,拥抱 / 温暖关怀,Unclassified,6,5,"review_c5feeb86e230b0356bda8c8b :: Let me first state that my wife doesn't like to fly in small planes, and she was very nervous about the water part.  But being the trooper she is she agreed to go for me.  We did b...",True,True
amaze,amaze,使惊叹 / 惊奇,Amazement,6,5,review_106dc23da845ce9e90ce924e :: This is the third time I have taken this trip and it never ceases to amaze. You cannot appreciate the Grand Canyon from just seeing pictures and flying over and through. It gives a...,True,True
frightening,frightening,令人惊恐吓人的,Unclassified,6,6,"review_24f8ec603697c6d9d4611f11 :: We recently went on the K2 flight seeing tour of Denali mountain.  It was an amazing, once in a lifetime experience.  You get up close and personal with Mt. Denali and nearby mount...",False,True
calmer,calmer,更平静安心的,Unclassified,6,6,"review_bddd9f0c13920a19ac41cba3 :: I went with a somewhat nervous 90+ year-old, who is not a fan of planes, let alone small planes, and she loved it! As did I!  The views are spectacular, something you can only see ...",False,True
appropriately,appropriately,恰当地 / 贴心地,Unclassified,6,6,"review_c4cbc3a0ec8aea7d9f373032 :: Just yesterday my wife and I enjoyed the spectacular beauty of Denali from the air with K2!  The pilot was excellent, explaining as we flew along and answering questions; the plane...",False,False
blind,blind,盲目的 / 视线受阻的,Unclassified,6,6,"review_442bd14270e4cf874af0ab43 :: Last year, Taquan (pilot Dave and guide Mark Phillips) did an excellent job at getting us to Anan Creek.  However, due to our ship's limited time in port last year, along with poor...",True,True
broad,broad,宽广的,Unclassified,6,6,review_05de4a8b0825e8b582b8810d :: We took a family trip with a broad age range (8-84) and took a flight tour with this company. The pilot was extremely knowledgeable about the region and we had a fantastic tour of ...,False,False
fascinated,fascinated,深深入迷为之倾倒的,Fascination,6,6,"review_5e1ada412e6d27e61871d3d2 :: My husband and I booked the Canyon Spirit, 45-50min tour with Maverick Helicopters as part of a 3 week tour around the west of America. We booked it online a month before we went t...",False,True
casual,casual,随和轻松的,Unclassified,6,6,"review_18f9b0cb64ddf8f1c45ae3e9 :: Words can't describe it and pictures don't do it justice. Exploring Denali is not a casual undertaking and unless you do a flight seeing tour, you won't really be able to see the m...",False,True
discouraged,discouraged,感到灰心气馁的,Unclassified,6,5,review_229fd4968cfa419bf766b69f :: The pilot was not very friendly and discouraged us from talking for safety reasons but it also discouraged us from asking questions. The little he said was a  bit confusing so we w...,False,True
enthralled,enthralled,被深深吸引迷住的,Unclassified,6,6,"review_b2c05129d491fa8430b16f98 :: What an amazing trip! And a huge Mahalo to our guide, Mel. His knowledge of culture, science, geology is second to none and he enthralled and educated us the whole day with humour,...",False,False
joyful,joyful,充满喜悦欢快的,Unclassified,5,5,"review_27ee31e44dec37dd44a492ba :: Eric, the pilot, is a amazing guy doing a great job! He said we are sharing his dream, actually he was making my dream come true by letting my little girl driving a little bit! Sou...",True,True
wowed,wowed,被深深惊叹震撼的,Amazement / Awe,5,5,"review_5035b0fc89c249531e5a177f :: My family and I toured with K2 on a day that didn't have great weather. We were supposed to have a flightseeing tour and glacier landing at 1 pm, but because the weather was poor, ...",False,True
suprise,surprise,惊喜 / 意料之外（错别字变体）,Surprise,5,5,"review_f30883e46fd48911e17c02fe :: Had no chance to fly, even fully paid in advance. Reasoning gave by operator was that speedometer not working in a plane, so it can not fly. It has been passed to us couple hours b...",False,False
stressful,stressful,令人压力重重焦虑的（Stress/Anxiety State）,Unclassified,5,5,"review_a20afea77622e7f2a696a5b8 :: Friday Harbor seaplanes was an exceptional way to travel into Friday Harbor.  They were friendly, helpful and made the whole experience great.  Getting to FH can be stressful and t...",False,True
shock,shock,震惊 / 冲击,Surprise / Shock,5,5,review_e07d338aaa29596c79153eae :: Denali was not an option the day we went because of bad weather so they offered us another tour.  We had a wonderful pilot and got to see a lot.  I was in the co-pilot seat which w...,True,True
scare,scare,吓人 / 引发恐慌的,Unclassified,5,5,review_b98f86836dab2804df15e3e9 :: What  a great time!! Steve was our pilot and pointed out all the natural wonders that you could never see by land.  I would highly recommend this tours! Its way better than an open...,True,True
overwhelmingly,overwhelmingly,压倒性震撼地,Unclassified,5,5,"review_5b475559d8a53af1419a955a :: In all our research for Alaska, what stood out the most was the encouragement to see Alaska from as many perspectives as we could - land, sea, air. When we figured out that flights...",False,True
marveled,marvel,惊叹赞赏的,Wonder / Awe,5,5,"review_23dd8ca7ccb1504a0fdd0abe :: Having made a reservation to do a flightseeing trip months before we arrived in Talkeetna, I had the very good fortunate to have the sun shining throughout this spectacular trip. M...",False,False
luscious,luscious,秀美令人心旷神怡的,Unclassified,5,5,"review_c899626eb9d5f30c9ce8bb94 :: Our fifth trip to Alaska, and we were so happy to find this combination of two of our favorite excursions.  Wonderful seaplane flight - landed on a lake and walked on the wings - t...",True,False
pity,pity,遗憾 / 同情怜悯,Pity / Sadness,5,5,review_0e57afe5271794777fc522b8 :: The tour was wonderful ! what a pity that no comment is in another language than english and that the pilot doesn't care if the passengers understand or not what he says during the...,True,True
jitters,jitters,忐忑不安 / 紧张发抖感,Nervousness / Anxiety,5,5,"review_805ef5f7c1f0df545b37c9b0 :: Isaac was an excellent pilot and very thorough in explaining island sites, and comforting some first time jitters about flying in a small plane. Loved that it was just me, my husba...",False,False
hates,hate,厌恶 / 讨厌,Anger / Dislike,5,5,"review_a6393fcd3d1377ade8951ba7 :: Our trip was in May 2022. We had a blast. The pilot was knowledgeable and fun. My husband hates flying, especially small planes, but he'd do it again. We plan to book with K2 again...",False,True
hated,hate,讨厌 / 极为憎恶的,Anger / Dislike,5,5,"review_5fe9fad9238c2de93e358451 :: I had a ""reservation"" to fly, but waited over a hour. I saw lightening and storm clouds- I was told by pilot that it was a small cell that we'd fly around. IMMEDIATELY after takeof...",False,True
gloomy,gloomy,阴沉的 / 沮丧的,Unclassified,5,4,"review_a49c3b4b417661efc807e243 :: Well, there really is a reason that this is rated number 1 for attractions and activities...there really is no downside.  Firstly, making a reservation by phone or online via their...",True,True
faultless,faultless,无可挑剔完美的,Unclassified,5,5,review_5910f9ccf0fda94156e304bb :: We tried going to the Na Pali Coast in our car to see the beautiful views but it was not to be as the whole region was covered with clouds and rain. So to make sure we got to see i...,True,True
envy,envy,羡慕 / 嫉妒,Envy,5,5,review_1414273dd7063c526a44d117 :: This was one of lifetime plane trip realy memorable. I simply envy pilots they get to do this and get paid for it. Just seeing the wonderful mountain range up close is breathtaking...,False,True
comforted,comforted,感到安慰安心的,Comfort / Relief,5,5,review_348b4aff02fdf2a7c1edf068 :: We had a once in a lifetime experience on Westwind's Signature Grand Canyon South and Ground Tour. I have a terrible fear of flying but I was desperate to be able to do this tour. ...,False,True
apprehension,apprehension,忧虑 / 疑虑不安,Anxiety / Fear,5,4,review_c542b91f8f33b62598c7e8e7 :: The whole experience was fabulous from the convenience of short notice booking to the easy check in and ultimately with the flight and our pilot! The facility is welcoming and the ...,True,True
intimidating,intimidating,令人胆怯令人畏惧的,Unclassified,5,5,review_366a0217246d209bb9329b77 :: How do you describe something that takes your words away and leaves you speechless?  This was meant to be a Floatplane and Alaskan Bear excursion.  We definitely saw the floatplane...,False,True
tranquil,tranquil,清幽宁静的（Calmness/Serenity State）,Unclassified,4,4,review_e6cf6dd7ddebb8be79394b82 :: This is one of the most amazing trips we have ever been on. The scenery was breathtaking. Great ambience and very tranquil to see the view from the plane. Thank you for such a grea...,True,True
spellbinding,spellbinding,扣人心弦迷人的,Unclassified,4,4,review_c0a1d7abe2043556cd658a2c :: This was my second time doing a flightsee of Denali and landing on the glacier.  Tales from the first time prompted some friends to come up from L48 and do one.  As with the first ...,False,False
spellbound,spellbound,出神为之入迷的,Fascination / Awe,4,4,review_74b3950bfc8651a0c192c5f7 :: From the moment we took off to the moment we landed back at the airport we were all spellbound!  The ride was amazing and I would highly recommend it.  We landed on Ruth Glacier an...,False,False
stoked,stoked,极为激动期待的,Excitement,4,4,"review_6a2174ace00b3c34805ab86a :: When you live on Kauai, you have the ability to pick and choose. One of our best choices (other than making the decision to move here) was picking to take a Wings Over Kauai flight...",False,False
subtle,subtle,微妙精细的,Unclassified,4,4,"review_fad64ae50bf3442f53016b8f :: What better way to go view bears feeding than by float plane?!!!

Awesome experience flying in a float plane. We were all very tentative at the experience. Our pilot had a great se...",False,False
suprised,surprised,感到惊喜惊讶的（错别字变体）,Surprise,4,4,review_690cc278985c56f33f02481e :: We booked this trip through our Disney cruise.  The day we went the weather was beautiful.  But Ketchikan is in an artic rain forest so I understand these tours are often cancelled...,False,False
thrills,thrills,刺激 / 快感,Unclassified,4,4,review_9ddf6fdd501ee2d077fd2f6c :: I have wanted to see Denali since I was a kid and it was still named Mt. McKinley. It took my breath away when I saw it from Talkeeta. But up close from the air it was sublime. Lan...,False,True
unnerving,unnerving,令人发慌不安吓人的,Unclassified,4,4,"review_5e1ada412e6d27e61871d3d2 :: My husband and I booked the Canyon Spirit, 45-50min tour with Maverick Helicopters as part of a 3 week tour around the west of America. We booked it online a month before we went t...",False,False
tranquility,tranquility,宁静 / 平和,Unclassified,4,4,review_8b4c172e7b644d8c4b931cc0 :: We got of our cruise ship early and were able to purchase our trip from one of the operators at the end of the dock.  Apparently they sell what the cruise lines have been unable to...,True,True
underwhelmed,underwhelmed,大失所望未达预期的,Disappointment,4,4,review_e07d338aaa29596c79153eae :: Denali was not an option the day we went because of bad weather so they offered us another tour.  We had a wonderful pilot and got to see a lot.  I was in the co-pilot seat which w...,False,False
unfair,unfair,不公平的 / 冤枉的,Unclassified,4,3,review_bed38cb5492cc85e5a6942a8 :: If you are in the front you get a panoramic view of the canyon but in the back you get a panoramic view of the front passengers. Its very unfair that Maverick charge the same price...,True,True
unfriendly,unfriendly,不友善的,Unclassified,4,4,review_dea6554bb253c3a9200497a0 :: Never book this tour! The tour didn‘t take place without notice! We stood infront of the company and we couldn’t fly WITHOUT any notice! The person on the phone was super unfriendl...,True,True
wicked,wicked,太棒了 / 绝妙的,Unclassified,4,4,review_8b057101f491fb760b653664 :: K2 Aviation Pilot Chad Smith and his De Havilland DHC-2 Turbo Beaver delivered us an incredible aerial tour within one of Alaska's gems: Denali National Park. Our glacier landing w...,True,True
wildest,wildest,最疯狂的（狂想）,Unclassified,4,4,review_8f1a70042c9eaad97513c1ff :: We love to fly but this was beyond our wildest expectation.  Would highly recommend to anyone that is on the fence about going.  Taking off and landing from the water is truly an a...,False,False
profound,profound,深刻震撼的,Unclassified,4,4,"review_8440145fbb3c7547df5b2cb4 :: It was an absolutely spectacular experience!! The glacier landing was epic.Being on the glacier, surrounded by majestic mountains was so intensely profound. K2 Aviation is excellen...",False,False
regretting,regret,感到后悔遗憾的,Regret,4,4,"review_2ced2be9a338446e48906797 :: ""Best hour of my life""--or at least that's how my daughter (not a little kid, but rather a highly accomplished and well travelled professional) described it.  While I trust her exc...",True,True
nasty,nasty,令人厌恶的 / 恶劣的,Unclassified,4,3,"review_af08902c4c1b7326756e9e93 :: In a nutshell, the views of Mckinley were stunning however the pilot, a gentleman from Pennsylvania, exhibited the height of rudeness. And no, I'm not misunderstood. He was blatant...",True,True
pleasing,pleasing,令人愉悦满意的,Pleasure / Satisfaction,4,4,"review_1bbaf9835eaf9a0a0592eb35 :: We were ""in the clouds"" both figuratively and in reality.  The day was less than ideal and we knew we would not see Mt Mckinley, so K2 gave us option to cancel.  Thankfully, we did...",False,True
frustrated,frustrated,感到沮丧的 / 挫败的,Unclassified,4,4,review_ed42ef9dc4fa813cfcacdfdb :: My family of 4 did this tour last week and were beyond impressed.  We opted for Maverick because of their fleet of newer helicopters with ample windows spanning down to the floor i...,True,True
captivating,captivating,扣人心弦引人入胜的,Fascination / Awe,4,4,"review_e64fadc568774df30ea12ccb :: Our pilot, Rosemarie, provided a wonderful flight and narration.   She was consistently focused on meeting our needs, answering questions with insightful responses, and proactively...",True,False
phobia,phobia,恐惧症 / 恐高心理,Fear,4,3,review_e9b2f31c772c2b7cb28b91a6 :: I am a very anxious flyer but wanted to see the Na Pali coast badly so I booked a private tour in the Cessna.  Bruce was our pilot and he was excellent at giving the tour and makin...,False,True
disconcerting,disconcerting,令人不安的,Unclassified,4,4,review_b70a4a0ae56a29332a7fd7e6 :: We took Friday Harbor Seaplanes to and from Renton/San Juan Island. The flight was on time and the pilots seemed knowledgeable. Scenery was fantastic. My only complaint is that bot...,False,False
dreaded,dread,令人害怕恐惧的 / 提心吊胆,Fear / Dread,4,4,review_1dd85bf8878c66fc279b0b60 :: We travelled from Scotland to the USA to ride down the famous Route 66. One of my most anticipated stops was to see the Grand Canyon. But it was also one of my most dreaded... perh...,False,True
dreading,dread,感到十分恐惧担心的,Fear / Dread,4,4,"review_71241e031e521f6c6963b901 :: I am terrified of flying and was really dreading the Grand Canyon tour.
 As we drove to Boulder airport I was becoming more and more terrified. As I walked into the airport a lovel...",False,True
emotion,emotion,情感 / 情绪,Unclassified,4,4,"review_ae461d0213d7b365caf8ccdf :: When I first reading reviews about a flight around Denali, K2 always seemed well reviewed.  I also struggled to justify the price for the tour.  It's expensive yes.  I must admit i...",False,False
exhilarated,exhilarated,感到无比兴奋酣畅的,Excitement / Joy,4,4,review_721ad19aff869f0d170db596 :: Our five island tour started out overlooking West Maui and then we set across the channel to the Molokai sea cliffs...just beautiful.  We then circled around for a 180-degree view ...,False,True
embarrassed,embarrassed,感到尴尬难堪的,Unclassified,4,4,"review_c5991b9ca1903f1735d674f0 :: My friend and I scheduled our flight several months in advance online, with no problem whatsoever.  We arrived early for the flight, were greeted and checked in and weighed and the...",False,True
giddy,giddy,兴奋得头晕目眩欢欣的,Excitement / Joy,4,4,"review_3586d47de5356ce1da25e642 :: Everything about K2 inspires confidence, which is essential if you're planning to ride a small plane up thousands of feet for a closer look at mountains and glaciers. The planes ar...",False,True
hungry,hungry,贪婪的（money hungry）,Unclassified,4,4,review_782108ad97fa0d3252690e48 :: Booked weeks in advance qhe wecwere at home on New Zealand. Acidently bookex yhe wrong mouth. Booked August 19 instead of September 19. Was not in US o  August 19. No refund from M...,True,False
irritated,irritated,感到恼火烦躁的,Unclassified,4,4,review_b226b58865dcbe2109b81484 :: We recently took a flight seeing trip to Misty Fjords with Taquan Air.  We chose this company because of the B1G1 free coupon offered in the Toursaver coupon book.  I really didn't...,False,True
irritating,irritating,令人烦躁恼火的,Annoyance / Irritation,4,4,"review_e0e8c4638a54285feff0cfbc :: CHEAPER IF BOOKED DIRECTLY, but if there are scheduling problems with your cruise line and you're late, it's better to have booked thru the cruise line.  There is an option especia...",True,True
ominous,ominous,不详的 / 不妙的,Unclassified,4,3,"review_f1afb11c14a20df3c0e654e1 :: All I can say is GO. And K2 is the company to GO with.
That's our experience. And what an experience it was...

If you have the means and the wherewithall to
afford this trip, it i...",True,True
peacefulness,peacefulness,宁静详和感,Calm / Serenity,4,4,"review_a1479d7709ac1f0657a6be34 :: I was a little nervous about this-especially since I am 62 and my husband is 73-
but I went ahead with it since it was something my husband was very excited to experience.
From the...",False,True
reassure,reassure,使人感到安心放心的,Relief / Reassurance,3,3,"review_6f6e76e335be827620150250 :: A warm and kind welcome from the professional teams. 
An outstanding pilot who knows how to reassure you with a ⭐⭐⭐‐‐ pilot. A well explained tour despite my basic English. A disco...",True,True
heartfelt,heartfelt,真挚的 / 出自内心的,Unclassified,3,3,"review_1d2e3b9096eb301db6126594 :: Halfway through our 45-minute tour, our pilot, BJ, asked us to let him know as soon as he'd made it to the top of our ""coolest thing ever done"" list. I replied, ""You hit that the s...",True,True
horribly,horrible,糟糕恐怖地,Disgust / Distress,3,3,review_51a202e4d0258cc2f7bb9e04 :: My ten year old daughter and I chose the Indian adventure tour and it was the best part of our entire vacation. We got picked up from circus circus at 4:30am by a very nice shuttle...,True,True
incomprehensible,incomprehensible,难以理解令人困惑的,Unclassified,3,3,review_90ae941636917345fd7de0d3 :: We had a very limited amount of time in Alaska and wanted to maximize it. I've never done a flight tour but thought it was our only chance to see Denali. We drove to talkeetna gett...,True,False
indulge,indulge,尽情享受 / 犒劳自己,Unclassified,3,3,"review_389ef05347a1156d41434876 :: We decided to splurge during our visit to Kauai and booked a private flight on Wings Over Kauai's Cessna 172.  It was a bit more expensive than the group flight on the Caravan, but...",False,False
joking,joking,开玩笑的,Unclassified,3,3,"review_423900e8c6f71dee36ddccef :: Weather forecast wasn´t so good, but finaly - excelent weather for such a amazing experince. So nice - to start from lowland and slowly fly closer and higher to Denali summit acros...",True,True
marvelously,marvelously,奇妙极其出色地,Unclassified,3,3,"review_101f174eb4cfd0a4e16a1f3a :: Fabulous would be a one-word description. As a resident of this area I have explored much of the wonders that exist here and am always amazed, but nothing I have done compared to t...",True,False
overjoyed,overjoyed,欣喜若狂的,Joy,3,3,"review_8bc91ab41a9ca49ce95dc25c :: I was overjoyed by this seaplane experience!  Breathtaking views, some of the prettiest scenery I have ever seen.  Our pilot, Shane, was very engaging and informative.  The landing...",True,True
peacefully,peacefully,宁静和平地,Unclassified,3,3,"review_9f9111190c4a6d851371d2f7 :: We want to express our appreciation to Chip Sonn, our K2 pilot for our fantastic late afternoon/evening flight excursion while recently visiting Talkeetna, Alaska.  As part of our ...",False,True
sympathy,sympathy,同情 / 体谅,Sympathy,3,3,"review_f630d22ae67bb1aea6cde23c :: Steve was great captain. We had 9 passenger. Didn’t have to pay extra $15 for window seat. If you end up going into larger flight you will be asked if you want to. 
Ps. Thank you S...",True,True
remorse,remorse,懊悔 / 悔恨,Regret / Guilt,3,3,"review_be756d082c9857ee2d7f2a8b :: Had a blast! Eric was great and friendly, we had an awesome time flying over Volcanoes National Park and taking a pit stop in Hilo for lunch. 10/10 would definitely recommend! I’ve...",True,True
rickety,rickety,摇摇欲坠的,Unclassified,3,3,review_7610caa1138d8b33b74c4e88 :: Each seat had excellent views of the Grand Canyon. Taking the whole scene in by air is maybe the best way to understand the size and majesty of the canyon. The crew was professiona...,True,False
scaring,scare,使人害怕恐惧的,Fear,3,3,"review_274015d30b5b852508a42740 :: I took my wife on an Alaskan Cruise to celebrate her Big 5-0.  We've been on several cruises before, but this was hands down the best ever!  We took a helicopter out to the Mendenh...",False,True
securely,securely,安全平稳地,Unclassified,3,3,"review_168aab1a1f0b80f2400963aa :: This was a spectacular flight! We had a sunny day and Denali was out in all it's glory.
Our pilot Stan started off with all the safety features and then after we were securely in o...",False,True
sickening,sickening,令人作呕恶心的,Disgust,3,3,review_9cc699fcb8b3d3fab878cc9f :: I'm conflicted as to how to review Westwind as we had two different planes for our group of 16 family and friends (ages ranging from 25 - 60) who had completely different experienc...,True,True
spoilt,spoilt,被破坏败兴的,Unclassified,3,3,"review_38726fbf15fea6ee0b2055ab :: First of all book with another airline ,there's lots.We booked our trip through the web and were told to meet at the sunshine sign outside the tourist information centre in Ketchik...",False,False
uneasiness,uneasiness,不安 / 忐忑感,Anxiety,3,3,review_3e78e4ee92bd76c4cb21392e :: There were 8 of us on the plane. We all had window seats so great viewing. They provide an automated narration via headphones which is interesting  and informative. We were a group...,True,True
unsettled,unsettled,心神不宁忐忑的,Uneasiness / Anxiety,3,3,"review_afef78fc89e72cc13bcb4c60 :: When we arrived in Ketchikan on Tuesday, June 23, 2015, it was a beautiful day so we decided to book a seaplane excursion of the Misty Fjords.  We ended up at Taquan Air and everyo...",True,True
happiness,happiness,幸福快乐感,Unclassified,3,3,"review_c71a138c1f37c7f15dbbb3a4 :: My husband and i booked our Connoisseur tour to go to the Grand Canyon South on the 19th and below is are overall experience:
Pros: 
- Beautiful views as promised 
- Very friendly ...",True,True
harrowing,harrowing,令人触目惊心惊恐的,Fear / Dread,3,3,review_9cc699fcb8b3d3fab878cc9f :: I'm conflicted as to how to review Westwind as we had two different planes for our group of 16 family and friends (ages ranging from 25 - 60) who had completely different experienc...,True,False
curiosity,curiosity,好奇心 / 探索欲,Unclassified,3,3,"review_52347e1e494c72afee91a465 :: My cousin told us that the very best use of our money in Alaska would be on a scenic flight around Mt. McKinley. Even though they are expensive, she told us they are worth every pe...",True,False
guilty,guilty,内疚内疚感,Guilt,3,3,review_a3f8d14b3c831abdc1614668 :: With a young family we found our options for aerial tours was limited as most helicopter tours would not take a child under 2 years.  While we didn't take our young child on the to...,True,True
carefree,carefree,无忧无虑自在的,Unclassified,3,3,"review_85a9ee4e779f9e90667b94cd :: It was a very easy and carefree experience. We’ve been on another helicopter tour, in Kauai, and it was far more complicated....",False,True
ecstasy,ecstasy,狂喜 / 极乐状态,Intense Joy,3,3,review_84a78a9d4bfb31d92af294ad :: I can't say enough positive things about this amazing experience. It was worth every penny and then some. Will(bur?) was an excellent pilot and a downright excellent human. He was ...,True,True
aggressively,aggressively,挑衅攻击地 / 极其恶劣地,Unclassified,3,3,review_9cc699fcb8b3d3fab878cc9f :: I'm conflicted as to how to review Westwind as we had two different planes for our group of 16 family and friends (ages ranging from 25 - 60) who had completely different experienc...,False,True
ambivalent,ambivalent,矛盾复杂心理的,Mixed Emotion,3,3,"review_4a582265ded51274209a4ffc :: The Denali flightseeing adventure was oustanding. Beautiful day, 10 passenger plane, smooth flight, great pilot and the most unbelievable views of the mountain and glaciers. In 40 ...",False,True
apprehensions,apprehension,顾虑 / 忧虑不安,Anxiety / Fear,3,3,"review_9502735c5977685b4e9511be :: Nice way to see beautiful Kauai. Glad we chose these guys, the whole team was great. We will recommend this to our friends.

Our pilot, Josh was amazing. Friendly, experienced and ...",False,True
aprehensive,apprehensive,感到忧虑不安的（错别字变体）,Anxiety / Fear,3,3,"review_fd2e1ec4090146c614767640 :: I don't like to fly in small planes or helicopters (fear of heights!) - but this was awesome! Bruce gave us a special glimpse of the beautiful Kauai, and his information and commen...",False,False
astonished,astonished,感到十分惊异惊叹的,Amazement / Surprise,3,3,"review_103f4440d6a6486ab6782f17 :: Taquan is situated across the channel from the Ketchikan Airport, a 5 minute ride on the ferry. With wheeled luggage an easy hop from the terminal. No taxi required. I showed up an...",False,True
beneficial,beneficial,有益的 / 有帮助的,Unclassified,3,3,"review_9f823d87ce664378d2eacee2 :: When we arrived, Bruce greeted my family warmly, got us oriented to what was going to happen on our Sky Van flight and even helped me track down a parking spot for my vehicle.  Our...",True,True
candid,candid,坦率真诚的,Unclassified,3,3,review_73f14a3f53218184c4bbe8c9 :: We had the most amazing time with Eric today. Not only did we get to fly over the islands of Maui and Hawaii but we saw the craters from an amazing perspective in the air. We could...,True,False
astounded,astounded,感到十分震惊震撼的,Amazement,3,3,"review_539ab35db100ef8bcf0f37b8 :: I'm older (60s) my friend is OLDER (72) and yet we really wanted to go--K2 has great staff, so kind and helpful in many ways. The biggest part of the trip is in the plane looking o...",False,True
cheer,cheer,振奋 / 欢呼,Unclassified,3,3,review_50087c058cc38daa21b82926 :: We took this flight combined with “The Original Grand Canyon Jeep and Safari Tour.”  No words can appropriately describe this awe inspiring experience.  At one time I found myself ...,True,True
deaf,deaf,听而不闻冷漠的（fell on deaf ears）,Unclassified,3,3,review_1a1601cda603ad2706af1666 :: I know this goes against the other reviews but our trip was marred by a lack of commentary either by the pilot or the pre recorded...I mentioned it to the pilot but it fell on deaf...,True,False
dreaming,dreaming,梦寐以求 / 心驰神往,Unclassified,3,3,"review_66a4fcc5850ed47eb61fb160 :: Booked 4 on the Grand Denali flight. The weather was great, and the views were unbelievable. Our pilot, Sean, did a great job of making sure everyone got a good view and told us lo...",False,False
compassion,compassion,同理心 / 关切,Compassion,3,3,"review_ff7695c5a050f9db720f89a9 :: This company at least needs to train there employees to have some compassion or emotion for a helicopter ride that needs to be cancelled because of the weather (high winds).  Yes, ...",True,True
disappointingly,disappointed,令人失望地,Disappointment,3,3,"review_6634ed598f094be637deaf3a :: Boat ride was disappointingly short, especially considering the trek down to the dock.  Should have been at least 30 minutes.  We also spent A LOT of time standing in lines.  There...",False,True
dissatisfied,dissatisfied,感到不满意的,Disappointment / Dissatisfaction,3,3,review_0feea62cebd439414c25d6fc :: My wife and I decided to spend Valentine’s Day in Sedona and booked an air tour of the Grand Canyon. I booked it over the phone with Lindsey whom seems to be the manager. She lead ...,False,True
dazzled,dazzled,目眩神迷震撼的,Amazement / Awe,3,3,review_61a9d3d1fdbcd064bf4345ca :: We had an amazing Denali experience with Matt as our wonderful pilot!  Staff at the facility were very helpful and friendly making sure we knew what to do prior to boarding aircraf...,False,False
daunting,daunting,令人望而生畏胆怯的,Fear / Anxiety,3,3,"review_b7f01c12e058877205debe1a :: This was a great experience from start to finish, starting with quick responses to initial enquiries, preflight contacts and information, safety briefing and the engagement of an e...",False,False
compassionate,compassionate,富有同理心体贴的,Compassion,3,3,review_a485c5e820c7e55c86de9a0b :: We decided on a whim to do a plane tour of Maui. WOW did we pick the right guy. The plane was as smooth as the operator. Absolutely flawless. We have done a ton of things so far on...,True,True
humility,humility,谦逊贴心,Unclassified,2,1,"review_d1dfcb69be6315d42fc6e8f8 :: DISCLAIMER: I’m a tour professional living and working here in Alaska and not compensated in any way for this review. I do it because these operators are my FELLOW ALASKANS. 

Ther...",True,False
threaten,threaten,受到威胁/令人不安的,Unclassified,2,2,"review_ce23c1ddd00fe162177658fe :: To be fair, I want to say upfront that this review focuses not only on the provider but also on Trip Advisor (based on the comments of the owner/vendor that Trip Advisor is horribl...",True,True
suffering,suffering,受苦受难不适,Unclassified,2,2,review_90e8ef5965fc9ab5018a2dde :: Great group of people but may be suffering from their own success. The operation appears top notch like others I have reviewed. But they seem to lack the ability to easily manage t...,True,True
squeamish,squeamish,胆怯恶心体质易受惊的,Unclassified,2,2,review_be8faf48d8d937ed7f366e98 :: K2 Aviation is a super friendly and well-run organization. Views were amazing. So glad my teenage kids got to really see a glacier for what it is. We'd talked about them so much on...,True,False
rigid,rigid,刻板不近人情的,Unclassified,2,2,review_4e12b4a1176793651a28a048 :: My husband and I visited Alaska for my first time in early August.  We knew we wanted to experience a fly over Denali National Park.  After researching the various tour operators o...,True,True
pumped,pumped,兴奋激动的 / 跃跃欲试,Unclassified,2,2,review_1dd85bf8878c66fc279b0b60 :: We travelled from Scotland to the USA to ride down the famous Route 66. One of my most anticipated stops was to see the Grand Canyon. But it was also one of my most dreaded... perh...,False,False
