user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo,language,is_english,user_city,user_state,user_country,is_us_domestic,review_word_count,review_char_count,title_word_count,exclamation_count,uppercase_ratio,sentiment_polarity,sentiment_pos,sentiment_neg,safety_mention,helicopter_comparison,price_value_mention,coast_mention,canyon_mention,waterfall_mention,wildlife_mention,weather_mention,flight_crew_mention,ground_staff_mention,companion_mention,pilot_mention,staff_service_mention,guide_mention,pilot_service_mention,special_occasion,aircraft_type
Wimpfried,Gablingen,4,,Gut als spontane Aktion,"Die Leute von Seaplane Adventures sind sehr spontan. Bin vorbeigefahren und wollte nur mal Informationen und sie hätten sofort einen Platz für mich gehabt. 
Am Tag  des Fluges war es sogar möglich den Copilot-Seat zu bekommen. Super!!
Einziger kleiner negativpunkt war dass der Abflug sich um 30 min. verschob, weil zuletzt noch Gäste kamen. Aber das ist zu ertragen.",Unknown,0,2014-07-18,36_854_Seaplane Adventures_2025-03-04,0,French,0,Gablingen,,Unknown,0,59,367,4,2,0.04632152588555858,-0.7896,0.087,0.169,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Airplane
Pierre R,"Tours, France",5,Aug 2013 • Family,"Magnifique, à faire si budget","Cher (500€ pour un adulte et 3 enfants) mais magique.
Il ne faut pas être claustrophobe ni trop grand ( au dessus de 1,80m, négocier la place à côté du pilote) mais le vol est magnifique et passe très vite (30 min)
Outre le Golden Gate et Alcatraz, j'ai adoré le virage au dessus du stade des Giants avec les buildings du centre de SF à côté de l'hydravion...
Ce jour là, il y avait aussi les bateaux de l'America's cup ...
Accueil très sympa, bref, foncez!",Family,0,2013-09-04,36_854_Seaplane Adventures_2025-03-04,0,French,0,Tours,,France,0,87,457,5,1,0.0262582056892779,0.5093,0.039,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
panamafabrice,"Beaumont, France",5,Aug 2015 • Family,Vol - transport de fret,"Lieu d'activité de transport de voyageur et de fret par hydravion, accueil chaleur et lieux de décollage exception, la situation de Fish Lake permet de pouvoir accéder rapidement au différent Lac et rivière descendant des différents monts de la face Sud du Denali national park ""Park du Mont McKinley"".",Family,0,2015-09-16,38_77_Alaska Bush Float Plane Service_2025-03-04,0,French,0,Beaumont,,France,0,49,302,5,0,0.033112582781456956,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
GABYZENDEJASM,"Mexico City, Mexico",5,Jun 2012 • Solo,¡Una de las mejores experiencias de la vida!,"Esto es algo que no se pueden perder si están en Talkeetna. Jason, es el mejor piloto de Alaska! A pesar de tener un poco de miedo a las alturas, en ningún momento sentí temor de nada. Las vistas que se tienen desde arriba, son incomparables. Además de que tienes la opción de hacer preguntas durante el vuelo, en caso de que tengas alguna duda. La cabaña de la recepción es como de un cuento de hadas. Arlene, quien nos atendió antes y después del vuelo, fue muy amable. El lugar en sí es precioso, ¡me encantó! La próxima vez que esté en Alaska, no dudaré en regresar.",Solo,0,2013-05-22,38_77_Alaska Bush Float Plane Service_2025-03-04,1,French,0,Mexico City,,Mexico,0,108,570,8,2,0.021052631578947368,-0.6103,0.0,0.046,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Airplane
Calitae,"Paris, France",5,Mar 2020,Une magnifique expérience... c'était vraiment top :o) !!!!,"Une expérience atypique à vivre.
Vous embarquez à 2 en plus du pilote qui se trouve derrière vous.
Vous n'êtes pas aussi proche que dans un hélicoptère mais suffisamment proche pour observer les magnifiques paysages de l'île.
Belle balade à vivre en couple.
Super accueil et très bonne prise en charge.
Pour les français que nous sommes, les explications en anglais ne sont pas toujours simples à comprendre.",Unknown,0,2020-03-09, TripadvisorReviewScraper,0,French,0,Paris,,France,0,68,408,8,0,0.014705882352941176,0.5994,0.059,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Anna-Lena F,,5,Nov 2019 • Couples,Toller Rundflug über Kauai 👌🏼,"Es war super und ist empfehlenswert!! Wir sind mit JT geflogen, er macht absolut einen tollen Job! Die gesamte Organisation war unkompliziert und es hat alles ohne Probleme funktioniert.",Couples,0,2019-11-11, TripadvisorReviewScraper,0,German,0,,,Unknown,0,29,186,5,3,0.043010752688172046,-0.7931,0.152,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Sascha J,,5,Oct 2019 • Couples,Absolutes Muss auf Kauai,"Diese Tour muss man unbedingt machen. Top Route und klasse Pilot J.T. Man sieht vom Canyon bis hin zu NaPali Coast alles. Und wenn man Glück hat, sogar mit wechselnden Wetterbedingungen von Sonnig bis „durch die Wolken“

Wenn man eine GoPro mitnimmt, kann man diese für 25 Dollar außen am Flugzeug befestigen",Couples,0,2019-10-11, TripadvisorReviewScraper,0,German,0,,,Unknown,0,52,308,4,0,0.07142857142857142,-0.4767,0.032,0.07,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified
Hannelore S,,5,Sep 2019 • Couples,Wunderbar,"Wir haben einen wundervollen Rundflug über die Insel Kauai gemacht. Alles war traumhaft, der Pilot hat alles erklärt, die Bodenmannschaft war super freundlich und hat uns umsorgt. Alle angegebenen Orte wurden überflogen, teilweise sogar zwei mal, damit alle Flugzeuginsassen auch alles sehen konnten. Vor dem Flug und nach der Rückkehr wurden Fotos gemacht und zügig per Mail an uns gesandt. Einfach ein toller Service. Nur zu empfehlen.",Couples,0,2019-09-26, TripadvisorReviewScraper,0,German,0,,,Unknown,0,67,437,1,0,0.041189931350114416,-0.9136,0.048,0.191,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified
xmichixx,,5,,Atemberaubender Ausblick auf Kauai,"Top organisiert, freundliche Mitarbeiter und ein klasse Pilot. Es besteht auch die Möglichkeit eine eigene GoPro am Flugzeug anzubringen, um auf dem Flug die atemberaubende Aussicht einfach zu genießen. Am besten bereits bei Ankunft auf der Insel einen Rundflug unternehmen um einen guten Überblick zu bekommen.",Unknown,0,2019-09-14, TripadvisorReviewScraper,1,German,0,,,Unknown,0,46,311,4,0,0.04823151125401929,-0.7906,0.034,0.148,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified
yolanda1810,"Madrid, Spain",5,Aug 2019,Excelente eleccion,"Como piloto privado que soy no podía perderme el sobrevolar la isla en avioneta. Y acerté al elegir esta compañía. Magnífico trato desde principio a fin de todo el personal. Un piloto experimentado y superamable. Sin duda, merece la pena el precio.",Unknown,0,2019-08-26, TripadvisorReviewScraper,0,French,0,Madrid,,Spain,0,42,248,2,0,0.020161290322580645,-0.7003,0.0,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Tami W,Schwedt,5,Nov 2018 • Friends,Super!,Der Flug war wunderschön. Wir empfehlen jeden Urlauber: guckt euch Kaua’i von oben an. Alles war gut organisiert und unkompliziert.,Friends,0,2018-12-01, TripadvisorReviewScraper,0,German,0,Schwedt,,Unknown,0,20,131,1,0,0.04580152671755725,-0.8316,0.0,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Bertrand D,,5,Oct 2018 • Couples,Vue à couper le souffle !,"Premier point essentiel: c'est un tour eco-friendly, vous consommez 70 % de carburant en moins en choisissant cette option plutôt qu'un hélicoptère. Compagnie sérieuse et personnel extrêmement agréable. C'est un tour exhaustif des choses à voir sur l'île. Nous vous le recommandons chaudement !",Couples,0,2018-10-15, TripadvisorReviewScraper,1,French,0,,,Unknown,0,44,294,6,1,0.013605442176870748,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
joswagt,"Maastricht, The Netherlands",5,Sep 2018 • Couples,Geweldig😀,Een geweldige vlucht rond het eiland Alle highlights vlieg je langs De piloot verteld alle bijzonderheden die langs komen Super vriendelijk ontvangst,Couples,0,2018-09-16, TripadvisorReviewScraper,0,German,0,Maastricht,,The Netherlands,0,22,149,1,0,0.026845637583892617,0.0,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
ze1mlp,"Marne-la-Vallee, France",5,Aug 2018 • Family,Air tour over Kauai,"Un survol exceptionnel de l'île de Kauai effectué directement en sortant de l'avion qui nous a amené depuis Big Island, et donc une surprise totale au fur et à mesure de la découverte de ce joyau.Un grand merci à Angela pour son accueil très gentil, et à notre pilote ""Big Moustache"" qui a été un excellent guide pendant plus d'une heure.Incontournable !!!",Family,0,2018-08-24, TripadvisorReviewScraper,0,French,0,Marne-la-Vallee,,France,0,62,356,4,3,0.025280898876404494,0.865,0.152,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,Other/Unspecified
Lucas W,,5,Aug 2018 • Couples,Atemberaubend und sehr interessant,"Ein tolles Erlebnis, sehr sehr nettes Team und einige hilfreiche Informationen. Wir haben den Flug ziemlich am Anfang unseres Aufenthaltes gebucht - ein perfekter Einstieg.",Couples,0,2018-08-05, TripadvisorReviewScraper,0,German,0,,,Unknown,0,25,172,4,0,0.05232558139534884,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
monique  l,"Quebec City, Canada",5,Jul 2018 • Friends,Flying excursion over Kauai,Spectacular experience! Expérience extraordinaire! Paysages incroyables pouvant être vus seulement dans les airs. Pilote super sympathique ainsi que sa femme!,Friends,0,2018-07-19, TripadvisorReviewScraper,1,French,0,Quebec City,,Canada,0,20,158,4,3,0.02531645569620253,0.6981,0.201,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
myf3003,"Barcelona, Spain",5,Jun 2018 • Couples,Excelente elección para sobrevolar Kauai,"Son un matrimonio que se gestionan su propio negocio, y la verdad que son geniales, nos atendieron de maravilla. Sobrevolar Kauai en una réplica exacta de una avioneta de la segunda guerra mundial es espectacular. Lo recomiendo al 100% sin duda.",Couples,0,2018-06-21, TripadvisorReviewScraper,0,French,0,Barcelona,,Spain,0,41,245,5,0,0.0163265306122449,-0.5574,0.0,0.085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Other/Unspecified
adycristi,"Zapopan, Mexico",5,Apr 2018 • Family,Happy tour!!,Muy bonito y excelente viaje y paisajes el servicio de primera para toda la familia es de lo mejor de Hawái,Family,0,2018-04-09, TripadvisorReviewScraper,0,French,0,Zapopan,,Mexico,0,21,107,2,0,0.018691588785046728,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
MaxFrenkendorf,"Frenkendorf, Switzerland",5,Mar 2018 • Couples,"Ausgezeichnet, sensationell","Die Tour von Air Ventures Hawaii auf Kauai ist sehr empfehlenswert, denn sie ist eine sehr gute Alternative zu den teuren Helikopterflügen. Die wunderschöne Naturlandschaft von Hawaii ist am besten aus der Luft ersichtlich. Die Air Ventures Hawaii fliegt mit Tragflächen Flugzeuge die grosse Fenster haben. Unsere Pilotin Desi ist nicht nur mit Leib und Seele Pilotin sondern ist auch eine sehr gute Fremdenführerin.
Die Tour mit Air Ventures Hawaii ist ein must. Ich würde jede Zeit wieder mit Air Ventures Hawaii fliegen.
Max und Ruth, Schweiz",Couples,0,2018-04-01, TripadvisorReviewScraper,0,German,0,Frenkendorf,,Switzerland,0,87,545,2,0,0.07155963302752294,-0.9661,0.0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Meibi86,"Grossniedesheim, Germany",5,Mar 2018 • Couples,Echt Cool,"Ein absolutes Muss. Wir hatten spontan einen ""Privat Flight"" gebucht und nicht bereut. Unser Pilot Eric hat uns die Insel gezeigt und viel dazu erzählt. Von der Beratung bis zum Flug fühlten wir uns super betreut.",Couples,0,2018-03-12, TripadvisorReviewScraper,0,German,0,Grossniedesheim,,Germany,0,36,213,2,0,0.056338028169014086,0.0,0.093,0.093,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified
Laurent D,,5,Feb 2018 • Family,Vue imprenable sur Kauai,"À faire pour avoir une idée de la beauté des canyons,des cascades,des plages et ainsi organiser le reste du séjour en choisissant les lieux à visiter.. pilote sympa malgré la barrière de la langue",Family,0,2018-03-06, TripadvisorReviewScraper,0,French,0,,,Unknown,0,34,196,4,0,0.00510204081632653,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Tina K,"Lucerne, Switzerland",5,Jan 2018 • Couples,Sollte man sich nicht entgehen lassen,"Gut organisiert, tolle Ausblicke auf die Insel, das haben wir nicht bereut. Könnte ich jedem uneingeschränkt weiterempfehlen - und das, obwohl ich Flugangst habe!",Couples,0,2018-01-29, TripadvisorReviewScraper,0,German,0,Lucerne,,Switzerland,0,24,162,6,1,0.030864197530864196,-0.636,0.0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
inlovewithhawaii2017,,5,Dec 2017 • Couples,Toller Flug,"Wir haben den Flug spontan online gebucht und es hat alles super geklappt.
Die Abwicklung vor Ort war professionel und trotzdem familiär. Wir haben noch auf einer anderen Insel einen Hubschrauberrundflug gemacht, aber der Umgang mit dem Kunden und die Freundlichkeit war bei Air Ventures eindeutig am besten!
Unsere Pilotin hat die Tour sehr gut begleitet, uns die schönsten Ecken gezeigt und viel dazu erzählt. Dank ihrer Tipps habe ich dann abends auch noch Schildkröten am Stand beobachten können. 
Ich würde hier jederzeit wieder buchen - es hat mir und meinem Mann sehr gut gefallen.",Couples,0,2017-12-27, TripadvisorReviewScraper,0,German,0,,,Unknown,0,95,588,2,1,0.0391156462585034,-0.9674,0.034,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
hokilk,"Seoul, South Korea",4,Nov 2017 • Family,good!!!,카우아이에서는 헬기투어도 좋겠지만 경비행기 투어도 좋은거 같아요. 헬기투어보다 저렴하기도 하고 좋았습니다. 빅아일랜드에서 화산보기 헬기투어를 했었는데 한곳을 여러번 볼때는 헬기투어가 좋지만 경치를 쭈욱 둘러보는 거로는 경비행기 투어가 좋은 것같아요. 다만 실내가 좀 더웠어요. 시간대를 잘 선택하세요,Family,0,2017-11-09, TripadvisorReviewScraper,0,Korean,0,Seoul,,South Korea,0,35,167,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
HSVHause,"Bavaria, Germany",5,Oct 2017 • Friends,Toller Rundflug,"Wir wollten einen Rundflug über Kaua‘i machen also stellte sich die Frage wie??

Vorteil von Helikopter ist das man nah an die Attraktionen fliegt, das ist dann aber schon der einzige. 

Vorteile vom Flugzeug, jeder hat seinen eigenen Fensterplatz, Ruhiger als im Heli und natürlich der unschlagbare Preis.

Unsere Entscheidung viel auf Air Ventures wegen der ausgezeichneten Bewertungen auf TripAdvisor. Das auch zurecht:

- Pilotin war Top, gab Tipps für Ausflüge und erklärte während des Flugs alles. Außerdem war sie sehr aufmerksam dass beide Seiten des Flugzeuges alles zu sehen und zu Fotografieren bekamen.

-Das Flugzeug ist klein und Familiär, man hält Kontakt zueinander und mit dem Piloten via Headset. Wir waren nur 5 Passagiere an Board von maximal 6, von den Plätzen sieht man überall perfekt! 

-Kontakt lief reibungslos über E-Mail, die Dame vom Büro war auch sehr nett und zuvorkommend. Man bekommt sogar Getränke und kalte Tücher (falls einem übel wird) 

Wir würden allen die nach Kaua‘i kommen empfehlen diesen Flug zu machen, zumal man einen Überblick über die Insel bekommt und tolle Tipps von der Crew!

🤙🏻🤙🏻",Friends,0,2017-10-26, TripadvisorReviewScraper,0,French,0,Bavaria,,Germany,0,180,1132,2,2,0.04858657243816254,-0.987,0.009,0.165,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,Other/Unspecified
G221ZAalexanderb,,5,Oct 2017 • Couples,Nur zu empfehlen,"Ein einmaliges Erlebnis, nur zu empfehlen. Man sieht so sehr viele Punkte der Insel, welche man nicht zu Fuß oder mit dem Auto erreichen würde. Grade bei nur wenigen Tagen Aufenthalt auf Kauai eine richtige Entscheidung. Der Pilot ist super gewesen, er hat viel erzählt und erklärt.",Couples,0,2017-10-17, TripadvisorReviewScraper,0,German,0,,,Unknown,0,47,282,3,0,0.04964539007092199,0.5994,0.078,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified
Carine B,"Lyon, France",5,Sep 2017 • Couples,Wonderful tour,"Nous avons effectué le tour de Kauai avec l'avion Cessna. 
Notre pilote était Harry. 
Nous avons vraiment beaucoup apprécié cette sortie. 
Les paysages sont magnifiques. Le Canyon de Waimea et les côtes de Napali sont à couper le souffle. 
Notre pilote Harry était très sympathique. Il nous a très bien expliqué les différents paysages. 
Nous recommandons vivement ce tour.",Couples,0,2017-10-01, TripadvisorReviewScraper,0,French,0,Lyon,,France,0,59,373,2,0,0.040214477211796246,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Nachomh72,"Madrid, Spain",5,Apr 2017 • Couples,Vistas increíbles.,"Era una de las cosas que queríamos hacer en nuestra visita a Kauai. Al llegar al aeropuerto y tras alquilar el coche, nos acercamos a las oficinas que están al lado para informarnos. Hacía muy buen día y nos recomendaron hacer el vuelo de las 3pm ya que el tiempo en la isla es muy impredecible y tanto esa hora como el primer vuelo que hacen por la mañana es el que recomiendan. Tienen la opción tanto en avioneta para 6 como en avioneta de doble plano para dos y sin cerrar. Elegimos la primera opción para ver tranquilamente la isla y hacer fotos, aunque nos quedamos con ganas de hacer la otra. Si lo que se quiere es más diversión, esa puede ser la opción ideal. También hay diferencia de precio. A nosotros nos costo 135 USD por persona. Igual por internet o gestionado desde el alojamiento puede ser algo más barato. Destacar la amabilidad del personal.

En nuestro vuelo fuimos 5. Hay cuatro asientos en la derecha y dos en la izquierda. Yo iba en la izquierda y mi mujer en la derecha. Las mejores vistas son desde la derecha, aunque se aprecia bien desde la izquierda, pero si se puede elegir... Antes del vuelo preguntan quien quiere ir delante con el piloto. Este nos estuvo todo el rato contando cosas de la isla. Al hacer tan bueno, pudimos ver todo. Se empieza por la costa hacia Poipu, se va hacia el interior viendo el cañón del Waimea, se recorre la costa de Napali y la costa norte, para volver al interior y al aeropuerto. Una hora en total. No se movió casi y nadie se mareo. Todos nos bajamos encantados. Te llevas una buena idea de la isla.",Couples,0,2017-05-03, TripadvisorReviewScraper,0,French,0,Madrid,,Spain,0,291,1563,2,0,0.018554062699936022,-0.34,0.012,0.021,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Other/Unspecified
Enio H,"Sao Paulo, SP",5,Jul 2016 • Family,Imperdível - Must Go,"Ficamos em dúvida se fazíamos o passeio de helicóptero ou avião. Decidimos avião e não nos arrependemos. Valeu muito a pena!

Como muito da paisagem de Kauai não é vista por terra, nada melhor que sobrevoar essa ilha muito bonita.

O voo foi muito bom, piloto muito divertido e dava informação da ilha toda com explicações muito detalhadas.

Fomos muito bem atendidos e a paisagem de Kauai vista pelo alto é indescritível.

Valeu cada centavo que pagamos no passeio.

Somos muito agradecidos a Air Ventures pelo passeio inesquecível.",Family,0,2016-12-17, TripadvisorReviewScraper,0,Spanish,0,Sao Paulo,,Sp,0,88,533,4,1,0.0225140712945591,-0.3595,0.0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
marionF01,"Ain, France",5,Jun 2016 • Friends,Super !! Rien a redire !,"1h de vol au dessus de Kauai au top ! 
Kevin notre pilote était super , nous sommes d abord partis à 08h30 , le temps n était pas au rendez vous , il a fait demi tour au bout de 10/15min et nous a proposé de revenir dans L après midi ,ce que nous avons trouvé très pro ! Les hôtesses à L accueil sont au petit soin ! 
Nous recommandons fortement cette compagnie !",Friends,0,2016-06-18, TripadvisorReviewScraper,1,French,0,Ain,,France,0,76,363,6,4,0.01652892561983471,0.7825,0.104,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Panja-Lutz,"Reutlingen, Germany",5,Aug 2015 • Family,Privat Tour,"Danke Paul fuer den tollen Flug, trotz viele Wolken hatten wir auf alles wichtige einen super Ausblick. Sehr gute Erklaerung und auch geschichtliche Information ueber Kauai. Wir kommen gerne wieder zurueck, danke fuer das tolle Geburtstagsgeschenk fuer mein Mann.",Family,0,2015-08-15, TripadvisorReviewScraper,0,German,0,Reutlingen,,Germany,0,39,263,2,0,0.045627376425855515,0.5994,0.093,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified
Aninha N,,5,,Tem que ir,Kauai é tão impressionantemente lindo que sobrevoar é quase obrigatório. Cada paisagem absurdamente bonita. Vale cada centavo.,Unknown,0,2015-04-20, TripadvisorReviewScraper,0,Spanish,0,,,Unknown,0,17,126,3,0,0.023809523809523808,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Carchil,"Guadalajara, Mexico",5,,Increible,Si están pensando visitar Hawai'i les recomiendo la isla de kauai en la que air ventures te da un magnífico vuelo por toda la isla jardín la atención que te dan es la mejor altamente recomendado,Unknown,0,2015-02-16, TripadvisorReviewScraper,0,French,0,Guadalajara,,Mexico,0,36,194,1,0,0.010309278350515464,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified
Vielflieger2013,Germany,5,Oct 2013 • Couples,Fantastischer Rundflug über eine traumhafte Insel,"Wir hatten einen super Rundflug mit einem fantastischen Blick auf alle Highlights der Insel. Das Personal war super freundlich und sehr kompetent. An den wichtigsten Highlights ist der Pilot gekreist, so dass aus allen Perspektiven Blicke und Fotos erhascht werden konnten. Besonders toll fanden wir auch, das von dem Personal vor dem Rundflug ein Foto von uns vor dem Flugzeug gemacht wurde, welches uns schon während des Rundfluges zugesandt wurde. Auch die überreichte DVD ist ein tolles Erinnerungsgeschenk. Wir sind total von AirVentures begeistert und können den Rundflug nur weiterempfehlen.",Couples,0,2013-11-02, TripadvisorReviewScraper,0,French,0,,,Germany,0,90,598,6,0,0.046822742474916385,0.0,0.077,0.077,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Other/Unspecified
Juan E,Bogota,5,Jul 2012 • Couples,Excelente tour,"Hoy estuvimos en el tour de air ventures, la verdad nos parecio mucho mejor que tomar el tour en el helicoptero ya que se pueden ver las cosas desde mas arriba y con mayor cobertura. El viaje estuvo muy bueno y suave gracias al capitan. Muy recomendado para hacer en kauai",Couples,0,2012-07-19, TripadvisorReviewScraper,0,French,0,Bogota,,Unknown,0,51,272,2,0,0.011029411764705883,0.4588,0.059,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
MeikeK,"Hannover, Germany",4,Apr 2012 • Couples,einmal um die Insel,Die AirVentures Tour ist eine gute Ausweichmöglichkeit zu den relativ teuren Heliflügen. Wir haben die ganze Insel aus der Vogelperspektive gesehen. Besondern toll war natürlich der Waimea Canyon und die Na'apali Küste.,Couples,0,2012-06-04, TripadvisorReviewScraper,0,German,0,Hannover,,Germany,0,32,219,4,0,0.0639269406392694,-0.9485,0.0,0.358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Midra,"Madrid, Spain",4,Oct 2011,Una experiencia genial!,"Una experiencia que merece la pena hacer. La atención en todo momento fué muy buena, tanto en la oficina como el piloto. Además esta todo el rato explicandote lo que vas viendo. el recorrido es muy completo y solo tiene que acompañarte el tiempo un poco para que sea alucinante. Por sacarle alguna pega, ´la avioneta quizas no sea lo mejor para gente alta ya que el espacio es bastante reducido en los asientos, pero a cambio tienes ventanilla siempre para poder hacer fotos. Eso si,es mejor el lado derecho del avión!",Unknown,0,2011-10-09, TripadvisorReviewScraper,0,French,0,Madrid,,Spain,0,92,518,3,1,0.009652509652509652,-0.3595,0.0,0.027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other/Unspecified
Tiffiny L,,5,Aug 2018 • Family,Friday Harbor Seaplane Ride,"Our family, including two young adults loved our flight today. Friendly, nice, fun plane, great pilot! Highly recommend!",Family,0,2018-08-15,42_260_Northwest Seaplanes_2025-03-06,1,Other Non-English,0,,,Unknown,0,18,120,4,2,0.025,0.9669,0.633,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Airplane
JMAX,"Sao Paulo, SP",5,Jul 2018 • Friends,Local fantástico,"Este é um passeio imperdível, vale a pena fazer o voo completo, são 25min saindo de Renton até o Friday Harbor, com direito aos sobrevoos da cidade de Seattle, Friday Harbor é um lugar lindo, vc terá 90min para conhecer o lugar, antes da volta de mais 25min. Verifique a condição climática, dias com Sol são a melhor opção.",Friends,0,2018-08-01,42_260_Northwest Seaplanes_2025-03-06,0,Spanish,0,Sao Paulo,,Sp,0,59,323,2,0,0.02786377708978328,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
ThierryL579,"Mies, Switzerland",5,Sep 2017 • Couples,À ne pas manquer... Extraordinaire !,"Nous avons réservé par interner le vol Canyonsland et Arches. USD 189.- en comparaison aux vols en hélicoptère à Grand Canyon, c'est raisonnable...
Le pilote était très sympa et a bien pris le temps de nous expliquer plein d'histoires sur les différents parcs. Le tour a pris une bonne heure. Même si vous prenez plusieurs jours en 4*4 vous n'arriverez pas à voir autant.... Le spectacle est merveilleux et si varié...
Je recommande fortement cette activité...",Couples,0,2017-09-10,44_470_Retail Air Adventures_2025-03-06,0,French,0,Mies,,Switzerland,0,76,460,6,0,0.02826086956521739,0.4588,0.041,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Airplane
Remo Maria M,"Turin, Italy",5,Aug 2017 • Solo,Esperienza emozionante e indimenticabile,"Con solo qualche ora a Moab e millemila posti da vedere non c'erano molte alternative che dare un'occhiata dall'alto. L'aeroplanino su cui ci hanno imbarcato era piccolo piccolo ma la sensazione non era affatto di precarietà. Ho fatto il giro di un'ora e garantisco che è impossibile annoiarsi. Il pilota spiegava e indicava le cose più interessanti con una gioia e uno spirito e un entusiasmo indicibili. Mi ha trasmesso la voglia, se non di venire a vivere anch'io qui, almeno di trascorrervi qualche settimana lontano dal mondo. Grazie!",Solo,0,2017-08-22,44_470_Retail Air Adventures_2025-03-06,1,French,0,Turin,,Italy,0,89,539,4,1,0.012987012987012988,0.4003,0.033,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
ParisMichaela,Paris,5,Aug 2016 • Family,Un souvenir imperissable,"Nous avons réservé le vol d'une heure et nous sommes rentrés même plus tard tellement le pilote était passionné et avec le désir de nous montrer le plus de chose possible.
Ca a été une expérience inoubliable car sans le vol nous n'avions pas le temps de voir Maze et Needles, tellement beaux mais difficilement accessibles. En plus, de revoir les Arches et le Canyonlands mais cette fois d'en haut vous donne vraiment la vision globale de ces paysages magnifiques et tellement étendus.

Une merveille à faire sans hésiter.",Family,0,2016-10-08,44_470_Retail Air Adventures_2025-03-06,0,French,0,Paris,,Unknown,0,89,522,3,0,0.01532567049808429,-0.3612,0.022,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airplane
