user_name,user_location,rating,rating_text,review_title,review_text,trip_type,helpful_votes,published_date,tour_name,has_photo
Meidy1,"Anchorage, AK",5,Aug 2020,Wow! Just WOW!,"We are 'local' (Anchorage) and had scheduled a trip on Saturday. Friday's trip to Talkeetna was beautiful....Denali visible from our home all the way to Talkeetna. Sarah worked with us to change our reservation from Saturday to Friday. Chris was our pilot and it was an overall awesome experience. Their goal is to have you enjoy the trip...not take your money. What a refreshing change and what an amazing experience!!  Very ""Covid Aware""! Most grateful! -Rick & Natalie",Unknown,0,2020-08-23,K2 Aviation,1
Maps239297,,5,Aug 2020 • Solo,Glavier landing,"Chris was a great pilot, all the staff was friendly and the experience was fantastic. It was definitely worth it!",Solo,0,2020-08-23,K2 Aviation,1
Jay,"Ooltewah, TN",5,,Amazing Views and People,"We had an amazing Denali Flyer Tour with the glacier landing. From our initial contact with Ernie we were impressed. Our pilot Stan was outstanding and highly informative. The following morning we had a little car trouble and Chad jumped right in to help us out. 

A flight tour around Denali is a must for any visitor to Alaska and K2 is the company to trust for an outstanding time.",Unknown,0,2020-08-22,K2 Aviation,1
Susan F,,5,Aug 2020 • Family,Great experience! Would recommend,"It was awesome! Our pilot was very informative and intelligent, and did great flying the plane. We never felt uncomfortable! We had a great time and would love to go again in the future.",Family,0,2020-08-21,K2 Aviation,1
AK FlyFish Girl,"Seward, AK",5,Aug 2020,The GREAT ONE... Was Definitely GREAT!,"HAPPILY checked off an item on my Bucket List!  I have been blessed to get to fly to many areas in Alaska in small airplanes and to enjoy the float plane we have in Seward.  BUT, to get to fly near to Denali and do a glacier landing was outstanding!  Definitely, in my top 5 best Alaskan and International flights!  I’ve known for years that when time permits in the summer and the weather looked good.... it would be a go for me!  All good things came together (except for the COVID-19 giving all Alaskan’s time to explore our state .... ) made it work for us to do my dream flight.  Would be tough to be more PERFECT!",Unknown,0,2020-08-21,K2 Aviation,0
Trip603516,,5,Aug 2020 • Couples,Amazing trip! So worth the price!,Knowledgeable and friendly pilot who described all we were seeing. Smooth flight and easy landing. Just an amazing once in a lifetime experience to get so close to the mountain!,Couples,0,2020-08-19,K2 Aviation,0
Sharonlovespdx,"Portland, OR",5,Aug 2020,Words cannot describe how awesome this is!,"I've been to Talkeetna a number of times. It's always been overcast or rainy, and I've loved it anyway, even when I haven't been fortunate to see Denali. This time was incredible, and K2 aviation, and our pilot Chris, put our trip over the top. Literally. 

We'd been hesitant to do a Denali flight as it's so expensive. And the weather is so variable, we were afraid to commit. But after reading a number of reviews, it seemed worth doing if the weather seemed promising. We booked for one day, it turned out to be really hazy because of fires in Siberia (!) and K2 was great about allowing us to switch days.  Chris our pilot was phenomenal from the second we met him. Incredibly knowledgeable, personable and professional. The weather was clear, and we saw Denali and other mountains, SO close up. We did a glacier landing, and at one point our family and Chris were the only ones on the ice field. It was like being in a dream.

This is an expensive trip. It is dependent on weather and other factors, and we know we were very lucky. But K2 is so professional, and with pilots like Chris, really maximize the potential that this will be an unforgettable experience. If you are able to be flexible with the timing that helps, because the weather changes so much. 

Also, just have to say that we were nervous given Covid. But again, K2 was extremely professional, had exceptional hygiene practices both in and out of the aircraft, and  I would not Covid concerns stop you from doing this trip.",Unknown,0,2020-08-17,K2 Aviation,0
Rhonda A,"South Portland, ME",5,,Beautiful day icing on cake of terrific flight,We did the glacier landing tour and some of the Denali Range. We had an exceptional day to fly and the landscape was breathtaking. We did a bus tour the previous day and it was wonderful to see the mountains from a different perspective. I had some trepidation’s about this flight but our pilot Chris was terrific and I am so glad I went. The plane held 10 people and we felt the sight lines were very good for all. Even sitting with the strut by my seat I was able to get some great pictures. Well worth doing and I highly recommend this company. Very professional in all aspects.,Unknown,0,2020-08-17,K2 Aviation,1
Matt,,5,Aug 2020 • Friends,WOW.,"Absolutely one of the top highlights of my recent trip to Alaska. We had signed up for the glacier landing and at check in were told that it was going to be too foggy to land. While we were disappointed and were given the option to reschedule, we didn’t have the schedule flexibility so we agreed to fly without the landing, which we were still very excited about.  Once up in the air, our terrific pilot, Chris, had been eying the potential glacier landing field and decided that the conditions were much better than earlier and fog had cleared enough for a safe landing under the premise that we would need to be ready to leave should he sense the conditions changing once on the ground. Standing on the glacier in complete silence listening to rocks falling, glacial water rushing, was one of the most surreal experiences ever. Would 100% recommend this trip and the landing is absolutely worth it.  Honorable mention to the way that the bright red plane pops on the white snow in all of our amazing pictures. Thanks, Chris and K2 aviation for the unforgettable experience! 

Also, for anyone traveling in the current pandemic climate, K2’s COVID procedures felt very safe and clean and I feel they are doing a great job putting safety first.",Friends,0,2020-08-17,K2 Aviation,1
Kate B,"Kasson, MN",5,Aug 2020 • Family,Best flight ever!,"Chad, a fellow Minnesotan, was a fantastic pilot!  He made us feel safe, gave great details about the mountains and surrounding landscape, and we had so much fun!  We might have been quiet guests, but we were just taking it all in!  We even saw a rare avalanche!!  Couldn't have asked for a better trip!  Thank you!!",Family,0,2020-08-17,K2 Aviation,1
Matt S,,5,Aug 2020,One of the highlights of my 2-week trip,"I was able to squeeze in a quick tour at the end of a two-week trip after my flight home was delayed a day, and I'm glad that it worked out - this tour was one of the highlights of my trip. Flying over and around the mountains was an almost surreal experience, even after having spent 8 days backpacking through the wilderness just north of the same mountains. My pilot and guide Chris was knowledgeable, accommodating, skilled, and very friendly - his steady piloting and narration throughout the trip added to an already amazing trip. I can't recommend this highly enough - I'll remember my flight for the rest of my life and am already looking forward to a future opportunity to re-live it.",Unknown,0,2020-08-16,K2 Aviation,0
Emily B,,5,,Amazing Flight!,Our flight with K2 Aviation was a wonderful experience! Our pilot was extremely friendly and knowledgeable. They were covid conscious. They called and gave us the option to shift our flight time based on the weather to give us the best views possible. They also gave us extra time in our flight to see Denali base camp. Definitely a great time!,Unknown,0,2020-08-16,K2 Aviation,0
maureenbv,"Pensacola, FL",5,Aug 2020 • Couples,Exhilarating,"Landing on the glacier was a first, even as a pilot myself. I sat in the ‘jump seat’. Stan was a superb pilot/guide. Stan knew they ridges and names.  I would recommend this adventure to anyone.",Couples,0,2020-08-15,K2 Aviation,1
Nels,"Gaithersburg, MD",5,Aug 2020,There is no better way to see the mountains.,"I had a great experience with K2 from the first phone call to the last purchase in the gift shop (and a great geocache out front). I called to make a same-day reservation due to slower than anticipated COVID test results and they were helpful, accommodating, and made a very wise suggestion as to when I should depart Denali National Park to be on time for my flight. 

Check-in was very efficient and I took the time between check-in and departure to go find the geocache out front. 

The flight was amazing! Our pilot was a fount of information on the area and had good stories. It is truly amazing to see the mountains from the air while having the peaks still above you instead of seeing them from thousands of feet above as you normally might see them in flight. They were truly breathtaking. 
Landing on the glacier was an unforgettable experience even though Denali was hiding in a cloud. Unfortunately, and as great as K2 is, they have not yet figured out how to control the weather. Despite Denali hiding from us, the trip was great and absolutely worth it. If you ever find yourself in the area you absolutely should take advantage of one of K2's tours.",Unknown,0,2020-08-13,K2 Aviation,1
Kristin T,,5,Aug 2020,One of a Kind Experience,So worthwhile!!  We upgraded from the flight only to landing on the glacier and it was a surreal experience.   The flight to the Alaska Range was informative thanks to Chris's (pilot) commentary.  The mountains are majestic and flying along the paths of glaciers was breathtaking.  The weather was such that we didn't need a coat to walk on the glacier which was completely unexpected.  We flew way closer to mountains then I would've thought possible.  We would sign up again the next time we're in Talkeetna!!,Unknown,0,2020-08-10,K2 Aviation,1
Judy H.,,5,Aug 2020,Amazing Denali flight experience!,A group of 6 family members took the 45-minute Denali Flyer tour in early August.  It was one of the most fabulously mind-blowing way to see Denali and the glaciers.  We cruised around the mountains and various glaciers and ended by flying low in the valley over the main glacier! This was the highlight for all 6 of us over the course of our 8-day Alaska adventure.  It's the best way to take in the scope of Denali park!,Unknown,0,2020-08-10,K2 Aviation,0
kimcanny,"Savage, MN",5,Aug 2020,The red planes look amazing in photos!,"There are a few things that set this trip apart for us;
1.) Our pilot, Chris, gave us one of the smoothest flights I have ever been on (sorry Delta).  I wasn't necessarily expecting a bumpy ride but I also never expected it to be so flawless.  The take-off and landing were almost effortless.  I also appreciated the narration by Chris.
2.) You guys, the red plane looks absolutely stunning in every photo we took.  It's only August and I might as well start making the Holiday cards.  If you are torn between two companies, choose the one with the red planes as the color will simply pop in every picture you have.  And if you are really thinking ahead, throw some Santa hats into your luggage and stage the perfect Christmas photo right there in Alaska.
3.)  Do the glacier landing.  I struggled to bite the bullet on this with our family of 5 but after a week in Alaska and lots of spendy excursions, this is the one I truly don't regret. Worth every single dollar.  We did the most basic flight but added the glacier landing and it was everything we could've dreamed.

Enjoy this amazing part of the world.",Unknown,0,2020-08-10,K2 Aviation,0
peter n,"Juneau, AK",5,Aug 2020 • Couples,Must do activity in Talkeetna,Capitalized on a brief window of good weather on August 1st. We flew for about an hour and got to see the Great Gorge and the peak of Denali (from below). Absolutely MUST DO when visiting the Denali area. Our pilot and the ground staff were great.,Couples,0,2020-08-10,K2 Aviation,1
ksvikesrule,"Annandale, MN",5,Jul 2020,Great!,What an incredable thing to do!  A must do if you are there. The views are amazing.  I just can't say enough about the knowledge of our pilot and the views.,Unknown,0,2020-08-03,K2 Aviation,1
Lieven V,"Seattle, WA",5,,Denali flight and glacier landing,Most scenic flight I have ever done. Flying with the plane in the mountain range was incredible. And the glacier landing was just unique. Pilot was also very knowledgeable.,Unknown,0,2020-08-01,K2 Aviation,1
Donna S,"Peabody, MA",5,Jul 2020 • Family,Once in a life time experience,Pilot was fabulous with all of his knowledge of the mountains and surrounding area. Very professional!,Family,0,2020-08-01,K2 Aviation,0
Jamison D,,5,Jul 2020,Best birthday gift ever!,"Everyone at K2 was amazing! I had to shuffle a few things around (more than once, I might add) and they worked with me to make sure I was able to get up in the air when I would be there. 

Once up in the Stan, our pilot, was very knowledgeable and friendly and made sure we all got to see the good stuff!",Unknown,0,2020-08-01,K2 Aviation,0
AJ L,"New York City, NY",5,Jul 2020,Awesome Adventure,K2 does a great job working with you and making sure you have the best possible experience. While they cannot control the weather do a good job staying in communication and helping to adjust when necessary. Cannot recommend the glacier landing enough as it was incredible.,Unknown,0,2020-07-31,K2 Aviation,0
Gary M,,5,Jul 2020 • Family,Highlight Of Our Trip,This flyover was the highlight of our trip!  We had never been on a plane of that size before and we felt completely comfortable riding with Chris.  Five year old Frances felt so comfortable on the plane that she fell asleep towards the end of the trip.  🤗,Family,0,2020-07-31,K2 Aviation,1
Jeffreysgirl2009,"Atlanta, GA",5,Jun 2020,Denali Grand Tour- Amazing!,"Everyone at K2 was great to work with. They took the time to help us pick the best option for our flight, and they were very professional at check-in which showed that our safety came first. Due to covid, we wore our masks from the moment we walked in the door until the time we left. Our pilot told us all about the plane before we boarded: where the life vests were, where the radio was, where emergency supplies were stored... you know, in the event we didn't make it back as expected. On the flight out, he told us what we were seeing, and although we didn't get to land on the glacier due to weather, we still immensely enjoyed our time. Part of our payment was immediately refunded once we landed due to the cancellation of the glacier landing. We left elated and with LOTS of great pictures! Advice, you'll see more of Denali if you sit on the right side of the plane. Go- it's beautiful and unforgettable! Highly recommend!",Unknown,0,2020-07-31,K2 Aviation,1
Chad R,,5,Jul 2020 • Couples,Outstanding Customer Service,"While we didn’t get to fly because of weather, the staff was extremely accommodating and were very willing to work with us to reschedule or refund our flight. After seeing their outstanding customer service, it’s clear why K2 Aviation is as successful as they are. While we missed the chance to fly this trip, we looking forward to coming back one day to fly with K2 Aviation!",Couples,0,2020-07-30,K2 Aviation,0
Caitlin,,5,Jul 2020 • Friends,Amazing Experience!,"AMAZING! Booked our tour for a brief break in our drive from Denali to Seward, hoping to see the mountain. We were told upon arrival that they would be willing to book us in a later date or give us a refund because of how cloudy it was, but since we were in a schedule we decided to just go for it and see what we could see. Our pilot was SUPER knowledgeable, we didn't expect a fully narrated flight! He also found an opening in the weather to get us a view of the three big mountains and got a beautiful flight up kahiltna glacier. He made sure we were comfortable the entire trip. Also had very good covid mitigation, masks required and plane disinfected between trips. 12/10 would recommend! I'm a local Alaskan and this was one of my favorite tourist things I've done",Friends,0,2020-07-30,K2 Aviation,1
Mcksteen,,5,Jul 2020 • Couples,K2 Aviation is a top notch professional flight seeing outfit.,This flightseeing tour is worth every penny. The pilot was a complete professional. K2 went the extra mile to ensure of our safety by mandating COVID testing within 14 days of flying. The entire experience from phone call to booked reservation to actual flight was incredibly efficient and professional. I highly K2 Aviation for your Denali flight experience.,Couples,0,2020-07-30,K2 Aviation,1
Naomi N,,5,Jul 2020 • Couples,Epic,"Great trip with seasoned pilot, Chris. The scenery was breathtaking and I highly recommend spending the extra money on the glacier landing. Well worth the cost. This was such an epic trip we plan to do it again since we are locals!",Couples,0,2020-07-28,K2 Aviation,0
Scott B,"Dayton, Ohio",5,Jul 2020,Fabulous Scenery,"This was the highlight of my trip. Fabulous scenery. Pilot was excellent and gave a great commentary, I felt totally safe the entire time. I plan on doing this again next year when I return.",Unknown,0,2020-07-27,K2 Aviation,1
Smms,,1,Jul 2020 • Couples,Poor,"Highlight of my experience... poor, flight canceled, poor explanation and a poor alternative suggested. No prior phone call and missing out on other items",Couples,0,2020-07-27,K2 Aviation,0
Aloha,"Charleston, WV",5,Jul 2020,Incredible Experience,"Absolutely one of the most incredible experience of our Alaskan vacation.   My family spent two weeks In Alaska & this was the highlight of our trip.    I highly recommend the glacier landing.   Minutes after our plane landed, we were able to experience an avalanche off in the distance.     

Absolutely the best way to experience Denali",Unknown,0,2020-07-27,K2 Aviation,1
Ben Rooke,,4,Jul 2020 • Family,Once in a lifetime,"The views were amazing! Pilot was excellent. A once in a lifetime experience landing on glacier. It felt very safe and in good hands. 

Two complaints: 
1.) we stepped off our bus after a 3 hour bus ride from Anchorage - we were two hours early for our trip - they rushed onto the 5 o’clock plane so fast I had to request they slow down so we could use the restroom and reorient - that felt... not good 
2.) we were scheduled for a longer tour around the mountain at sunset - it was canceled for “weather reasons“ - I’m no pilot, but the weather was amazing - my take: it was canceled and we were shuffled onto this other plane because they didn’t want to lose money sending another pilot up just for me and my son - so, that felt... not good as well

Still, once in a lifetime experience- worth the trip and money! Highly encourage the experience",Family,0,2020-07-27,K2 Aviation,1
Meagan A,,5,Jul 2020 • Couples,Don’t miss out!,"Professional, clean, exceptional views and kind service. The whole package. The landing on the glacier was smoother than most commercial flights.",Couples,0,2020-07-26,K2 Aviation,0
Dan B,"Naples, FL",5,Jul 2020,5 Star experience ALL THE WAY,"This is one of the top 3 tourist activities I have ever done.  The entire flight and landing was so memorable.  The pilot was engaging.  The sites were incredible.  Landing on a glacier next to Denali was unforgettable.  Even Ernie, who was our driver from our hotel, was amazing.  This is a MUST DO while in Talkeetna;  spare no expense, it is worth every penny.",Unknown,0,2020-07-25,K2 Aviation,0
Navigator370533,"Elgin, IL",5,Jul 2020,Glacier Landing was a once in a lifetime experience!,K2 has a very professional and engaging staff from the minute you enter the building to the minute you leave the airplane doing everything they can to make your trip enjoyable and memorable.,Unknown,0,2020-07-25,K2 Aviation,0
Rachel M,,5,Jul 2020,A MUST DO EXPERIENCE,"If you are in the Talkeenta area, you need to do this! We had an amazing - like best thing we've done in our life, experience. Flying into the mountains and being able to land on the glacier and see the beauty of everything was breathtaking! Everyone we worked with was also very nice, helpful, and knowledgeable!",Unknown,0,2020-07-23,K2 Aviation,1
psstarkd,"Kenai, AK",5,,Celebrating a Birthday at the Top of the World,"Weather couldn't have been more perfect.  But until you've experienced it for yourself, there are no words!!",Unknown,0,2020-07-17,K2 Aviation,1
Ken R,,5,Jul 2020 • Couples,BEST flight seeing tour ever!,"Very personable, friendly + knowledgeable pilot made us feel comfortable and no anxiety as we flew up the mountain foothills and glaciers to see Mt Denali. Wife + I have lived in Alaska over 30 years and she had never been up to see Denali, so we took advantage of no tourists here during Covid-19 summer and took the 1-hour tour! WOW, was a perfectly clear flying weather, even got to see a small snow/ice avalanche!  So incredible. This flight tour should be high priority on every Alaskans’ “to-do” list!!",Couples,0,2020-07-16,K2 Aviation,1
Tracey B,,5,Jul 2020 • Family,Must-do AK experience,"Ryan was a superior pilot.  Great experience!  A must-do AK experience.  Staff helpful, kind.  Would recommend for sure!",Family,0,2020-07-16,K2 Aviation,1
Mihir,,5,Jul 2020,"Excellent tour, exceptional service","Exceptional tour, with our pilot Doug being the absolute best! We had another tour the next day with a different company and that really made us appreciate Doug even more.",Unknown,0,2020-07-16,K2 Aviation,0
Shana D,,5,Jul 2020,Perfect view of Denali!,"July 2020 - had a perfect flight - with a clear view of Denali - and an awesome glacier landing (highly recommend)! We originally had a morning flight scheduled and it was completely foggy - so K2 nicely moved us to an afternoon flight. By the afternoon, the fog had cleared and it was a sunny day. Do the glacier landing - it is worth it!!!",Unknown,0,2020-07-15,K2 Aviation,0
Mike D,,5,Jul 2020,Amazing Experience!  True professional operation!,"Absolutely amazing experience!  Truly a once in a lifetime opportunity!  Our flight time had to be re-scheduled due to weather and K2 was proactive and professional in making the change.  We flew up to and around the Denali peak, landed in a glacier field at the base of the mountain and got to explore the ice field.  The flight back was fantastic as we came off the snow and back into the green forested fields.",Unknown,0,2020-07-13,K2 Aviation,1
beckypitt,"Edmond, OK",5,Jun 2020,Super cool!,"Amazing experience!  The glacier landing is worth every penny!  Add it to your trip, you won't regret it!",Unknown,0,2020-07-12,K2 Aviation,1
Thomas B,,5,Jul 2020 • Family,Flight of a lifetime,"Not enough stars to rate our experience!! Went to Alaska on a limited budget so was very leery about what I spent my money on. Came back with an experience we will never forget!! Don't hesitate to think about it, just do it!!!",Family,0,2020-07-08,K2 Aviation,1
Pinar A,,5,Jul 2020,Once in a Lifetime Experience,"it was an amazing experience. Staff was really nice and welcoming. Pilot was really experienced, he warned us before every bumps, it was really smooth. On the other side, the tour was breathtakingly amazing. I don't think I can compare what I saw with anything I have seen before. I highly suggest everyone to take this tour. again thanks to everyone who works there.
Plus; there was a receptionist lady gave me a poster with the painting of Denali. That was really nice of her.",Unknown,0,2020-07-08,K2 Aviation,0
narmadan2014,KY,5,Jul 2020,worth every penny!,I have used K2 aviation about 16 years back when I visited Alaska and so I decided to use them again! the weather was perfect so we got to see the Mt Denali and also the surrounding mountains in the area.  We also were able to land on the glacier due to good weather conditions.  Our pilot Chris was an excellent pilot and landed the airplane with great ease on the glacier.  Chris also explained in great detail the history and other information as we flew along Denali national park.  It is worth every penny!,Unknown,0,2020-07-07,K2 Aviation,1
Jodi S,,5,Jul 2020,Spellbinding experience words don't do justice,"From the moment we took off to the moment we landed back at the airport we were all spellbound!  The ride was amazing and I would highly recommend it.  We landed on Ruth Glacier and it was a smooth and comfortable take off and landing.  The view from the sky is spectacular.  From the ground Denali is beautiful but from the air you get a better understanding of the size, scope and vastness of the mountain.  We definitely thought this was the highlight of our 10 day visit to Alaska.",Unknown,0,2020-07-06,K2 Aviation,0
GoingSolo111,Texas,5,Jul 2020,Flight with Glacier Landing,"What a great experience! I believe our pilot's name was Chris. We felt completely safe with him.  He made sure that we had all the details we needed for a good flight and all the landings (both on the glacier and the tarmac) we smooth.

This is an excellent operation and the employees did a great job making sure all COVID protocols were followed.

5 Starts well earned!",Unknown,0,2020-07-06,K2 Aviation,0
Elizabeth H,,5,Jul 2020 • Couples,Amazing!!,Our Pilot was so professional and made the whole experience fun! Even got shuttled to and from the train station. One of the best things I could’ve done while in Alaska. Thank you so much K2!,Couples,0,2020-07-06,K2 Aviation,1
Jesse P,,5,Jul 2020 • Couples,Amazing trip!!,The entire experience was amazing!! The pilot was very knowledgeable and the flight took us through amazing terrain.,Couples,0,2020-07-05,K2 Aviation,1
Jason M,,5,Jul 2020 • Family,An Unforgettable Experience,This experience was by far the highlight of my trip to Alaska! I got to ride co-polit which was awesome and the guide was very knowledgeable. The family that was along for the ride was nice as well!,Family,0,2020-07-04,K2 Aviation,1
Renee R,,5,Jul 2020 • Friends,Should be the only way to see Denali,"My coworkers highly recommended this company, so we booked for March. Unfortunately we got into a car accident right before the flight and couldn’t make it. They were so helpful and kind, gave us a full refund. 

We vowed to take the trip this year because people kept recommending it! And how happy we are that we did!!! I was awestruck the entire flight! (Even during the Glaciar Landing, which is a MUST!)

Worth every penny!",Friends,0,2020-07-04,K2 Aviation,1
Chelsie R,"Knoxville, TN",5,Jul 2020 • Solo,July 2nd,"Must do!!! One of my most rememberable experiences while I was in Alaska. The staff was extremely flexible and understanding  due to rainy weather. We flew with Chris, who was very friendly and knowledgeable. The views were breathtaking!! Even though we were initially told we wouldn’t be able to take part in the glacier landing, the weather cleared up just in time and Chris was able to land the plane safely. I would definitely recommend this company and if I’ve ever back in Alaska I’ll be taking another flight myself!",Solo,0,2020-07-03,K2 Aviation,1
Jessica G,,5,Jun 2020 • Couples,Amazing experience,"Our experience was awesome! 

They waterproof shoes that slipped over our own boots for the glacier landing. Our experience was during Covid-19 and the whole staff took extra precautions to ensure our safety and the cleanliness of their airport and planes along with other equipment we came into contact with. 

There was some questionable weather in the amphitheater (where they land the plane on the glacier) but our pilot said we would fly in and see how it was when we got there. Luckily, it cleared up and we were able to land. The landing was flawless - which I imagine is not an easy feat on snow and skis. Our pilot took photos of us, taught us so much about glaciers and the surrounding mountains, and was pretty funny as well. He turned the plane a lot to make sure everyone on both sides could see the same things. I have never seen anything more beautiful in my life and I am so happy we sprung for the glacier landing. He also gave us some local tips for places to eat and things to see. I even got to sit copilot on the way back - which was super cool. 

On the way back, the landing into Talkeetna airport was just as perfect as the one on the glacier. I was shocked at how smooth both landings were. I would do this again in a heartbeat - it was worth every penny.",Couples,0,2020-06-29,K2 Aviation,1
LTltLTlt,"Fayetteville, AR",4,Jun 2020,Unforgettable experience,Except me and friend think the time length of glacier landing is too short. We even didn't have the time to walk a little further to take some more photos using this costing chance. Other than that the flight is quite good.,Unknown,0,2020-06-29,K2 Aviation,0
Ralph R,"Portland, OR",5,Jun 2020 • Solo,Tour of Denali with glacier landing,"Fly towards Denali and landing on the glacier. Excellent trip, weather was perfect, Chris the pilot was a professional at all times and had detail knowledge of being a tour guide and still have the professional skills to maintain discipline needed as a professional pilot to get around the unforgiving terrain of Denali. The flight was supper safe, o couldn’t even tell when we landed on the glacier, it was that smooth.",Solo,0,2020-06-28,K2 Aviation,1
Darrel,"Yorkville, IL",5,Jun 2020,First class operation!,Flying over Denali Park is an incredible experience and K2 runs a first class operation making it happen. Weather can always be a factor in changing your flight path or cancelling altogether and K2 keeps you posted on all changes that arise. It's apparent that safety is their top priority. Really enjoyed the experience - highly recommend K2 for flightseeing!,Unknown,0,2020-06-27,K2 Aviation,0
Brett H,,5,Jun 2020 • Family,Out of this world!,The flight tour was amazing I would highly recommend it for all ages.  It was very easy to get signed up and they really have a top notch facility and planes.,Family,0,2020-06-12,K2 Aviation,1
McNeil Bears,"Wasilla, AK",5,Jun 2020 • Friends,A Fun Hogs dream trip,"We went up on a whim.  We drove up from Wasilla to explore Talkeetna sans tourists.  Now I love Talkeetna, and don’t favor what happened to our economy during C19 but this is a silver lining folks.  

The K2 facility is  beautiful.  All the mountains were out.   Our pilot, Chris experienced and knowledgeable. And with no other planes to check in with we had a private tour with all the history.  A week later and I’m still 2 miles high and enjoying my money’s worth.  Plus a great pick of all the wonderful gear with all sizing available. 

Not a plane in the sky!   No one mountaineers on the mountain.  No ski marks.   It’s a unique chance and there was a walk-in possibilities.  None of that edgy vibe that you sometimes get when the place is packed and walk-in availability. 

This Alaska fun hog doesn’t write about everything but I sure have to give them the best rating and if there was 100 stars  I’d give them 100 stars. 

Might just go back for another fix IF this one wears off.",Friends,0,2020-06-12,K2 Aviation,1
Bhowmicks,,5,Jul 2019,Loved it,"Stunning !!! Best way to experience Denali !!! The staffs were so friendly and accommodating. We had a wonderful pilot. He was funny, friendly and very knowledgeable. At that height, if you don't have confidence on the pilot - you lose it..LOL. The landing experience was out of the world and we were given sufficient time to experience the vastness of it. If you can afford it and have time, please don't miss it. They have a wonderful team and tours.",Unknown,0,2020-06-12,K2 Aviation,0
Ladylaure,"Palmer, AK",5,Jun 2020 • Couples,fabulous,"what an amazing adventure Chris was informative, could not have asked for more.   Will definitely spread the word",Couples,0,2020-06-07,K2 Aviation,0
Riley P,,5,Jun 2020 • Friends,5/5 An experience you could won’t soon forget.,Great Safe professional experience. Definitely recommending to friends and family. The K2 staff was very accommodating and helpful.,Friends,0,2020-06-07,K2 Aviation,0
Jacqueline T,,5,Mar 2020,STUNNING - ABSOLUTELY AMAZING!,"We decided to go on a flightseeing tour, last minute.  K2 Aviation was able to accommodate us.  We went up, and our pilot pointed out fun stuff as we headed toward Denali.  He took us over Hunter Mountain and flew around so we could look for the two hikers ascending the mountain.  We had spectacular views and our pilot told us everything.  It was an incredible experience and well worth the money.  I felt safe and had a great time!!!!  I strongly recommend K2 Aviation!!",Unknown,0,2020-04-06,K2 Aviation,1
Bill S,"Greensboro, NC",5,Mar 2020,"""Best way to see Denali""","Wow, this was a great experience.  You really don't grasp the size of this mountain until you get up there in it, an awesome perspective that you can't get from the ground.  Our guide was Dallas, he was very personable, informative, and made us feel completely safe during the entire flight.  This flight was easily worth the price, I would do it again and Highly Recommend.",Unknown,0,2020-03-14,K2 Aviation,0
abbsnkan08,"Commerce, GA",5,Mar 2020 • Couples,Awesome,Excellent flight and very informative. Booked this as a surprise for my girlfriend and was super easy. Everyone was great. The pilot was very informative and helpful. I’d recommend this to anyone.,Couples,0,2020-03-13,K2 Aviation,0
Justin D,,5,Mar 2020,Incredible Views,Our tour guide was informative and would double up on particularly great views. I would highly recommend.,Unknown,0,2020-03-12,K2 Aviation,0
WTr11,,5,Mar 2020,Flight seeing tour of Denali,"As part of our overall Alaska experience, our vacation group (2 couples) did the Denali Experience Flightseeing Tour.  We loved every minute of it!  Our pilot, Ryan, was very personable, knowledgeable and fun during the trip.  He offered lots of information during the flight and explained what mountains/glaciers we were seeing.  I would recommend this tour to anyone interested.  Well worth the money!!",Unknown,0,2020-03-11,K2 Aviation,0
Jay,,5,Jan 2020,Stunning Views of Majesty!,"We decided to go with K2 and drive ourselves to Talkeetna from Anchorage--it saved us money and in the end they were great! We enjoyed the amazing views. Our pilot talked and informed us all along the way in local history, geology facts, etc. Would recommend to anyone. I even tend to get a little sick on small planes and I did okay. Pilot was kind to me and made gentle turns :).",Unknown,0,2020-01-20,K2 Aviation,0
Tony,,5,Jan 2020 • Couples,Awesome,We picked a great day.  100 plus mile visibility.  Couldn’t get all the places we hoped to go due to strong winds off the mountain but our pilot Doug was amazing.  His flying skills and knowledge were excellent.  Well worth the cost.  Only negative is it will depend on which plane you go up on if you are a larger person.   The small planes it could be a tight squeeze (I’m 6’4 and just fit in the Piper 6 - keep that in mind if you are tall to ask about aircraft).  That’s a nit picking negative because overall was truly one of the next sightseeing trips of my life!   Thanks K2!!,Couples,0,2020-01-13,K2 Aviation,0
Sara S,,5,Sep 2019,Incredible views from the air,"The views of the mountains, glaciers, rivers, and valleys was incredible. This was so much better than just seeing Denali from the ground.  The birds eye view was amazing. I highly recommend a tour with K2 Aviation for your Alaska trip.",Unknown,0,2020-01-04,K2 Aviation,1
Svetlana S,"Mason, OH",5,,Experience the very best of Alaska,"Jst got off the plane and I could not wait to review K2. We had a wonderful experience today flying over Denali. The flight felt very safe and warm. I did not even have to wear my gloves. Doug, our pilot was very friendly and an amazing guide. During the flight, I noticed some ice caves and Doug was kind enough to help us get a closer look at the caves. We also saw so many mooses. Special thanks to Ernie at the desk, she was very helpful and gave us a lot of information about things to do around Talkeetna and Anchorage. Wonderful experience!! 10/10",Unknown,0,2019-12-21,K2 Aviation,1
Melissa F,"Houston, TX",5,Oct 2019,Beautiful Views!,This was the high of our trip! The views were stunning and the pilot was very nice and knowledgeable. Absolutely loved this experience and would highly recommend to anyone! I am even afraid of heights but you forget it all when viewing the mountains.,Unknown,0,2019-10-11,K2 Aviation,1
