user_name,kept_in_master_tour,deleted_duplicate_tour,kept_review_title,deleted_review_title,review_text_snippet
Sephora P,12-392_Eagles AirLine_attraction_review_2025-02-27, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,Air tour,Air tour,"Absolutely amazing! An experience of a life time, will definitely recommend as an activity to do whilst on holiday"
Seppela,"9-691_45-minute Helicopter Flight Over the Grand Canyon from Tusayan, Arizona_attraction_product_review_2025-02-27",10-1549_Marverick Helicopter_attraction_review_2025-02-27,Very helpful and adaptable,Very helpful and adaptable,We booked the tour but due to the fires they had to change our booking date and conditions on site. They were very friendly and quick to reschedule de
Sergio P,K2 Aviation,23_327_Denali Flyer Flightseeing Tour from Talkeetna 2025-02-27,A fantastic flight,A fantastic flight,"The pilot was very confidente, nice and informative before, during and after the flight. 
The airplane offered a slow and smooth ride, and had a ""priv"
SessaBocasconsin,28_231_Denali Grand Flightseeing Tour from Talkeetna_attraction_product_review_2025-03-01,K2 Aviation,Almost Touching Heaven........,Almost Touching Heaven........,"This adventure was the absolute highlight of our trip to Alaska. Although it is an expensive flight tour, it is worth every penny you will spend. We w"
Seth B,"9-691_45-minute Helicopter Flight Over the Grand Canyon from Tusayan, Arizona_attraction_product_review_2025-02-27",10-1549_Marverick Helicopter_attraction_review_2025-02-27,Helicopter,Helicopter,"Jeff was a great guide and this was a beautiful ride, loved it!  The crossing over the south rim was breathtaking and we even saw bison below"
Seth Bailey,TripadvisorReviewScraper, TripadvisorReviewScraper,"Beautiful flight, great pilot","Beautiful flight, great pilot","Awesome views, great route over incredible scenery, Maka, our pilot, was brilliant. Very knowledgeable and had a great take off and landing, definitel"
Seth P,TripadvisorReviewScraper, TripadvisorReviewScraper,"Excellent customer service, awesome flight","Excellent customer service, awesome flight","Awesome Airvan tour.  The owners, Ray and Jill were a delight to work with.  Our original morning tour with another operator was cancelled yesterday a"
Seth R,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,"Great value, awesome experience","Great value, awesome experience","My wife and I made our first trip to Kauai last week, and one of our first excursions was an aerial tour of the island with Wings Over Kauai.  We book"
Seth W,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Felt like family,Felt like family,I went up with Bruce in the 172 and had a marvelous time. I am an instrument rated private pilot and had some fun flying the plane as well as seeing t
Sev646,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Magnifiques paysages !!,Magnifiques paysages !!,"Une experience superbe ! un très bon accueil aussi ! Nous étions dans le ""Air Van 1"" avec Doug notre pilote. Le vol a duré 65 minutes, nous avions un "
Seva D.,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Beautiful landscapes,Beautiful landscapes,"A wonderful experience. Beautiful landscapes, diverse and more beautiful from each other. Really beautiful. Pilot at the top, safety, explanations thr"
Seveto,28_231_Denali Grand Flightseeing Tour from Talkeetna_attraction_product_review_2025-03-01,K2 Aviation,Prepare to change plans and is AMAZING,Prepare to change plans and is AMAZING,It was the most expensive experience in Alaska and we had left half a day for the selected tour. After Memorial day they called the day of not enough 
Sh H,32_2137_Maui Plane Rides_2025-03-04,39_244_Romantic Sunset Champagne -Private- Maui Air Tour Intimate & Spectacular!_2025-03-06,Safe!,Safe!,This was amazing! I’m terrified to fly and I never felt more comfortable in my life he was very calming and made me feel safe..
Shafiq D,K2 Aviation,23_327_Denali Flyer Flightseeing Tour from Talkeetna 2025-02-27,"Stunning views, excellent planning","Stunning views, excellent planning",Every part of the activity was well planned and was an excellent experience. The plane ride took us over all the major spots around Denali National Pa
Shakala2,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,K2 Aviation,Etwas wolkig... aber fair !!,Etwas wolkig... aber fair !!,Wir haben im Juli diese Flightseeing Tour unternommen und konnten auf Grund des nebligen Wetters leider nicht soweit in das vorgesehene Gebiet fliegen
Shalini K,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Amwzing experience,Amwzing experience,We had a once in a lifetime experience flying over Maui! Our pilot and guide was very friendly and super knowledgeable! The colors of the water from t
Shana C,29_110_Mountain Voyager Flightseeing tour from Talkeetna_attraction_product_review_2025-03-01,Talkeetna Air Taxi,Once in a lifetime!,Once in a lifetime!,We had an amazing time!! I had seen previous reviews that mentioned the steep cost but eventually decided it was a once in a lifetime opportunity. I b
Shana D,K2 Aviation,23_327_Denali Flyer Flightseeing Tour from Talkeetna 2025-02-27,Perfect view of Denali!,Perfect view of Denali!,July 2020 - had a perfect flight - with a clear view of Denali - and an awesome glacier landing (highly recommend)! We originally had a morning flight
Shanae H,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Speechless,Speechless,My 1st plane ride and it was amazing enjoyed every last minute of the ocean from a birds eye view.TY
Shane M,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,34_566_attraction_review_2025-03-04,Great experience all around and very convenient,Great experience all around and very convenient,"Great experience all around, can't beat it for doing a half-day tour! Airport was very convenient, pilot was awesome, and really fantastic views from "
Shania R,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,12-392_Eagles AirLine_attraction_review_2025-02-27,Best Tour!,Best Tour!,"Giovanni was an excellent pilot and guide. He has a vast knowledge of the area, and landed the plane smoothly. I would definitely recommend this tour "
Shannon D,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,awesome,awesome,"One of a kind experience. beautiful scenery, would definitely recommend. don’t miss this activity!!!"
Shannon G,K2 Aviation,23_327_Denali Flyer Flightseeing Tour from Talkeetna 2025-02-27,One in a lifetime experience,One in a lifetime experience,Absolutely a MUST-DO - we stayed at the Talkeetna Alaskan Lodge. K2 was right on time with the pick up and dropped us off immediately after (no waitin
Shannon M,Grand Denali Flightseeing tour from Talkeetna,29_110_Mountain Voyager Flightseeing tour from Talkeetna_attraction_product_review_2025-03-01,Experience of a Lifetime,Experience of a Lifetime,Imagine our surprise when we checked in to find out we were going to be landing at Denali Base Camp! WOW.  What a special Glacier Landing we had at Ka
Shannon M,Grand Denali Flightseeing tour from Talkeetna,Talkeetna Air Taxi,Experience of a Lifetime,Experience of a Lifetime,Imagine our surprise when we checked in to find out we were going to be landing at Denali Base Camp! WOW.  What a special Glacier Landing we had at Ka
Shannon M,Grand Denali Flightseeing tour from Talkeetna,Talkeetna Air Taxi,Experience of a Lifetime,Experience of a Lifetime,Imagine our surprise when we checked in to find out we were going to be landing at Denali Base Camp! WOW.  What a special Glacier Landing we had at Ka
Shannon M,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,Talkeetna Air Taxi,LIFETIME Adventure,LIFETIME Adventure,This was our 2nd trip with TAT this year.  We had more friends from the Lower 48 arrive in September and we took them on the South side Explorer w/Gla
Shannon S,17-653-Taquan Air Tours_attraction_review_2025-02-27,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,Good time on land and in the air,Good time on land and in the air,The plane ride was beautiful and the staff was so kind and welcoming. I specifically want to shout out Gavin who was very accommodating towards my fam
Shannon S,Grand Denali Flightseeing tour from Talkeetna,Talkeetna Air Taxi,Highlight of our Trip!!!,Highlight of our Trip!!!,We did the Grand Denali tour with a glacier landing and it was by far the highlight of our trip!  Everyone who worked there was great and seemed truly
Shannon W,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Incredibly views!,Incredibly views!,What an amazing experience! We flew over all five islands and Eric made sure we had incredible views of every landmark. Seeing everything from above w
Shannon3519,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Wings over Kauai - Awesome,Wings over Kauai - Awesome,We were in port with the Pride of America and had our flight scheduled for the last day we were there.  We woke to very cloudy skies which worried us 
ShannonH313,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Amazing flight,Amazing flight,"The island of Kauai, HI is such a magical place with many things to see.  We had an amazing flight over the beautiful island and really enjoyed our to"
Shapleigh I,33_71_Grand Canyon South Rim Signature Ground Tour with PJX_2025-03-04,34_566_attraction_review_2025-03-04,Best Tour Ever! Don’t Miss It!,Best Tour Ever! Don’t Miss It!,A fantastic trip with views you will never get to see from the ground. Then when you do land at Grand Canyon Village and take the Humvee part of the t
Shar A,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Spectacular,Spectacular,"Maui plane rides was the highlight of our trip.
Eric is the best! Extremely knowledgeable and easy to understand"
Shari C,K2 Aviation,23_327_Denali Flyer Flightseeing Tour from Talkeetna 2025-02-27,Trip of a lifetime.,Trip of a lifetime.,Step outside your comfort zone and spend the money and do this. Highlight of our trip. K2 was professional and First Class
Sharon A,29_110_Mountain Voyager Flightseeing tour from Talkeetna_attraction_product_review_2025-03-01,Talkeetna Air Taxi,I would highly recommend this tour and this company!,I would highly recommend this tour and this company!,We were able to get so close to the mountains. It was an amazing experience! Walking on the glacier surreal! The pilot was very entertaining and knowl
Sharon C,TripadvisorReviewScraper, TripadvisorReviewScraper,Got lucky with some sunshine,Got lucky with some sunshine,"Friendly, safe pilot showed us the amazing terrain of Kauai.
We only got a couple of glimpses of Waimea Canyon, thanks to the weather gods rolling in "
Sharon H,Grand Denali Flightseeing tour from Talkeetna,Talkeetna Air Taxi,Once in a lifetime experience,Once in a lifetime experience,"What an incredible experience! Our pilot, Melissa, was absolutely wonderful! She pointed out the best parts and made turns with the plane to make sure"
Sharon K,32_2137_Maui Plane Rides_2025-03-04,39_244_Romantic Sunset Champagne -Private- Maui Air Tour Intimate & Spectacular!_2025-03-06,Great views and Fun Flying!,Great views and Fun Flying!,"This was such an amazing experience! I’m such a big aviation nerd, and Eric catered to my interests. My husband and I had such a great time in the air"
Sharon O,K2 Aviation,23_327_Denali Flyer Flightseeing Tour from Talkeetna 2025-02-27,Amazing experience!!!,Amazing experience!!!,"I will start with safety is very important to this company.  We origionally had a tour with a glacier landing booked, but the weather was not cooperat"
Sharon P,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Just do it!,Just do it!,Matt was awesome!. He took extra time to circle a group of whales so we could see them from all angles.  Napali Coast was spectacular!
Sharon S,28_231_Denali Grand Flightseeing Tour from Talkeetna_attraction_product_review_2025-03-01,K2 Aviation,What an amazing experience!,What an amazing experience!,Get up close and personal with Denali with the Grand Tour to view one of the most dramatic sights in America. You get a totally different perspective 
Sharon S,TripadvisorReviewScraper, TripadvisorReviewScraper,This is a must on your Kauai itinerary! You won’t regret it!,This is a must on your Kauai itinerary! You won’t regret it!,Had a blast! The views were awesome and much better in person than in any magazine. Our  guide was super fun! Even saw a whale breech! Added bonus!
Sharon T,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Breathtaking Views of Kauai,Breathtaking Views of Kauai,Bruce and his wife run a very professional & safe sightseeing flight business. The flight was relaxing  with SPECTACULAR views of the Na Pali coast an
Sharon W,TripadvisorReviewScraper, TripadvisorReviewScraper,Unbelievable Flight,Unbelievable Flight,"My husband and I just finished the one hour flight. Piper, our pilot and tour guide did a fabulous job answering questions and flying us where we want"
Sharonlovespdx,28_231_Denali Grand Flightseeing Tour from Talkeetna_attraction_product_review_2025-03-01,K2 Aviation,Words cannot describe how awesome this is!,Words cannot describe how awesome this is!,"I've been to Talkeetna a number of times. It's always been overcast or rainy, and I've loved it anyway, even when I haven't been fortunate to see Dena"
Sharonmarie67,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Breathtaking experience!,Breathtaking experience!,"After reading the review about Bruce and Ellen, I decided to book the deluxe tour during my recent trip to Kauai. On my previous trip, I booked a heli"
SharynRH,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Spectacular!,Spectacular!,We did the 2 person flight with flying lesson.  My husband enjoyed the lesson very much since he has always wanted to fly.  It was a beautiful day and
Shaun K,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Fantastic,Fantastic,Amazing experience!  Truly unique view of the Maui Islands. I would recommend for anyone who loves to fly!
Shaun M,12-392_Eagles AirLine_attraction_review_2025-02-27, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,Miami Beach Plane Tour,Miami Beach Plane Tour,Great trip and great pilot. Very professional and informative but did not over do it on the talking. He kept the plane very calm and steady for the en
Shaun P,TripadvisorReviewScraper, TripadvisorReviewScraper,"Really, you and the family should do this!!!","Really, you and the family should do this!!!","My family and I took the Air Ventures tour over Kauai!! We were debating on going on this tour, or a helicopter tour.. I must say that we made the rig"
Shaw K,TripadvisorReviewScraper, TripadvisorReviewScraper,Awesome experience over Kauai,Awesome experience over Kauai,Incredible experience for an amazing price! So much to see in just an hour and the pilots are incredible knowledgeable and accommodating
Shawn C,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Absolutely spectacular!,Absolutely spectacular!,Pilot was fantastic right from the beginning.   Colors and views of the islands was amazing.  Great overall experience and highly recommend.
Shawn L,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Book em!,Book em!,Great experience. Wings over Kauai is a very professionally and friendly ran business. They were the best business we booked with. All the reviews are
Shawn N,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Breathtaking Views!,Breathtaking Views!,I was visiting some friends on Maui and decided to go and do a solo excursion flying around the island on some free time and it was the best choice th
Shawn S,32_2137_Maui Plane Rides_2025-03-04,39_244_Romantic Sunset Champagne -Private- Maui Air Tour Intimate & Spectacular!_2025-03-06,Quintessential Sunset Flight,Quintessential Sunset Flight,"Outstanding experience!  Stephen was informative, thorough, meanwhile set the right mood all while piloting.  Highly recommend this!!"
Shawn S,32_2137_Maui Plane Rides_2025-03-04,39_244_Romantic Sunset Champagne -Private- Maui Air Tour Intimate & Spectacular!_2025-03-06,Anniversary highlight,Anniversary highlight,Surreal and fantastic! Great end to our anniversary trip. The pilot Steve was very calm and experienced.
Shed1965,7 -110_Grand Canyon Landmarks Tour by Airplane with Optional Hummer Tour_2025-02-27,30_115_Grand Canyon Landmarks Tour by Airplane with Optional Hummer Tour2025-03-01,Grand Canyon Air Tour then South Rim,Grand Canyon Air Tour then South Rim,This was a really great trip that I would strongly recommend. Air tour was really cool. I drove up to the South Rim village afterwards to walk around 
Shed1965,7 -110_Grand Canyon Landmarks Tour by Airplane with Optional Hummer Tour_2025-02-27,8 -690_Grand Canyon Scenic Airlines_2025-02-27,Grand Canyon Air Tour then South Rim,Grand Canyon Air Tour then South Rim,This was a really great trip that I would strongly recommend. Air tour was really cool. I drove up to the South Rim village afterwards to walk around 
Sheetal K,7 -110_Grand Canyon Landmarks Tour by Airplane with Optional Hummer Tour_2025-02-27,30_115_Grand Canyon Landmarks Tour by Airplane with Optional Hummer Tour2025-03-01,Breathtaking views and experience I’ll never forget.,Breathtaking views and experience I’ll never forget.,I am physically disabled and wanted to experience the Grand Canyon while vacationing in AZ. I highly recommend taking this tour. The tour was breathta
Sheetal K,7 -110_Grand Canyon Landmarks Tour by Airplane with Optional Hummer Tour_2025-02-27,8 -690_Grand Canyon Scenic Airlines_2025-02-27,Breathtaking views and experience I’ll never forget.,Breathtaking views and experience I’ll never forget.,I am physically disabled and wanted to experience the Grand Canyon while vacationing in AZ. I highly recommend taking this tour. The tour was breathta
Sheila M,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Amazing views and exoerience,Amazing views and exoerience,This was an adventure in the sky! The views were spectacular.  Forever memories! Eric was  and knowledgeable. We would definitely do this again. The 5
Sheila674,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,"Beautiful, Fun, Tour of the Island!","Beautiful, Fun, Tour of the Island!","After reading so many positive reviews of this tour and the experience, we decided to give this a try since I am a little prone to motion sickness and"
Shelbi W,32_2137_Maui Plane Rides_2025-03-04,39_244_Romantic Sunset Champagne -Private- Maui Air Tour Intimate & Spectacular!_2025-03-06,"B E A utiful, gorgeous","B E A utiful, gorgeous","Friendly pilot, loves what he does, gives the best experience! Would fly with them again! Awesome sauce!!"
Shelbs,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,K2 Aviation,Breathtaking views,Breathtaking views,"I'd like to start with the fact that each and every member of the staff was professional, nice and very knowledgeable.  They were unsure of the abilit"
Shelby C,TripadvisorReviewScraper, TripadvisorReviewScraper,A must do in Kauai!,A must do in Kauai!,The Air Ventures team was outstanding! I worked with Trish during the booking process - she made everything easy and handled all of my questions quick
Shelby K,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,Talkeetna Air Taxi,Incredible experience seeing Denali from a birds eye view!,Incredible experience seeing Denali from a birds eye view!,Everything about our experience was 5 stars! Our pilot was incredibly kind and informative. both flight landings were so smooth. It was such a special
Shelby M,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,AMAZING!,AMAZING!,This plane ride was an awesome experience and you get so much more for that money than other air experiences offered on the island. Our pilot was grea
Shelby S,32_2137_Maui Plane Rides_2025-03-04,39_244_Romantic Sunset Champagne -Private- Maui Air Tour Intimate & Spectacular!_2025-03-06,Sunset flight,Sunset flight,Booked the sunset flight for my husbands birthday because he has always loved planes & it could not have been a better experience. He was knowledgeabl
Shelby W,"9-691_45-minute Helicopter Flight Over the Grand Canyon from Tusayan, Arizona_attraction_product_review_2025-02-27",10-1549_Marverick Helicopter_attraction_review_2025-02-27,A check on the bucket list,A check on the bucket list,Seeing the Grand Canyon from the air in a helicopter was absolutely amazing!  We were able to see so much and Daniel was a great pilot and tour guide.
Shelby c,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Amazing,Amazing,"It was amazing the view was amazing! Our pilot was great, really funny and a good pilot. The pictures were clear and very pretty. I can’t explain how "
Shelia B,TripadvisorReviewScraper, TripadvisorReviewScraper,great,great,Pilot Josh was great and we had great views. Smooth ride for a smaller plane and the landing was smooth as silk
Shelley,32_2137_Maui Plane Rides_2025-03-04,40_174_Maui Circle Island-PRIVATE- Air Tour up to 5 Waterfalls & Lava!_2025-03-06,Beautiful day,Beautiful day,Eric was great. Awesome views. A great way to see the Valley. Clear water coast!! Hakeakala was even out of the clouds. Bomb crater on Koloave was spe
Shelley C,28_231_Denali Grand Flightseeing Tour from Talkeetna_attraction_product_review_2025-03-01,K2 Aviation,"Glacier landing denali national park, base camp","Glacier landing denali national park, base camp","Best trip EVER. Pilot was outstanding, photographs were amazing, and the pilots commentary was super interesting. We went to some glaciers on helicopt"
Shelley H,Grand Denali Flightseeing tour from Talkeetna,Talkeetna Air Taxi,Unforgettable Experience!,Unforgettable Experience!,"Leann gave us a memorable trip around Denali complete with a glacier landing in Don Sheldon Amphitheater.  Sunny, warm, awe inspiring trip!  Tasted so"
Shelley M,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Spectacular Way to See the Island!,Spectacular Way to See the Island!,We booked a trip with Wings Over Kauai very last minute after deciding we really wanted to see the island from the sky. We were able to do a same day 
Shelley P,22-151-South Side Explorer with Glacier Landing_attraction_product_review_2025-02-27,Talkeetna Air Taxi,Exhilarating flight,Exhilarating flight,Seeing the top of the mountain range was an incredible experience.  But landing on the glacier near Mt. Denali was magical.
Shelley W,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Breathtaking,Breathtaking,Amazing experience!  Our pilot was very friendly and knowledgeable. The scenery from the air is breathtaking!  We were also able to view humpback whal
ShellyB,"9-691_45-minute Helicopter Flight Over the Grand Canyon from Tusayan, Arizona_attraction_product_review_2025-02-27",10-1549_Marverick Helicopter_attraction_review_2025-02-27,Breathtaking Grand Canyon flight,Breathtaking Grand Canyon flight,We loved the Spirit Canyon helicopter flight over the Grand Canyon. It was absolutely breathtaking and a perfect amount of time for a tour over the ca
Sherell H,11-_131_South Beach Miami Aerial Tour  BeachesMansions and Skyline_2025-02-27,12-392_Eagles AirLine_attraction_review_2025-02-27,AMAZING !!!!,AMAZING !!!!,This tour was great for our first time ! The pilot was very nice & made us feel super comfortable during the ride .  The city looks beautiful at night
Sheri165,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Sheri and Gary wings over Kauai,Sheri and Gary wings over Kauai,This was the most amazing hour of my life.. What a wonderful tour company all the way from pickup by Ellen to the incredible flight by Captain Josh an
Sherilyn L,SeaWind Aviation,24-180_Misty Fjords Flightr Tour review_2025-02-27,DO IT!!! YOU WILL NEVER SEE THE MISTY FJORDS LIKE THIS ON A CRUISE SHIP!!,DO IT!!! YOU WILL NEVER SEE THE MISTY FJORDS LIKE THIS ON A CRUISE SHIP!!,"DO IT!!! You will never see Alaska like this on a cruise ship!!! 

It's worth every penny you spend!!! 

Our pilot was a local native and has a vast m"
Sherpa554229,5 -Denali Experience Flightseeing Tour from Talkeetna_2025-02-27,K2 Aviation,Superior Experience !!,Superior Experience !!,"What a fabulous trip....friendly staff, perfect weather, first rate pilot (Chip) with stories and facts of relevance and historical interest.  What a "
Sherpa666778,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Best 4th of July Ever!,Best 4th of July Ever!,Thank you for one of my family’s favorite 4th of July’s!!! My son just graduated high school in the midst of covid and wish I knew about this sooner..
Sherri S,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Great faith seeing experience,Great faith seeing experience,The pilot was so nice and knowledgeable and my first time flying in a little plane and he asked how I was. I would recommend this to anyone who comes 
Sherry G,"9-691_45-minute Helicopter Flight Over the Grand Canyon from Tusayan, Arizona_attraction_product_review_2025-02-27",10-1549_Marverick Helicopter_attraction_review_2025-02-27,"family that flies together, stays together","family that flies together, stays together",was truly the highlight of our Grand Canyon experience. While the kids were getting to the point of just one more view of spectacular Grand Canyon. Fr
Sherry S,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Amazing views!!,Amazing views!!,Steve was awesome. Enjoyed our flight and the views were so amazing. I recommend you taking the flight.
Sherryl J,Grand Denali Flightseeing tour from Talkeetna,Talkeetna Air Taxi,Spectacular Awesome Inspiring,Spectacular Awesome Inspiring,What an amazing day touring Denali and landing on the glacier!  Truly amazing and beautiful and expertly experienced with our pilot LeAnn. This is an 
Sheryl P,28_231_Denali Grand Flightseeing Tour from Talkeetna_attraction_product_review_2025-03-01,K2 Aviation,Amazing!!!,Amazing!!!,"My husband Paul, took this trip today. He LOVED it! He has had this on his bucket list forever and it was everything that he had hoped for and more! T"
Sheryl W,12-392_Eagles AirLine_attraction_review_2025-02-27, 89  Eagles Air Tour Private 45 Minute Plane Tour of Miami,Amazing experience,Amazing experience,Our pilot was very friendly and knowledgeable. Sergio went above and beyond to make our experience great. I would definitely recommend a trip with Ser
Shi Z,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Amazing amazing off-earth experience,Amazing amazing off-earth experience,Eric gave us an amazing tour of Maui and the neighboring islands. He was very informative on what we were looking at. His explanations of the sea clif
Shiela V,17-653-Taquan Air Tours_attraction_review_2025-02-27,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,A must do excursion,A must do excursion,"We went in October fully knowing the weather is not great this time of year, we were blessed with sunshine and had an amazing time. Felt safe at all t"
Shirley O,TripadvisorReviewScraper, TripadvisorReviewScraper,Isaac is a great pilot,Isaac is a great pilot,"Isaac was an excellent pilot and very thorough in explaining island sites, and comforting some first time jitters about flying in a small plane. Loved"
Shirleytraveler88,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Great experience of Kauai Island flight sightseeing,Great experience of Kauai Island flight sightseeing,My family had a great experience of sightseeing of Kauai island from sky. Captain Marcus was an experienced pilot who drove the plane very smoothly an
Shodhan Family,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Great experience,Great experience,Wonderful experience! Got to see a lot of sights in Maui with a friendly pilot and learn the history behind it all!
Shonda R,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Highly recommend for photographers!,Highly recommend for photographers!,"Eric was an excellent tour guide and flight coach. He pointed out the historical spots on the islands, made sure everyone was comfortable and made ext"
Shopen,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Breathtaking,Breathtaking,The experience was amazing.  Just got of the flight and my head is still spinning with excitement.  Eric was amazing!!!!!
Shorti,"9-691_45-minute Helicopter Flight Over the Grand Canyon from Tusayan, Arizona_attraction_product_review_2025-02-27",10-1549_Marverick Helicopter_attraction_review_2025-02-27,Incredibly impressive,Incredibly impressive,"Pilot Jeff was super 🤩 nice, informative, quiet... and the flight is (provided you have the necessary change) a MUST. You don't get such impressions f"
ShoshanaZheng,K2 Aviation,23_327_Denali Flyer Flightseeing Tour from Talkeetna 2025-02-27,Once in a lifetime magnificent view,Once in a lifetime magnificent view,"K2 offers reasonable price for their services. The staff are friendly and courteous. We booked the Denali Grand Tour with landing, but due to weather "
Shreyas H,TripadvisorReviewScraper, TripadvisorReviewScraper,Fantastic!,Fantastic!,Fantastic tour. Jill and Nate (the pilot) are very warm and friendly people. Nate is very knowledgable about the island and was a great guide. Got to 
Shuba S,TripadvisorReviewScraper, TripadvisorReviewScraper,Breathtakingly beautiful view!!!,Breathtakingly beautiful view!!!,"We did this Tour on May 21st 2019. Initially, I was looking for helicopter tours but on discovering that they assign seats based on height and weight "
Shubhankar S,TripadvisorReviewScraper, TripadvisorReviewScraper,Amazing staff and great experience,Amazing staff and great experience,"The staff and owners are the kindest and best. The flight itself is great value and the self proclaimed 'best pilot in the world' is awesome, as is hi"
Shumbaz,"9-691_45-minute Helicopter Flight Over the Grand Canyon from Tusayan, Arizona_attraction_product_review_2025-02-27",10-1549_Marverick Helicopter_attraction_review_2025-02-27,Great tour to see the Grand Canyon,Great tour to see the Grand Canyon,If you are considering this tour DO IT! What an amazing experience to see the Grand Canyon & Colorado River from a helicopter. Our helicopter had larg
Shyshy R,32_2137_Maui Plane Rides_2025-03-04,31_745_aMaui -PRIVATE- Air Tour 5 Islands (2-5 people) SEE Even MORE!_2025-03-02,Unimaginable,Unimaginable,A very beautiful flight. You are able to see unimaginable sights you can’t see from land! Our pilot was amazing at telling us what we were seeing and 
Siddhartha M,Wings Over Kauai Air Tour,Kauai Deluxe Sightseeing Flight,Highlight of Our Vacation,Highlight of Our Vacation,I had booked this way in advance after reading here about the excellent time folks have had and we were not disappointed. Both Ellen and Bruce are ver
Sidnelson53,17-653-Taquan Air Tours_attraction_review_2025-02-27,19-75_Misty Fjords National Monument Floatplane Tour_2025-02-27,"Wonderful trip, great pilot","Wonderful trip, great pilot","Our pilot, Larry, was great. Of course very skilled, but also personable and knowledgeable. Scenery phenomenal, combined with recorded and live dialog"
